"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2002";"2003";"2004";"2005";"2006";"2007" 
"092105 Godtgørelser m.v. "; 79,8; 102,1; 165,4; 141,0; 125,8; 125,8
"09210510 Udgifter til sagkyndig bistand i skattesager "; 78,6; 71,9; 125,0; 125,0; 125,0; 125,0
"09210520 Udgifter til forsvarerbistand "; 1,1; 0,8; 0,8; 0,8; 0,8; 0,8
"09210530 Godtg. til fremme af elektronisk angivelse mv"; 0,0; 29,4; 39,6; 15,2; 0,0; 0,0
"092179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; 76,0; -10,0; -63,0
"09217910 Reserve vedr. systemmodernisering "; 0,0; 0,0; 0,0; 78,0; 0,0; 0,0
"09217920 Budgetregulering ved systemmodernisering "; 0,0; 0,0; 0,0; -2,0; -10,0; -63,0
"0922 Finansforvaltning "; 80,7; 63,8; 51,6; 47,6; 43,6; 42,6
"092215 Personlige fordringer "; 0,0; 0,8; 0,6; 0,6; 0,6; 0,6
"09221530 Personlige fordringer "; 0,0; 0,8; 0,5; 0,5; 0,5; 0,5
"09221550 Bo- og gaveafgift "; 0,0; 0,0; 0,1; 0,1; 0,1; 0,1
"092217 Eftergivelse og afvikling af studiegæld "; 40,3; 31,0; 26,0; 22,0; 20,0; 19,0
"09221710 Tilskud til afvikling af studiegæld "; 14,9; 11,0; 8,0; 6,0; 4,0; 3,0
"09221720 Eftergivelse af studiegæld, LB 952 1998 "; 25,4; 20,0; 18,0; 16,0; 16,0; 16,0
"092221 Misligholdte studielån "; 40,3; 32,0; 25,0; 25,0; 23,0; 23,0
"09222110 Overtagne fordringer "; 9,4; 7,0; 5,0; 5,0; 3,0; 3,0
"09222120 Overtagne fordringer "; 30,9; 25,0; 20,0; 20,0; 20,0; 20,0
"11 Justitsministeriet "; 11090,9; 11141,7; 12002,3; 11699,4; 11700,9; 11534,9
"111 Fællesudgifter "; 269,5; 266,7; 272,4; 248,2; 244,0; 239,8
"1111 Centralstyrelsen "; 269,5; 266,7; 272,4; 248,2; 244,0; 239,8
"111101 Departementet "; 155,1; 137,2; 159,3; 137,0; 134,3; 131,7
"11110110 Almindelig virksomhed "; 133,9; 117,6; 139,7; 119,4; 116,7; 114,1
"11110120 Internationale organisationer "; 0,9; 0,7; 0,7; 0,7; 0,7; 0,7
"11110130 Midlertidige kommissioner og udvalg "; 4,8; 1,5; 1,5; 1,5; 1,5; 1,5
"11110140 Støtte til foreninger mv. "; 7,0; 9,0; 9,0; 7,0; 7,0; 7,0
"11110170 Behandling af sexualforbrydere "; 8,4; 8,4; 8,4; 8,4; 8,4; 8,4
"111102 Finansiering af fremrykkede anlægsprojekter "; 13,5; 13,5; 6,8; 0,0; 0,0; 0,0
"11110270 Lånefinansieret anlægsudgift, Finansstyrelsen"; 13,5; 13,5; 6,8; 0,0; 0,0; 0,0
"111105 Retshjælpsinstitutioner m.v. "; 9,3; 9,3; 9,5; 9,4; 9,4; 9,4
"11110510 Tilskud til retshjælpsinstitutioner "; 0,8; 0,7; 0,7; 0,7; 0,7; 0,7
"11110530 Retshjælpsinstitutioner mv. "; 8,5; 8,6; 8,8; 8,7; 8,7; 8,7
"111111 Civilretsdirektoratet "; 46,0; 45,0; 45,2; 42,7; 41,9; 41,1
"11111110 Almindelig virksomhed "; 46,0; 45,0; 45,2; 42,7; 41,9; 41,1
"111121 Erstatningsnævnet "; 4,8; 4,5; 6,0; 4,5; 4,4; 4,3
"11112110 Almindelig virksomhed "; 4,8; 4,5; 6,0; 4,5; 4,4; 4,3
"111131 Retslægerådet "; 8,8; 8,2; 8,9; 8,9; 8,9; 8,8
"11113110 Almindelig virksomhed "; 8,8; 8,2; 8,9; 8,9; 8,9; 8,8
"111151 Sekretariatet for Retsinformation "; 17,5; 19,5; 19,2; 18,2; 17,9; 17,6
"11115110 Almindelig virksomhed "; 11,2; 10,7; 10,3; 9,2; 8,9; 8,8
"11115120 Lovtidende og Ministerialtidende "; 6,3; 8,8; 8,9; 9,0; 9,0; 8,8
"111161 Datatilsynet "; 14,1; 14,0; 15,5; 13,7; 13,4; 13,1
"11116110 Almindelig virksomhed "; 14,1; 14,0; 15,5; 13,7; 13,4; 13,1
"111171 Information og uddannelse af bistandsværger "; 0,3; 2,0; 2,0; 0,0; 0,0; 0,0
"11117110 Information og uddannelse af bistandsværger "; 0,3; 2,0; 2,0; 0,0; 0,0; 0,0
"111179 Reserver og budgetregulering "; 0,0; 13,5; 0,0; 13,8; 13,8; 13,8
"11117930 Reserver "; 0,0; 11,5; 0,0; 11,5; 11,5; 11,5
"11117940 Lønsumsreserve "; 0,0; 2,0; 0,0; 2,3; 2,3; 2,3
"11117985 Omprioriteringsreserve "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"112 Politivæsenet "; 7199,0; 7090,9; 7626,7; 7575,4; 7601,2; 7486,3
"1121 Fællesudgifter "; 632,6; 574,4; 665,1; 650,0; 650,0; 650,0
"112121 Strafferetspleje mv. "; 632,6; 574,4; 665,1; 650,0; 650,0; 650,0
"11212110 Strafferetsplejen m.v. "; 632,6; 574,4; 665,1; 650,0; 650,0; 650,0
"1123 Politi "; 6566,4; 6516,5; 6961,6; 6925,4; 6951,2; 6836,3
"112301 Politiet og anklagemyndigheden m.v. "; 6421,4; 6408,8; 6851,6; 6813,6; 6839,6; 6724,9
"11230110 Almindelig virksomhed "; 6184,5; 6394,8; 6679,6; 6711,6; 6752,6; 6697,9
"11230115 Beredskab til EU-formandskabet "; 212,7; 0,0; 0,0; 0,0; 0,0; 0,0
"11230120 Erstatninger "; 14,0; 7,2; 15,0; 15,0; 15,0; 15,0
"11230130 Diverse tilskud "; 10,2; 6,8; 12,0; 12,0; 12,0; 12,0
"11230140 Modernisering af politiets IT "; 0,0; 0,0; 60,0; 75,0; 60,0; 0,0
"11230150 Udbetaling af overarbejde "; 0,0; 0,0; 85,0; 0,0; 0,0; 0,0
"112305 Politiklagenævn "; 4,1; 3,2; 3,1; 3,0; 2,9; 2,8
"11230510 Almindelig virksomhed "; 4,1; 3,2; 3,1; 3,0; 2,9; 2,8
"112306 Erstatn. i anledn. af strafferetlig forfølgn. "; 10,5; 15,3; 10,4; 10,4; 10,4; 10,4
"11230610 Erstatninger "; 10,5; 15,3; 10,4; 10,4; 10,4; 10,4
"112311 Erstatning til ofre for forbrydelser "; 75,6; 73,8; 80,4; 82,4; 82,4; 82,4
"11231110 Erstatn. t. ofre for forbryd., LBK 470 1985 "; 75,6; 73,8; 80,4; 82,4; 82,4; 82,4
"112313 Det Kriminalpræventive Råd "; 3,9; 4,0; 4,1; 4,1; 4,0; 3,9
"11231310 Det Kriminalpræventive Råd "; 3,9; 4,0; 4,1; 4,1; 4,0; 3,9
"112314 Rådet for Større Færdselssikkerhed "; 10,6; 11,4; 12,0; 11,9; 11,9; 11,9
"11231410 Rådet for Større Færdselssikkerhed "; 10,6; 11,4; 12,0; 11,9; 11,9; 11,9
"112330 Politiets anlægsprogram "; 40,2; 0,0; 0,0; 0,0; 0,0; 0,0
"11233010 Politiets anlægsprogram "; 40,2; 0,0; 0,0; 0,0; 0,0; 0,0
"113 Kriminalforsorg "; 1995,5; 2173,6; 2429,8; 2255,3; 2241,9; 2219,9
"1131 Kriminalforsorg "; 1995,5; 2173,6; 2429,8; 2255,3; 2241,9; 2219,9
"113101 Direktoratet for Kriminalforsorgen "; 97,2; 100,1; 100,4; 98,6; 96,6; 94,5
"11310110 Almindelig virksomhed "; 96,7; 99,6; 99,9; 98,1; 96,1; 94,0
"11310120 Idrætsforeninger m.v. "; 0,4; 0,4; 0,4; 0,4; 0,4; 0,4
"11310140 Erstatninger "; 0,0; 0,1; 0,1; 0,1; 0,1; 0,1
"113103 Kriminalforsorgen i anstalter og frihed "; 1795,9; 1813,4; 2070,3; 2032,7; 2039,7; 2046,8
"11310310 Almindelig virksomhed "; 1720,8; 1711,1; 1966,7; 1930,0; 1937,0; 1944,1
"11310320 Produktionsvirksomhed "; 75,1; 102,3; 103,6; 102,7; 102,7; 102,7
"113109 Fængsler og arresthuse mv. "; 102,5; 260,1; 259,1; 124,0; 105,6; 78,6
"11310910 Kriminalforsorgens ins. og afdelinger "; 102,5; 260,1; 259,1; 124,0; 105,6; 78,6
"114 Retsvæsenet "; 1626,9; 1610,5; 1673,4; 1620,5; 1613,8; 1588,9
"1141 Fællesudgifter "; 1267,5; 1282,5; 1323,5; 1270,6; 1263,9; 1239,0
"114101 Domstolsstyrelsen "; 68,3; 53,8; 54,6; 53,3; 52,3; 51,3
"11410110 Almindelig virksomhed "; 66,4; 51,7; 52,5; 51,2; 50,2; 49,2
"11410120 Domstolsstyrelsens bestyrelse "; 1,2; 1,4; 1,4; 1,4; 1,4; 1,4
"11410130 Dommerudn.rådene for DK, Færøerne og Grønland"; 0,6; 0,7; 0,7; 0,7; 0,7; 0,7
"114102 Retterne "; 1180,8; 1215,4; 1244,8; 1203,6; 1198,0; 1174,2
"11410210 Almindelig virksomhed "; 1180,8; 1215,4; 1244,7; 1203,5; 1197,9; 1174,1
"11410297 Tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,1; 0,1; 0,1; 0,1
"114103 Retternes anlægsprogram "; 9,9; 5,6; 15,5; 5,7; 5,7; 5,7
"11410310 Retternes anlægsprogram "; 9,9; 5,6; 15,5; 5,7; 5,7; 5,7
"114104 Procesbevillingsnævnet "; 8,5; 7,7; 8,6; 8,0; 7,9; 7,8
"11410410 Almindelig virksomhed "; 8,5; 7,7; 8,6; 8,0; 7,9; 7,8
"1142 Sagsudgifter "; 359,4; 328,0; 349,9; 349,9; 349,9; 349,9
"114201 Sagsgodtgørelser mv. "; 69,1; 60,1; 60,1; 60,1; 60,1; 60,1
"11420110 Sagsgodtgørelser m.v. "; 69,1; 60,1; 60,1; 60,1; 60,1; 60,1
"114202 Fri proces og udgifter til advokathjælp "; 289,2; 265,5; 287,4; 287,4; 287,4; 287,4
"11420210 Fri proces og udgifter til advokathjælp "; 289,2; 265,5; 287,4; 287,4; 287,4; 287,4
"114203 Erstatninger "; 1,1; 2,4; 2,4; 2,4; 2,4; 2,4
"11420310 Erstatninger "; 1,1; 2,4; 2,4; 2,4; 2,4; 2,4
"12 Forsvarsministeriet "; 19536,9; 19792,9; 19846,9; 19651,7; 19644,2; 19668,3
"121 Fællesudgifter "; 165,6; 265,9; 165,6; 236,5; 568,5; 905,6
"1211 Centralstyrelsen "; 165,6; 265,9; 165,6; 236,5; 568,5; 905,6
"121101 Departementet "; 129,9; 235,1; 140,6; 199,2; 199,3; 199,4
"12110110 Almindelig virksomhed "; 128,7; 133,2; 118,4; 123,4; 123,5; 123,6
"12110150 Østsamarbejde "; 1,1; 101,9; 22,2; 75,8; 75,8; 75,8
"121103 Forsvarsministeriet, Regnskabssekretariatet "; 28,0; 21,7; 15,7; 28,0; 28,0; 28,0
"12110310 Almindelig virksomhed "; 28,0; 21,7; 15,7; 28,0; 28,0; 28,0
"121110 Forsvarets Interne Revision "; 7,7; 9,1; 9,3; 9,3; 9,3; 9,3
"12111010 Almindelig virksomhed "; 7,7; 9,1; 9,3; 9,3; 9,3; 9,3
"121179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; 0,0; 331,9; 668,9
"12117985 Omp.reserve t. højt pri. regeringsinitiativer"; 0,0; 0,0; 0,0; 0,0; 331,9; 668,9
"122 Militært forsvar "; 18944,3; 19081,2; 18717,0; 18967,0; 18619,1; 18303,5
"1221 Forsvarskommandoen og Hjemmeværnet "; 18437,7; 18417,5; 18236,2; 18254,1; 18049,2; 17672,9
"122101 Forsvarskommandoen "; 16811,9; 16576,9; 15775,3; 16233,5; 15957,6; 15869,2
"12210110 Almindelig virksomhed "; 16626,3; 16519,6; 15651,2; 16162,4; 15886,7; 15798,3
"12210150 Østsamarbejde, Forsvarskommandoen "; 129,6; 0,0; 53,0; 0,0; 0,0; 0,0
"12210170 Forsvarets Forskningstjeneste "; 36,6; 36,2; 46,9; 46,9; 46,9; 46,9
"12210190 Indtægtsdækket virksomhed "; 18,5; 20,8; 23,9; 23,9; 23,9; 23,9
"12210195 Tilskudsfinansieret forskningsvirksomhed "; 0,9; 0,3; 0,3; 0,3; 0,1; 0,1
"122102 Materielinvesteringer "; 194,0; 561,0; 1162,7; 722,3; 706,7; 423,7
"12210210 Anlæg og materielinvesteringer "; 194,0; 561,0; 1162,7; 722,3; 706,7; 423,7
"122103 Hjemmeværnet "; 710,9; 686,4; 723,5; 717,0; 717,0; 717,0
"12210310 Almindelig virksomhed "; 703,9; 686,4; 720,9; 717,0; 717,0; 717,0
"12210350 Østsamarbejde, Hjemmeværnet "; 7,0; 0,0; 2,6; 0,0; 0,0; 0,0
"122104 Hjemmeværnet "; 26,7; 20,5; 7,5; 11,5; 11,5; 11,5
"12210410 Nat. finansierede bygge- og anlægsarbejder "; 4,5; 4,4; 10,8; 11,4; 11,5; 11,5
"12210411 Distriktssammenlægning "; 6,9; 0,3; 0,0; 0,0; 0,0; 0,0
"12210412 Strukturtilpasninger 2000-2004 "; 15,3; 15,8; -3,3; 0,1; 0,0; 0,0
"122113 Nat. finansierede bygge- og anlægsarbejder "; 683,3; 572,7; 173,1; 266,7; 250,5; 245,6
"12211310 Nationalt finans. bygge- og anlægsarbejder "; 99,8; 180,5; 137,0; 259,3; 244,8; 245,1
"12211311 Miljøinvesteringer "; 2,9; 6,5; -0,5; 1,3; 5,7; 0,5
"12211312 Særlig finansiering af strukturændringer "; 3,2; 0,0; 0,0; 0,0; 0,0; 0,0
"12211313 Strukturtilpasninger 2000-2004 "; 577,4; 385,7; 36,6; 6,1; 0,0; 0,0
"122116 Bidrag t. etab. af civ. land.bane i Qaanaaq "; 11,0; 0,0; 0,0; 0,0; 0,0; 0,0
"12211610 Bidrag t. etab. af civil land.bane i Qaanaaq "; 11,0; 0,0; 0,0; 0,0; 0,0; 0,0
"122120 Forsvarets Efterretningstjeneste "; 0,0; 0,0; 394,1; 418,4; 405,9; 405,9
"12212010 Almindelig virksomhed "; 0,0; 0,0; 394,1; 418,4; 405,9; 405,9
"122179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -115,3; 0,0; 0,0
"12217910 Afhændelse af ejendomme m.v. "; 0,0; 0,0; 0,0; -115,3; 0,0; 0,0
"1222 Særlige udgifter vedr. NATO "; 377,0; 547,1; 353,0; 595,2; 452,2; 512,9
"122201 Bidrag t. NATOs militære driftsbudgetter m.v. "; 155,6; 171,7; 175,7; 175,8; 175,8; 175,8
"12220110 Formål i udlandet "; 155,6; 171,7; 175,7; 175,8; 175,8; 175,8
"122211 Bidrag t. int.nat. finansieret NATO-inv.prog. "; 127,3; 180,0; 133,4; 180,0; 180,0; 180,0
"12221110 Bidrag t. int.nat. finansieret NATO-inv.prog."; 127,3; 180,0; 133,4; 180,0; 180,0; 180,0
"122213 Inter.nat. finansieret NATO-inv.program "; 86,2; 155,4; 42,8; 209,7; 84,0; 105,4
"12221310 Inter.nat. finansieret NATO-inv.program "; 86,2; 155,4; 42,8; 209,7; 84,0; 105,4
"122215 Nat. finans. NATO-inv.program (t.anm. 2,3,4) "; 7,9; 40,0; 1,1; 29,7; 12,4; 51,7
"12221510 Nat. finans. NATO-inv.program (t.anm. 2,3,4) "; 7,9; 40,0; 1,1; 29,7; 12,4; 51,7
"1225 Service- og hjælpetjenester "; 129,5; 116,6; 127,8; 117,7; 117,7; 117,7
"122511 Forsvarets Bygningstjeneste "; 111,5; 98,2; 104,0; 99,1; 99,1; 99,1
"12251110 Almindelig virksomhed "; 111,4; 98,2; 103,9; 99,1; 99,1; 99,1
"12251150 Østsamarbejde, Forsvarets Bygningstjeneste "; 0,1; 0,0; 0,1; 0,0; 0,0; 0,0
"122521 Forsvarets Oplysnings- og Velfærdstjeneste "; 18,1; 18,4; 23,8; 18,6; 18,6; 18,6
"12252110 Almindelig virksomhed "; 18,1; 18,4; 23,8; 18,6; 18,6; 18,6
"123 Civil virksomhed "; 427,1; 445,8; 399,6; 448,2; 456,6; 459,2
"1231 Farvandsvæsen m.v. "; 406,8; 425,9; 382,8; 428,0; 436,4; 439,0
"123101 Farvandsvæsenet "; 215,5; 228,2; 198,6; 232,8; 235,9; 240,7
"12310110 Almindelig virksomhed "; 205,5; 218,0; 188,8; 223,5; 227,1; 231,9
"12310190 Indtægtsdækket virksomhed "; 10,0; 10,2; 9,8; 9,3; 8,8; 8,8
"123103 Farvandsvæsenet "; 10,7; 18,8; -4,0; 4,3; 6,9; 2,1
"12310310 Bygge- og anlægsarb. samt materielinvest. "; 10,7; 18,8; -4,0; 4,3; 6,9; 2,1
"123111 Lodsreguleringsfonden "; 180,6; 178,9; 188,2; 190,9; 193,6; 196,2
"12311110 Almindelig virksomhed "; 180,6; 178,9; 188,2; 190,9; 193,6; 196,2
"1239 Øvrig civil virksomhed "; 20,3; 19,9; 16,8; 20,2; 20,2; 20,2
"123919 Forsvarsministeriets særstatusområder "; 19,3; 17,8; 16,2; 18,2; 18,2; 18,2
"12391910 Regeringens Christianiaudvalg "; 0,0; 0,0; 1,9; 0,0; 0,0; 0,0
"12391920 Bådsmandsstrædes Kaserne "; 0,0; 5,3; 2,7; 5,4; 5,4; 5,4
"12391930 Udg. t. bygn.forans. og soc. aktiviteter "; 2,5; 2,4; 1,2; 2,5; 2,5; 2,5
"12391940 Særstatusområder "; 2,3; 0,1; 0,1; 0,1; 0,1; 0,1
"12391950 Christiansø "; 14,6; 10,0; 10,3; 10,2; 10,2; 10,2
"123920 Forsvarsministeriets særstatusområder "; 0,9; 2,1; 0,6; 2,0; 2,0; 2,0
"12392010 Bygge- og anlægsarbejder "; 0,9; 2,1; 0,6; 2,0; 2,0; 2,0
"124 Redningsberedskab "; 0,0; 0,0; 518,9; 0,0; 0,0; 0,0
"1241 Redningsberedskab "; 0,0; 0,0; 518,9; 0,0; 0,0; 0,0
"124101 Redningsberedskabet "; 0,0; 0,0; 489,7; 0,0; 0,0; 0,0
"12410110 Almindelig virksomhed "; 0,0; 0,0; 423,5; 0,0; 0,0; 0,0
"12410150 Risikovurdering, reorientering "; 0,0; 0,0; 5,1; 0,0; 0,0; 0,0
"12410190 Indtægtsdækket virksomhed "; 0,0; 0,0; 6,0; 0,0; 0,0; 0,0
"12410191 Indtægtsdækket virksomhed "; 0,0; 0,0; 54,0; 0,0; 0,0; 0,0
"12410197 Andre tilskudsfinansierende aktiviteter "; 0,0; 0,0; 1,1; 0,0; 0,0; 0,0
"124102 Redningsberedskabet "; 0,0; 0,0; 18,2; 0,0; 0,0; 0,0
"12410210 Mindre byggearbejder "; 0,0; 0,0; 18,2; 0,0; 0,0; 0,0
"124103 Beredskabs-Forbundet "; 0,0; 0,0; 10,7; 0,0; 0,0; 0,0
"12410310 Beredskabs-Forbundet, løn "; 0,0; 0,0; 7,2; 0,0; 0,0; 0,0
"12410320 Beredskabs-Forbundet, øvrige driftsudgifter "; 0,0; 0,0; 3,5; 0,0; 0,0; 0,0
"124104 Dansk Brandteknisk Institut "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"12410410 Dansk Brandteknisk Institut "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"125 Militærnægterområdet "; 0,0; 0,0; 45,8; 0,0; 0,0; 0,0
"1251 Militærnægteradministrationen "; 0,0; 0,0; 45,8; 0,0; 0,0; 0,0
"125101 Militærnægteradministrationen "; 0,0; 0,0; 45,8; 0,0; 0,0; 0,0
"12510110 Almindelig virksomhed "; 0,0; 0,0; 45,8; 0,0; 0,0; 0,0
"15 Socialministeriet "; 101496,9; 105127,1; 109343,5; 114795,5; 118447,1; 119575,2
"151 Fællesudgifter "; 7438,6; 7773,2; 8316,5; 10924,4; 11101,4; 11539,2
"1511 Centralstyrelsen "; 531,7; 663,6; 522,4; 3189,7; 3421,8; 3876,4
"151101 Departementet "; 144,1; 138,8; 137,9; 128,8; 126,5; 122,7
"15110110 Almindelig virksomhed "; 122,0; 121,0; 119,6; 112,3; 110,2; 106,6
"15110120 Ligestillingsafdelingen "; 22,0; 15,3; 14,7; 14,0; 13,8; 13,6
"15110190 Indtægtsdækket virksomhed "; 0,1; 2,5; 2,5; 2,5; 2,5; 2,5
"15110197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 1,1; 0,0; 0,0; 0,0
"151102 Støtte til foreninger m.v. "; 5,5; 5,7; 5,4; 5,3; 5,3; 5,3
"15110220 Mødrehjælpen af 1983 "; 5,2; 5,3; 5,0; 4,9; 4,9; 4,9
"15110230 Europæiske fond for social udvikling under FN"; 0,1; 0,1; 0,1; 0,1; 0,1; 0,1
"15110270 Omsorgsforanstal. - førtids/folkepensionister"; 0,3; 0,3; 0,3; 0,3; 0,3; 0,3
"151103 Bloktilskud til DSB "; 113,7; 116,7; 95,1; 95,1; 95,1; 95,1
"15110310 Bloktilskud til DSB "; 113,7; 116,7; 95,1; 95,1; 95,1; 95,1
"151104 Psykolognævnet "; 2,2; 2,1; 2,0; 2,0; 2,0; 2,0
"15110410 Almindelig virksomhed "; 2,2; 2,1; 2,0; 2,0; 2,0; 2,0
"151105 Center mod Incest i Danmark "; 2,2; 4,3; 0,0; 0,0; 0,0; 0,0
"15110510 Støttecenter mod incest i Danmark, løn "; 1,6; 3,2; 0,0; 0,0; 0,0; 0,0
"15110520 Støttecenter mod Incest, ØD "; 0,6; 1,1; 0,0; 0,0; 0,0; 0,0
"151106 Børnerådet "; 4,6; 4,0; 4,6; 4,4; 4,3; 3,7
"15110610 Almindelig virksomhed "; 4,6; 3,5; 4,1; 3,9; 3,8; 3,2
"15110697 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,5; 0,5; 0,5; 0,5; 0,5
"151107 Internationale sociale bistandsprogrammer "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15110730 Sektorprogram for Estland 1996 "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"151108 Narkotikarådet "; 1,9; 0,0; 0,0; 0,0; 0,0; 0,0
"15110810 Almindelig virksomhed "; 1,9; 0,0; 0,0; 0,0; 0,0; 0,0
"151109 ÆldreForum "; 1,7; 0,0; 0,0; 0,0; 0,0; 0,0
"15110910 Almindelig virksomhed "; 1,7; 0,0; 0,0; 0,0; 0,0; 0,0
"151110 Reserve vedrørende Sociale Sikringsstyrelse "; 0,0; 4,3; 0,0; 4,2; 4,1; 4,0
"15111010 Reserve vedrørende Sociale Sikringsstyrelse "; 0,0; 4,3; 0,0; 4,2; 4,1; 4,0
"151112 Initiativer på det sociale område i Baltikum "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15111210 Initiativer på det sociale område i Baltikum "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"151113 Sektorprogram for Litauen 1997 "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15111310 Sektorprogram for Litauen 1997 "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"151114 Sektorprogram for Letland 1997 "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"15111410 Sektorprogram for Letland 1997 "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"151116 Sektorprogram - socialadm. område i Letland "; 4,6; 0,0; 0,0; 0,0; 0,0; 0,0
"15111610 Bilateral øststøtte for 2002 "; 4,6; 0,0; 0,0; 0,0; 0,0; 0,0
"151120 Rådet for socialt udsatte "; 3,6; 4,1; 6,2; 6,2; 6,1; 6,0
"15112010 Rådet for socialt udsatte "; 3,6; 4,1; 6,2; 6,2; 6,1; 6,0
"151121 Den Sociale Ankestyrelse "; 64,4; 51,3; 63,9; 45,5; 44,5; 43,5
"15112110 Almindelig virksomhed "; 64,4; 51,3; 63,9; 45,5; 44,5; 43,5
"151122 Den Sociale Ankestyrelse, arbejdsskadesager "; 67,9; 69,8; 71,0; 71,0; 71,0; 71,0
"15112290 Indtægtsdækket virksomhed "; 67,9; 69,8; 71,0; 71,0; 71,0; 71,0
"151125 De sociale nævn "; 2,1; 1,8; 3,3; 1,8; 1,8; 1,8
"15112510 Almindelig virksomhed "; 2,1; 1,8; 3,3; 1,8; 1,8; 1,8
"151128 Den Sociale Sikringsstyrelse "; 81,0; 77,2; 89,8; 72,2; 70,7; 70,3
"15112810 Sociale Ankenævnssager mv. "; 79,8; 18,5; 15,9; 13,3; 12,5; 12,3
"15112820 Lovvalgssager "; 0,0; 9,4; 8,8; 7,4; 7,0; 6,9
"15112830 Internationale pensionssager m.v. "; 0,0; 49,3; 65,1; 51,5; 51,2; 51,1
"15112897 Tilskudsfinansierede aktiviteter "; 1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"151130 Styrelsen for Social Service "; 11,6; 13,8; 19,7; 18,3; 18,1; 16,9
"15113010 Almindelig virksomhed "; 7,9; 8,1; 14,0; 12,6; 12,4; 11,2
"15113020 ÆldreForum "; 2,0; 3,7; 3,7; 3,7; 3,7; 3,7
"15113030 Svage ældre og demens "; 1,7; 2,0; 2,0; 2,0; 2,0; 2,0
"151143 Berigtigelser - det sociale refusionssystem "; 16,7; 0,0; 19,2; 0,0; 0,0; 0,0
"15114310 Efterbetaling til kommunerne "; 16,7; 0,0; 19,2; 0,0; 0,0; 0,0
"151155 Reserve til arbejdsskadeerstatning m.v. "; 0,3; 0,7; -0,7; 0,8; 0,8; 0,8
"15115510 Reserve til arbejdsskadeerstatning m.v. "; 0,3; 0,7; -0,7; 0,8; 0,8; 0,8
"151162 Foreninger m.v. "; 2,1; 2,2; 2,1; 2,1; 2,1; 2,1
"15116210 Foreninger m.v. "; 0,3; 0,4; 0,3; 0,3; 0,3; 0,3
"15116240 Egmont Højskolen "; 1,8; 1,8; 1,8; 1,8; 1,8; 1,8
"151163 Bistandsloven/særforsorgen - udgifter "; 2,4; 3,1; 2,9; 2,9; 2,9; 2,9
"15116310 Almindelig virksomhed "; 2,4; 3,1; 2,9; 2,9; 2,9; 2,9
"151179 Reserver og budgetregulering "; 0,0; 163,7; 0,0; 2729,1; 2966,5; 3428,3
"15117910 Budgetgaranti "; 0,0; 0,0; 135,2; 2635,2; 2869,1; 3403,3
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 163,7; -135,2; 93,9; 90,3; 16,4
"15117930 Reserve til handicapområdet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15117985 Omprioriteringsreserve - regeringsinitiativer"; 0,0; 0,0; 0,0; 0,0; 7,1; 8,6
"1513 Forsknings- og forsøgsvirksomhed m.v. "; 298,1; 316,8; 329,8; 285,1; 230,0; 221,4
"151301 Socialforskningsinstituttet "; 92,1; 100,0; 93,9; 94,6; 88,5; 87,9
"15130110 Almindelig virksomhed "; 38,1; 37,1; 35,4; 34,1; 33,5; 32,9
"15130120 Nordisk Campbell Center "; 1,7; 5,1; 5,5; 5,5; 0,0; 0,0
"15130190 Indtægtsdækket virksomhed "; 35,2; 46,1; 40,0; 40,0; 40,0; 40,0
"15130195 Tilskudsfinansieret forskningsvirksomhed "; 17,0; 11,7; 13,0; 15,0; 15,0; 15,0
"151302 Center for selvmordsforskning m.v. "; 2,1; 2,1; 2,1; 2,1; 2,1; 2,1
"15130230 Center for Selvmordsforskning, løn "; 1,9; 1,9; 1,9; 1,9; 1,9; 1,9
"15130240 Center for Selvmordsforskning, driftsudgifter"; 0,2; 0,2; 0,2; 0,2; 0,2; 0,2
"151303 Formidlingscentre "; 14,3; 9,8; 6,0; 6,0; 6,0; 6,0
"15130310 Formidlingscentre, løn "; 9,8; 7,6; 4,5; 4,5; 4,5; 4,5
"15130320 Formidlingscentre, øvrige driftsudgifter "; 4,6; 2,2; 1,5; 1,5; 1,5; 1,5
"151304 Center for Frivilligt Socialt Arbejde "; 3,8; 4,0; 3,8; 4,1; 4,1; 4,1
