"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2005";"2006";"2007";"2008";"2009";"2010" 
"37610211 Genudlån til Danmarks Skibskreditfond "; -27,8; -52,2; -39,6; 0,0; 0,0; 0,0
"37610213 Realiserede valutakursreguleringer "; -6,2; -8,0; -4,0; 0,0; 0,0; 0,0
"3762 Provision af lån med statsgaranti "; -91,3; -93,3; -108,7; 0,0; 0,0; 0,0
"376201 Garantiprovision af udlån med statsgaranti "; -91,3; -93,3; -108,7; 0,0; 0,0; 0,0
"37620110 Garantiprovision af udlån med statsgaranti,ØS"; -82,0; -82,0; -76,9; 0,0; 0,0; 0,0
"37620120 Garantiprovision fra genudlån af statslån "; -9,3; -11,3; -31,8; 0,0; 0,0; 0,0
"3763 Renter af særlige mellemværender "; -164,1; -161,9; -139,6; 0,0; 0,0; 0,0
"376301 Renter af særlige mellemværender, ØS "; -87,9; -89,9; -49,6; 0,0; 0,0; 0,0
"37630115 Genudlån vedr. statsg. st.lån "; -4,9; -8,0; 0,0; 0,0; 0,0; 0,0
"37630130 Renteindtægter m.v., Økonomistyrelsen "; -71,6; -76,0; -47,2; 0,0; 0,0; 0,0
"37630140 Refinansieringsordningen for landbruget "; -11,4; -5,9; -2,4; 0,0; 0,0; 0,0
"376302 Renter af særlig mellemværende, SKAT "; -76,2; -72,0; -90,0; 0,0; 0,0; 0,0
"37630215 Genudlån af indfriede statsgaranterede studie"; 0,0; 0,0; -12,0; 0,0; 0,0; 0,0
"37630230 Renteindtægter m.v., misligeholdte studielån "; -76,2; -72,0; -78,0; 0,0; 0,0; 0,0
"377 Regulering af hensættelser "; -765,0; 0,0; -315,9; 0,0; 0,0; 0,0
"3771 Reg., hensættelser vedr. tilsagnsord. "; -765,0; 0,0; -315,9; 0,0; 0,0; 0,0
"377101 Diskontering af tilsagnsordninger "; -765,0; 0,0; -315,9; 0,0; 0,0; 0,0
"37710110 Diskonteringsudgift vedr. tilsagnsordninger "; -765,0; 0,0; -315,9; 0,0; 0,0; 0,0
"378 Renter vedr. omkostningsbaserede bevillinger "; -17,0; -78,4; 0,0; 0,0; 0,0; 0,0
"3781 Renter vedr. omkostningsbaserede bevillinger "; -17,0; -78,4; 0,0; 0,0; 0,0; 0,0
"378101 Renter vedr. omkostningsbaserede bevillinger "; -17,0; -78,4; 0,0; 0,0; 0,0; 0,0
"37810110 Renter vedr. omkostningsbaserede bevillinger "; -17,0; -78,4; 0,0; 0,0; 0,0; 0,0
"38 Skatter og afgifter ";-421730,9;-403882,9;-507231,0; 0,0; 0,0; 0,0
"381 Skatter på indkomst og formue ";-176639,8;-153659,4;-235466,5; 0,0; 0,0; 0,0
"3811 Personskatter "; -80771,9; -85191,6;-166135,6; 0,0; 0,0; 0,0
"381101 Personskatter "; -77620,5; -81992,6;-162636,6; 0,0; 0,0; 0,0
"38110110 Indkomstskat m.v. af personer ";-318849,1;-325300,0;-346097,5; 0,0; 0,0; 0,0
"38110111 Afskrivning, personskatter "; 652,8; 800,0; 850,0; 0,0; 0,0; 0,0
"38110120 Afregning af indkomstskat af personer "; 227112,8; 229011,0; 182388,0; 0,0; 0,0; 0,0
"38110121 Afregning til kommuner af pensionsafgifter "; 2511,1; 2554,0; 0,0; 0,0; 0,0; 0,0
"38110122 Afregning til kommuner af ejendomsværdiskat "; 10829,1; 10810,0; 0,0; 0,0; 0,0; 0,0
"38110125 overførsler mellem Sverige og Danmark "; 100,9; 110,0; 200,0; 0,0; 0,0; 0,0
"38110130 Kompensationsbeløb til Grønland "; 22,0; 22,4; 22,9; 0,0; 0,0; 0,0
"381111 Afgift af dødsboer og gaver "; -3151,4; -3199,0; -3499,0; 0,0; 0,0; 0,0
"38111110 Afgift af dødsboer og gaver, LB 752 2001 "; -3154,0; -3200,0; -3500,0; 0,0; 0,0; 0,0
"38111111 Afskrivninger, afgift af dødsboer og gaver "; 2,6; 1,0; 1,0; 0,0; 0,0; 0,0
"3813 Selskabsskatter m.v. "; -51874,0; -52465,0; -50273,5; 0,0; 0,0; 0,0
"381301 Indkomstskat af selskaber "; -37358,3; -33865,0; -31973,5; 0,0; 0,0; 0,0
"38130110 Indkomstskat af selskaber m.v. "; -41825,2; -38800,0; -37362,5; 0,0; 0,0; 0,0
"38130111 Afskrivning, selskabsskat m.v. "; 229,5; 250,0; 250,0; 0,0; 0,0; 0,0
"38130120 Afregning til kommuner af indkomstskat "; 4374,0; 4685,0; 5139,0; 0,0; 0,0; 0,0
"38130125 Afgift af hensættelser, pengeinstitutter "; -136,6; 0,0; 0,0; 0,0; 0,0; 0,0
"381311 Kulbrinteskat "; -14515,7; -18600,0; -18300,0; 0,0; 0,0; 0,0
"38131110 Skatter i henhold til kulbrinteskatteloven "; -14515,7; -18600,0; -18300,0; 0,0; 0,0; 0,0
"3814 Pensionsafkastskat "; -35382,0; -9100,0; -11200,0; 0,0; 0,0; 0,0
"381401 Pensionsafkastskat "; -35382,0; -9100,0; -11200,0; 0,0; 0,0; 0,0
"38140110 Pensionsafkastskat "; -35382,0; -9100,0; -11200,0; 0,0; 0,0; 0,0
"3816 Tinglysningsafgift m.v. "; -8547,8; -6850,0; -7800,0; 0,0; 0,0; 0,0
"381601 Tinglysningsafgift m.v. "; -8547,8; -6850,0; -7800,0; 0,0; 0,0; 0,0
"38160110 Tinglysningsafgift m.v. "; -8547,8; -6850,0; -7800,0; 0,0; 0,0; 0,0
"3819 Øvrige skatter "; -64,1; -52,8; -57,4; 0,0; 0,0; 0,0
"381901 Frigørelsesafgift m.v. "; -18,8; -10,0; -10,0; 0,0; 0,0; 0,0
"38190110 Frigørelsesafgift m.v., LB 577 2002 "; -18,8; -10,0; -10,0; 0,0; 0,0; 0,0
"381971 Bøder, konfiskationer m.v. "; -45,3; -42,8; -47,4; 0,0; 0,0; 0,0
"38197110 Bøder, Skatteministeriet "; -44,2; -40,0; -50,0; 0,0; 0,0; 0,0
"38197111 Afskrivning af bøder, Skatteministeriet "; 6,4; 5,0; 10,0; 0,0; 0,0; 0,0
"38197122 Bøder, Forsvarsministeriet "; -0,5; -0,9; -0,5; 0,0; 0,0; 0,0
"38197123 Bøder, Fødevareministeriet "; -0,7; -0,9; -0,9; 0,0; 0,0; 0,0
"38197124 Bøder, Familie- og Forbrugerministeriet "; -6,4; -6,0; -6,0; 0,0; 0,0; 0,0
"38197130 Konfiskationer "; 0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"382 Told- og forbrugsafgifter ";-240896,9;-246075,5;-266657,5; 0,0; 0,0; 0,0
"3821 Merværdiafgift ";-151751,8;-156094,0;-173074,9; 0,0; 0,0; 0,0
"382101 Merværdiafgift ";-151751,8;-156094,0;-173074,9; 0,0; 0,0; 0,0
"38210110 Merværdiafgift ";-152686,5;-157000,0;-173980,9; 0,0; 0,0; 0,0
"38210111 Afskrivning, moms "; 934,6; 906,0; 906,0; 0,0; 0,0; 0,0
"3822 Energiafgifter m.v. "; -31161,2; -31325,0; -30875,0; 0,0; 0,0; 0,0
"382201 Afgifter på el, gas og kul "; -13608,5; -14025,0; -13250,0; 0,0; 0,0; 0,0
"38220110 Afgift af stenkul, brunkul og koks m.v. "; -1464,4; -1475,0; -1550,0; 0,0; 0,0; 0,0
"38220120 Afgift af elektricitet "; -8427,3; -8800,0; -8075,0; 0,0; 0,0; 0,0
"38220140 Naturgasafgift "; -3716,8; -3750,0; -3625,0; 0,0; 0,0; 0,0
"382203 Afgifter på olieprodukter "; -8029,0; -7725,0; -8275,0; 0,0; 0,0; 0,0
"38220310 Afgift af visse olieprodukter "; -8029,0; -7725,0; -8275,0; 0,0; 0,0; 0,0
"382205 Benzinafgifter "; -9523,7; -9575,0; -9350,0; 0,0; 0,0; 0,0
"38220510 Afgift af benzin "; -9523,7; -9575,0; -9350,0; 0,0; 0,0; 0,0
"3823 Afgifter vedr. motorkøretøjer "; -32228,5; -33060,0; -37054,0; 0,0; 0,0; 0,0
"382301 Vægtafgift "; -8693,1; -8820,0; -9420,0; 0,0; 0,0; 0,0
"38230110 Vægtafgift af motorkøretøjer m.v. "; -8758,1; -8825,0; -9425,0; 0,0; 0,0; 0,0
"38230111 Afskrivning, vægtafgift "; 65,0; 5,0; 5,0; 0,0; 0,0; 0,0
"382303 Registreringsafgift "; -21108,7; -21740,0; -25015,0; 0,0; 0,0; 0,0
"38230310 Registreringsafgift af motorkøretøjer m.v. "; -21117,3; -21750,0; -25025,0; 0,0; 0,0; 0,0
"38230311 Afskrivning, registreringsafgift "; 8,6; 10,0; 10,0; 0,0; 0,0; 0,0
"382305 Ansvarsforsikring "; -2039,9; -2125,0; -2225,0; 0,0; 0,0; 0,0
"38230510 Afgift af ansvarsforsikringer "; -2039,9; -2125,0; -2225,0; 0,0; 0,0; 0,0
"382307 Afgift af vejbenyttelse "; -386,8; -375,0; -394,0; 0,0; 0,0; 0,0
"38230710 Afgift af vejbenyttelse, danske køretøjer "; -367,5; -360,0; -375,0; 0,0; 0,0; 0,0
"38230720 Afgift af vejbenyt. fra køretøjer u.f.afg.lan"; -19,4; -15,0; -19,0; 0,0; 0,0; 0,0
"38230750 Provision til forhandlere distribution vejaf."; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"3824 Miljøafgifter "; -9557,9; -9472,0; -9665,6; 0,0; 0,0; 0,0
"382401 Miljøafgifter "; -9557,9; -9472,0; -9665,6; 0,0; 0,0; 0,0
"38240110 Kuldioxidafgift af visse energi produkter "; -5072,5; -5050,0; -5100,0; 0,0; 0,0; 0,0
"38240111 Afskrivning, kuldioxidafgift "; 0,0; 1,0; 1,0; 0,0; 0,0; 0,0
"38240115 Afgift af svovl "; -78,3; -85,0; -75,0; 0,0; 0,0; 0,0
"38240130 Emballageafgift "; -937,4; -925,0; -1004,6; 0,0; 0,0; 0,0
"38240131 Afskrivning, emballageafgift "; 1,9; 1,0; 1,0; 0,0; 0,0; 0,0
"38240140 Afgift vedrørende CFC "; -52,9; -50,0; -55,0; 0,0; 0,0; 0,0
"38240143 Afgift af klorerede opløsningsmidler m.v. "; -0,4; -1,0; -1,0; 0,0; 0,0; 0,0
"38240145 Afgift af bekæmpelsesmidler "; -411,7; -380,0; -370,0; 0,0; 0,0; 0,0
"38240146 Afskrivning, afgift af bekæmpelsesmidler "; 0,0; 1,0; 1,0; 0,0; 0,0; 0,0
"38240150 Afgift af affald "; -1086,7; -1075,0; -1125,0; 0,0; 0,0; 0,0
"38240151 Afskrivning, afgift af affald "; 0,0; 1,0; 1,0; 0,0; 0,0; 0,0
"38240160 Afgift af råstoffer "; -195,1; -175,0; -215,0; 0,0; 0,0; 0,0
"38240161 Afskrivning, afgift af råstoffer "; 0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"38240165 Afgift af spildevand "; -211,1; -210,0; -185,0; 0,0; 0,0; 0,0
"38240170 Afgift af ledningsført vand "; -1389,4; -1400,0; -1400,0; 0,0; 0,0; 0,0
"38240175 Afgift af nikkel/cadmium batterier "; -23,0; -20,0; -25,0; 0,0; 0,0; 0,0
"38240177 Afgift af pvc og af phathalater "; -44,5; -45,0; -45,0; 0,0; 0,0; 0,0
"38240179 Afskrivning, afgift af pvc og af phathalater "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"38240180 Afgift af kvælstof "; -24,8; -25,0; -25,0; 0,0; 0,0; 0,0
"38240185 Afgift af mineralsk fosfor i foderfosfat "; -32,0; -35,0; -45,0; 0,0; 0,0; 0,0
"3827 Afgifter på spil m.v. "; -2291,7; -2385,0; -2415,0; 0,0; 0,0; 0,0
"382701 Afgifter på spil "; -2291,7; -2385,0; -2415,0; 0,0; 0,0; 0,0
"38270110 Afgift af spil ved væddeløb "; -14,5; -15,0; -15,0; 0,0; 0,0; 0,0
"38270120 Afgift af gevinster ved lotterispil m.v. "; -264,2; -275,0; -305,0; 0,0; 0,0; 0,0
"38270130 Afgift af tipning, LB 287 2002 "; -1050,6; -1090,0; -1015,0; 0,0; 0,0; 0,0
"38270140 Kasinoafgift "; -208,7; -215,0; -250,0; 0,0; 0,0; 0,0
"38270150 Afgift af spilleautomater "; -753,7; -790,0; -830,0; 0,0; 0,0; 0,0
"3828 Øvrige punktafgifter "; -13905,8; -13739,5; -13573,0; 0,0; 0,0; 0,0
"382801 Afgift på øl, vin og spiritus "; -3353,5; -3336,0; -3332,0; 0,0; 0,0; 0,0
"38280110 Afgift af spiritus "; -1200,6; -1225,0; -1200,0; 0,0; 0,0; 0,0
"38280111 Afskrivning, afgift på spiritus "; 8,8; 5,0; 1,0; 0,0; 0,0; 0,0
"38280120 Afgift af vin "; -1012,9; -1000,0; -1015,0; 0,0; 0,0; 0,0
"38280121 Afskrivning, afgift af vin "; 1,9; 2,0; 1,0; 0,0; 0,0; 0,0
"38280130 Afgift af øl "; -1144,6; -1100,0; -1100,0; 0,0; 0,0; 0,0
"38280131 Afskrivning, øl "; 1,9; 2,0; 1,0; 0,0; 0,0; 0,0
"38280140 Tillægsafgift af alkoholsodavand "; -8,1; -20,0; -20,0; 0,0; 0,0; 0,0
"382803 Tobaksafgift "; -7191,8; -7399,0; -7474,0; 0,0; 0,0; 0,0
"38280310 Tobaksafgift "; -7192,1; -7400,0; -7475,0; 0,0; 0,0; 0,0
"38280311 Afskrivning, tobaksafgift "; 0,3; 1,0; 1,0; 0,0; 0,0; 0,0
"382805 Afgift, chokolade, konsumis, mineralvand m.v. "; -2080,6; -2083,0; -2063,0; 0,0; 0,0; 0,0
"38280510 Afgift af chokolade m.v. "; -1405,2; -1400,0; -1425,0; 0,0; 0,0; 0,0
"38280511 Afskrivning, afgift af chokolade "; 1,2; 1,0; 1,0; 0,0; 0,0; 0,0
"38280520 Afgift af konsumis "; -181,3; -185,0; -190,0; 0,0; 0,0; 0,0
"38280521 Afskrivning, afgift af konsumis "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"38280540 Afgift af mineralvand m.v. "; -495,8; -500,0; -450,0; 0,0; 0,0; 0,0
"38280541 Afskrivning, afgift af mineralvand m.v. "; 0,5; 1,0; 1,0; 0,0; 0,0; 0,0
"382811 Lov om forskellige forbrugsafgifter "; -535,5; -524,0; -549,0; 0,0; 0,0; 0,0
"38281110 Lov om forskellige forbrugsafgifter "; -535,5; -525,0; -550,0; 0,0; 0,0; 0,0
"38281111 Afskrivninger, forskellige forbrugsafgifter "; 0,0; 1,0; 1,0; 0,0; 0,0; 0,0
"382814 Passagerafgift "; -652,9; -330,5; -27,0; 0,0; 0,0; 0,0
"38281410 Afgift af visse flyrejser "; -652,9; -331,0; -27,0; 0,0; 0,0; 0,0
"38281411 Afskrivninger, visse flyrejser "; 0,0; 0,5; 0,0; 0,0; 0,0; 0,0
"382821 Øvrige afgifter "; -84,2; -78,0; -84,0; 0,0; 0,0; 0,0
"38282120 Afgift af lystfartøjsforsikringer "; -84,2; -78,0; -84,0; 0,0; 0,0; 0,0
"382871 Afskrivninger m.v. "; -7,3; 11,0; -44,0; 0,0; 0,0; 0,0
"38287110 Diverse afgifter "; -92,1; -85,0; -95,0; 0,0; 0,0; 0,0
"38287111 Afskrivninger, blandede told og afgifter "; 84,6; 95,0; 50,0; 0,0; 0,0; 0,0
"38287120 Diverse ophævede skatter "; 0,3; 1,0; 1,0; 0,0; 0,0; 0,0
"384 Arbejdsmarkedsbidrag "; -3916,5; -4145,0; -4485,0; 0,0; 0,0; 0,0
"3841 Arbejdsmarkedsbidrag "; -3916,5; -4145,0; -4485,0; 0,0; 0,0; 0,0
"384102 Lønsumsafgift "; -3916,5; -4145,0; -4485,0; 0,0; 0,0; 0,0
"38410210 Lønsumsafgift "; -3921,2; -4150,0; -4490,0; 0,0; 0,0; 0,0
"38410211 Afskrivning, lønsumsafgift "; 4,6; 5,0; 5,0; 0,0; 0,0; 0,0
"385 EF-ordninger "; -3088,3; -2595,0; -3178,0; 0,0; 0,0; 0,0
"3851 EF-ordninger "; -3088,3; -2595,0; -3178,0; 0,0; 0,0; 0,0
"385101 Told "; -2832,5; -2245,0; -2845,0; 0,0; 0,0; 0,0
"38510110 Told "; -2843,8; -2250,0; -2850,0; 0,0; 0,0; 0,0
"38510111 Afskrivning, Told "; 11,3; 5,0; 5,0; 0,0; 0,0; 0,0
"385103 Afgifter, EFs landbrugsordninger m.v. "; -255,8; -350,0; -333,0; 0,0; 0,0; 0,0
"38510310 Afgifter i medfør af EFs landbrugsordninger "; -255,8; -350,0; -333,0; 0,0; 0,0; 0,0
"386 Renteindtægter m.v. "; -1754,6; -1725,0; -1950,0; 0,0; 0,0; 0,0
"3861 Renteindtægter m.v. "; -1754,6; -1725,0; -1950,0; 0,0; 0,0; 0,0
"386101 Renteindtægter m.v. "; -1754,6; -1725,0; -1950,0; 0,0; 0,0; 0,0
"38610110 Renteindtægt vedr. restancer "; -1119,1; -1150,0; -1500,0; 0,0; 0,0; 0,0
"38610121 Forrentning ved forh. af skatteansættelser "; -210,1; -225,0; -150,0; 0,0; 0,0; 0,0
"38610130 Rentegodtgørelse til selskaber m.v. "; 0,8; 0,0; 0,0; 0,0; 0,0; 0,0
"38610131 Forrentning ved forh. af selskabsansættelser "; -426,1; -350,0; -300,0; 0,0; 0,0; 0,0
"388 Overførsel til andre paragraffer "; 4565,2; 4317,0; 4506,0; 0,0; 0,0; 0,0
"3881 Overførsel til andre paragraffer "; 4565,2; 4317,0; 4506,0; 0,0; 0,0; 0,0
"388103 Overførsel til Arbejdsmarkedsfonden "; 4132,0; 4297,0; 4486,0; 0,0; 0,0; 0,0
"38810340 Tilbageførsel af grønne afgifter til # 34 "; 4132,0; 4297,0; 4486,0; 0,0; 0,0; 0,0
"388104 Overf. til FVM og MIM vedr. pesticidafg.ordn. "; 425,1; 0,0; 0,0; 0,0; 0,0; 0,0
"38810410 Overførsel til Ministeriet for Fødevarer, Lan"; 352,7; 0,0; 0,0; 0,0; 0,0; 0,0
"38810420 Overførsel til Ministeriet for Fødevarer, Lan"; 13,3; 0,0; 0,0; 0,0; 0,0; 0,0
"38810430 Overførsel til Fødevaremin. og Miljømin. "; 51,1; 0,0; 0,0; 0,0; 0,0; 0,0
"38810440 Reservekonto "; 8,0; 0,0; 0,0; 0,0; 0,0; 0,0
"388105 Overført til ISM "; 8,1; 20,0; 20,0; 0,0; 0,0; 0,0
"38810510 Overført til ISM "; 8,1; 20,0; 20,0; 0,0; 0,0; 0,0
"41 Beholdningsbevægelser m.v. "; -894,7; 423,9; -12364,9; 0,0; 0,0; 0,0
"411 Nedskrivning af emissionskurstab "; 663,5; 1011,6; -1119,7; 0,0; 0,0; 0,0
"4111 Nedskrivning af emissionskurstab "; -660,4; -864,9; -1003,9; 0,0; 0,0; 0,0
"411101 Fordelte emissionskurstab "; -660,4; -864,9; -1003,9; 0,0; 0,0; 0,0
"41110110 Indenlandsk statsgæld "; -354,5; -599,7; -696,8; 0,0; 0,0; 0,0
"41110120 Udenlandsk statsgæld "; -75,9; -56,9; -47,1; 0,0; 0,0; 0,0
"41110130 Indenlandske genudlån "; -230,0; -208,3; -260,0; 0,0; 0,0; 0,0
"4112 Periodiserede renter "; 1323,9; 1876,5; -115,8; 0,0; 0,0; 0,0
"411201 Periodiserede renter "; 1323,9; 1876,5; -115,8; 0,0; 0,0; 0,0
"41120110 Indenlandsk statsgæld "; 2367,8; 1999,0; 210,6; 0,0; 0,0; 0,0
"41120120 Udenlandsk statsgæld "; 94,0; 85,6; -291,4; 0,0; 0,0; 0,0
"41120130 Indenlandske genudlån "; -4,9; -60,4; -5,6; 0,0; 0,0; 0,0
"41120140 Udenlandske genudlån "; 27,8; 39,7; -1,5; 0,0; 0,0; 0,0
"41120150 Den Sociale Pensionsfond "; -1177,5; -187,4; -60,2; 0,0; 0,0; 0,0
"41120160 Højteknologifonden "; 11,4; 0,0; 12,9; 0,0; 0,0; 0,0
"41120170 Finansieringsfonden "; 5,2; 0,0; 1,5; 0,0; 0,0; 0,0
"41120180 Forebyggelsesfonden "; 0,0; 0,0; 17,9; 0,0; 0,0; 0,0
"412 Beholdningsbevægelser "; -53,7; 1279,0; 1623,9; 0,0; 0,0; 0,0
"4121 Statens beholdningsbevægelser "; -2202,2; 1279,0; 1623,9; 0,0; 0,0; 0,0
"412101 Statens almindelige beholdningsbevægelser "; -1799,8; 1695,0; 1623,9; 0,0; 0,0; 0,0
"41210111 Anlægsaktiver "; 78,3; 0,0; 0,0; 0,0; 0,0; 0,0
"41210114 Omsætningsaktiver "; -1303,0; -740,6; -470,6; 0,0; 0,0; 0,0
"41210121 Egenkapital "; 2724,5; 0,0; 0,0; 0,0; 0,0; 0,0
"41210130 Hensæt. vedr afgivne tilsagn "; -1776,9; 2345,6; 2021,0; 0,0; 0,0; 0,0
"41210134 Kortfristet gæld "; -1809,9; 0,0; -20,5; 0,0; 0,0; 0,0
"41210140 Hensæt vedr. afgivne statsforskrivninger "; 287,1; 90,0; 94,0; 0,0; 0,0; 0,0
"412103 Mellemregning med fonde "; 117,8; 0,0; 0,0; 0,0; 0,0; 0,0
"41210310 Mellemregning med fonde "; 117,8; 0,0; 0,0; 0,0; 0,0; 0,0
"412105 Neutralisering af igangværende byggearbejder "; -520,2; -416,0; 0,0; 0,0; 0,0; 0,0
"41210560 Genudlån til Slots- og Ejendomsstyrrelsen "; -99,8; -38,9; 0,0; 0,0; 0,0; 0,0
"41210570 Genudlån til Ejendomsadministration "; -420,4; -377,1; 0,0; 0,0; 0,0; 0,0
"4122 Fondenes beholdningsbevægelser "; 2148,5; 0,0; 0,0; 0,0; 0,0; 0,0
"412201 Fondenes beholdningsbevægelser "; 2148,5; 0,0; 0,0; 0,0; 0,0; 0,0
"41220110 Fondenes beholdningsbevægelser "; 2148,5; 0,0; 0,0; 0,0; 0,0; 0,0
"413 Valutakursreguleringer "; -1504,5; -1866,7; -502,6; 0,0; 0,0; 0,0
"4131 Val.kursreg. på udl. statsgæld "; -1504,5; -1866,7; -502,6; 0,0; 0,0; 0,0
"413101 Realiserede val.kursreg. på udl. statsgæld "; -1504,5; -1866,7; -512,6; 0,0; 0,0; 0,0
"41310110 Realiserede valutakursreguleringer "; -1504,5; -1866,7; -512,6; 0,0; 0,0; 0,0
"413102 Valutakursreg. på udenl. genudlån "; 0,0; 0,0; 10,0; 0,0; 0,0; 0,0
"41310210 Udenlandske genudlån "; 0,0; 0,0; 10,0; 0,0; 0,0; 0,0
"414 Strukturreformen "; 0,0; 0,0; -12366,5; 0,0; 0,0; 0,0
"4141 Strukturreformen "; 0,0; 0,0; -12366,5; 0,0; 0,0; 0,0
"414101 Tilgang af aktiver "; 0,0; 0,0; -9978,4; 0,0; 0,0; 0,0
"41410110 Anlægsaktiver "; 0,0; 0,0; -9380,7; 0,0; 0,0; 0,0
"41410120 Omsætningsaktiver "; 0,0; 0,0; -597,7; 0,0; 0,0; 0,0
"414102 Tilgang af passiver "; 0,0; 0,0; -1639,7; 0,0; 0,0; 0,0
"41410210 Langfristet gæld "; 0,0; 0,0; -1637,6; 0,0; 0,0; 0,0
"41410220 Kortfristet gæld "; 0,0; 0,0; -2,1; 0,0; 0,0; 0,0
"414103 tjenestemandspensionsforpligtelser "; 0,0; 0,0; -748,4; 0,0; 0,0; 0,0
"41410310 Hensættelser "; 0,0; 0,0; -748,4; 0,0; 0,0; 0,0
