"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2005";"2006";"2007";"2008";"2009";"2010" 
"172201 Partsindsatsen, jf. # 68 i arbejdsmiljøloven "; -97,7; -101,3; -112,4; -112,4; -112,4; -112,4
"17220110 45 mio.kr. bidraget, jf. # 68, (arb.miljølov)"; -45,0; -45,0; -45,0; -45,0; -45,0; -45,0
"17220120 2%-bidraget, jf. # 68, stk. 3 (arb.miljølov) "; -51,3; -54,9; -66,0; -66,0; -66,0; -66,0
"17220130 Beskæft.min. bidrag, jf. #68, (arb.m.lov) "; -1,4; -1,4; -1,4; -1,4; -1,4; -1,4
"172212 Sekretariat for Arbejdsmiljørådet "; -8,2; 0,0; 0,0; 0,0; 0,0; 0,0
"17221210 Sekretariat for Arbejdsmiljørådet "; -7,8; 0,0; 0,0; 0,0; 0,0; 0,0
"17221220 Arbejdsmiljørådets udviklingsmidler "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"172214 Videncenter "; -9,6; -8,0; -8,0; -8,0; -8,0; -8,0
"17221410 Videncenter "; -5,9; -6,0; -6,0; -6,0; -6,0; -6,0
"17221490 Indtægtsdækket virksomhed "; -3,6; -2,0; -2,0; -2,0; -2,0; -2,0
"19 Videnskabsministeriet "; -685,6; -416,6; -387,6; -388,7; -389,7; -390,8
"196 IT-, Tele- og Oplysningsområdet "; -685,6; -416,6; -387,6; -388,7; -389,7; -390,8
"1963 Udlån og kapitalindtægter "; -685,6; -416,6; -387,6; -388,7; -389,7; -390,8
"196303 3G-auktion "; -560,7; -285,0; -253,8; -253,8; -253,8; -253,8
"19630310 3G-auktion "; -560,7; -285,0; -253,8; -253,8; -253,8; -253,8
"196304 Frekvens- og nummerafgifter "; -124,9; -131,6; -133,8; -134,9; -135,9; -137,0
"19630410 Frekvens- og nummerafgifter "; -124,9; -131,6; -133,8; -134,9; -135,9; -137,0
"20 Undervisningsministeriet "; -696,6; -43,0; -26,8; -26,3; -25,8; -25,8
"201 Administration m.m. "; 0,0; -0,2; 0,0; 0,0; 0,0; 0,0
"2011 Centralstyrelsen "; 0,0; -0,2; 0,0; 0,0; 0,0; 0,0
"201137 Renter "; 0,0; -0,2; 0,0; 0,0; 0,0; 0,0
"20113710 Renteindtægt af likvide beholdninger "; 0,0; -0,1; 0,0; 0,0; 0,0; 0,0
"20113720 Diverse gældsforpligtelser "; 0,0; -0,1; 0,0; 0,0; 0,0; 0,0
"208 Tværgående og internationale aktiviteter "; -668,6; -15,0; 0,0; 0,0; 0,0; 0,0
"2086 Tværgående bevillinger til lån "; -668,6; -15,0; 0,0; 0,0; 0,0; 0,0
"208602 Tværgående byggebevillinger "; -668,6; -15,0; 0,0; 0,0; 0,0; 0,0
"20860240 Indtægter ved indfrielse af statslån "; -668,6; -15,0; 0,0; 0,0; 0,0; 0,0
"209 Støtteordninger m.v. "; -28,0; -27,8; -26,8; -26,3; -25,8; -25,8
"2091 Statens uddannelsesstøtte "; -22,4; -21,5; -20,5; -20,0; -19,5; -19,5
"209113 Forrentning af øvrig lånevirksomhed "; -22,4; -21,5; -20,5; -20,0; -19,5; -19,5
"20911315 Renter af statslån (adm. af Økonomistyrelsen)"; -22,4; -21,5; -20,5; -20,0; -19,5; -19,5
"2093 Støtteordninger for voksne "; -5,6; -6,3; -6,3; -6,3; -6,3; -6,3
"209329 ATP-bidrag for modtagere af VEU-godtgørelse "; -5,6; -6,3; -6,3; -6,3; -6,3; -6,3
"20932920 Bidrag fra a-kasser "; -2,7; -3,0; -3,0; -3,0; -3,0; -3,0
"20932930 Indbetaling fra arbejdsgivere "; -2,9; -3,3; -3,3; -3,3; -3,3; -3,3
"21 Kulturministeriet "; -76,5; -76,6; -135,0; -126,9; -126,9; -126,9
"218 Radio og tv "; -76,5; -76,6; -135,0; -126,9; -126,9; -126,9
"2181 Radio og tv "; -76,5; -76,6; -135,0; -126,9; -126,9; -126,9
"218125 Analoge FM-sendemuligheder, salg af "; -76,5; -76,5; -76,5; -76,5; -76,5; -76,5
"21812510 Femte landsdækkende FM-radiokanal "; -54,0; -54,0; -54,0; -54,0; -54,0; -54,0
"21812520 Sjette landsdækkende FM-radiokanal "; -22,5; -22,5; -22,5; -22,5; -22,5; -22,5
"218127 Udbytte mv. "; 0,0; -0,1; -58,5; -50,4; -50,4; -50,4
"21812710 Udbytte mv. fra TV 2/DANMARK A/S "; 0,0; -0,1; -58,5; -50,4; -50,4; -50,4
"23 Miljøministeriet "; -66,1; -50,9; -50,9; -50,9; -50,9; -50,9
"231 Fællesudgifter "; -0,7; -0,9; -0,9; -0,9; -0,9; -0,9
"2311 Centralstyrelsen "; -0,7; -0,9; -0,9; -0,9; -0,9; -0,9
"231113 Klagesagsgebyrer "; -0,7; -0,9; -0,9; -0,9; -0,9; -0,9
"23111310 Klagesagsgebyr, Naturklagenævnet "; -0,7; -0,9; -0,9; -0,9; -0,9; -0,9
"239 Kortproduktion "; -65,3; -50,0; -50,0; -50,0; -50,0; -50,0
"2391 Kortproduktion "; -65,3; -50,0; -50,0; -50,0; -50,0; -50,0
"239102 Udstykningsafgift "; -65,3; -50,0; -50,0; -50,0; -50,0; -50,0
"23910210 Udstykningsafgift, L 42 1998 "; -65,3; -50,0; -50,0; -50,0; -50,0; -50,0
"24 Fødevareministeriet "; -0,6; -0,4; -0,4; -0,3; -0,3; -0,3
"242 Generelle jordbrugs- og fiskeriforhold "; -0,6; -0,4; -0,4; -0,3; -0,3; -0,3
"2421 Fællesudgifter inden for jordbrug og fiskeri "; -0,6; -0,4; -0,4; -0,3; -0,3; -0,3
"242106 Renter "; -0,6; -0,4; -0,4; -0,3; -0,3; -0,3
"24210610 Renter vedr. jordfordelingsaktiviteter "; -0,2; -0,1; -0,1; 0,0; 0,0; 0,0
"24210620 Renter vedrørende læplantningsordningen "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"24210630 Renter vedr. tilskudsforvaltningen "; -0,3; -0,1; -0,1; -0,1; -0,1; -0,1
"24210640 Øvrige renter "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"28 Transport- og Energiministeriet "; -15405,6; -11962,0; -18116,5; -11182,4; -10171,5; -9613,7
"281 Fællesudgifter "; -5752,6; -1120,0; -7185,1; -856,8; -658,5; -569,9
"2811 Centralstyrelsen "; -5752,6; -1120,0; -7185,1; -856,8; -658,5; -569,9
"281166 Aktieudbytte m.v. "; -1981,4; -1120,0; -1283,9; -856,8; -658,5; -569,9
"28116640 Udbytte fra Post Danmark A/S "; -750,0; -349,0; -501,5; -412,0; -412,0; -412,0
"28116660 Udbytte fra DSB og DSB S-tog a/s "; -736,0; -693,0; -775,0; -444,8; -246,5; -157,9
"28116670 Udbytte fra Scandlines AG "; -495,4; -78,0; -7,4; 0,0; 0,0; 0,0
"281167 Salg af statslige aktiver "; -3033,2; 0,0; -5901,2; 0,0; 0,0; 0,0
"28116712 Salg af Statens Bilinspektion "; -490,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28116714 Salg af aktier i Post Danmark A/S "; -1443,2; 0,0; 0,0; 0,0; 0,0; 0,0
"28116715 Salg af aktier i Gastra A/S "; -1100,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28116716 Salg af aktiepost i Scandlines AG "; 0,0; 0,0; -5712,7; 0,0; 0,0; 0,0
"28116750 Overdragelse af statshavne "; 0,0; 0,0; -188,5; 0,0; 0,0; 0,0
"281170 København Havn A/S "; -738,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28117010 Københavns Havn A/S "; -738,0; 0,0; 0,0; 0,0; 0,0; 0,0
"287 Energi "; -9653,0; -10842,0; -10931,4; -10325,6; -9513,0; -9043,8
"2873 Efterforskning og indvinding af energi m.m. "; -9653,0; -10842,0; -10931,4; -10325,6; -9513,0; -9043,8
"287301 Koncessionsafgifter m.v. "; -0,4; -2,0; -2,0; -2,0; -1,4; -1,2
"28730110 Koncessionsafgifter m.v. "; -0,4; -2,0; -2,0; -2,0; -1,4; -1,2
"287302 Olierørledningsafgift m.v. "; -2052,5; -2075,1; -2158,0; -2054,0; -1873,0; -1807,0
"28730210 Olierørledningsafgift "; -1515,0; -1729,9; -1851,0; -1728,0; -1610,0; -1610,0
"28730220 Dispensationsafgift "; -537,6; -345,2; -307,0; -326,0; -263,0; -197,0
"287303 Gebyrindtægter i forbindelse med udbudsrunder "; -0,7; -0,9; -0,2; -0,2; -0,2; -0,2
"28730310 Gebyrindtægter i forbindelse med udbudsrunder"; -0,7; -0,9; -0,2; -0,2; -0,2; -0,2
"287304 Statsdeltagelse i Nordsøaktiviteter "; -7594,8; -8759,0; -8765,8; -8264,0; -7633,0; -7230,0
"28730410 Overskudsdeling "; -7594,8; -8759,0; -8765,8; -8264,0; -7633,0; -7230,0
"287310 Koncessionsafgift fra Akzo Nobel Salt A/S "; -4,6; -5,0; -5,4; -5,4; -5,4; -5,4
"28731010 Koncessionsafgift fra Akzo Nobel Salt A/S "; -4,6; -5,0; -5,4; -5,4; -5,4; -5,4
"34 Arbejdsmarkedsfond "; -81827,1; -83071,0; -87401,0; -87493,0; -87600,0; -87689,0
"341 Arbejdsmarkedsfond "; -81827,1; -83071,0; -87401,0; -87493,0; -87600,0; -87689,0
"3411 Arbejdsmarkedsfond "; -81827,1; -83071,0; -87401,0; -87493,0; -87600,0; -87689,0
"341101 Arbejdsmarkedsfond "; -81827,1; -83071,0; -87401,0; -87493,0; -87600,0; -87689,0
"34110110 Arbejdsmarkedsbidrag etc. "; -64540,9; -69850,0; -74144,0; -74150,0; -74150,0; -74150,0
"34110111 Afskrivninger, arbejdsmarkedsbidrag "; 119,4; 150,0; 150,0; 150,0; 150,0; 150,0
"34110120 Arbejdsgiverbidrag, netto etc. "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"34110130 Medlemsbidrag fra arbejdsløshedskasser "; -12779,1; -12881,0; -12924,0; -13007,0; -13114,0; -13203,0
"34110140 Bidrag fra frivilligt forsikrede "; -187,9; -189,0; -195,0; -195,0; -195,0; -195,0
"34110150 Bidrag fra forsikrede mindre arbejdsgivere "; -306,8; -301,0; -288,0; -291,0; -291,0; -291,0
"34110170 Tilbageføring af grønne afgifter "; -4132,0; 0,0; 0,0; 0,0; 0,0; 0,0
"35 Generelle reserver "; 0,0; -2266,8; 0,0; -2000,0; -2000,0; -2000,0
"351 Reserver mv. "; 0,0; -2266,8; 0,0; -2000,0; -2000,0; -2000,0
"3511 Reserver mv. "; 0,0; -2266,8; 0,0; -2000,0; -2000,0; -2000,0
"351123 Ændret skøn for Nordsøaktiviteterne "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"35112310 Ændret skøn for Nordsøaktiviteterne "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"351152 Omlægning af statslige aktiver "; 0,0; -2266,8; 0,0; -2000,0; -2000,0; -2000,0
"35115210 Omlægning af statslige aktiver "; 0,0; -2266,8; 0,0; -2000,0; -2000,0; -2000,0
"37 Renter "; -23436,0; -19899,4; -23658,7; 0,0; 0,0; 0,0
"372 Mellemværende m. National-, Hypotekbanken m.v "; -4151,0; -3987,3; -6406,9; 0,0; 0,0; 0,0
"3721 Mellemværende med Danmarks Nationalbank "; -3948,2; -3835,0; -3979,4; 0,0; 0,0; 0,0
"372101 Renter, Nationalbanken "; -1143,6; -735,0; -1879,4; 0,0; 0,0; 0,0
"37210110 Renter af statens mellemværende med DN "; -1143,6; -735,0; -1879,4; 0,0; 0,0; 0,0
"372102 Overskud fra Danmarks Nationalbank "; -2804,6; -3100,0; -2100,0; 0,0; 0,0; 0,0
"37210210 Overskud fra Danmarks Nationalbank "; -2804,6; -3100,0; -2100,0; 0,0; 0,0; 0,0
"3722 Mellemværende med Hypotekbanken "; -132,2; -88,0; -35,7; 0,0; 0,0; 0,0
"372201 Overskud fra Hypotekbanken, Økonomistyrelsen "; -132,2; -36,0; 0,0; 0,0; 0,0; 0,0
"37220110 Overskud fra Hypotekbanken "; -132,2; -36,0; 0,0; 0,0; 0,0; 0,0
"372202 Renter vedr. afvikling af Hypotekbanken "; 0,0; -52,0; -35,7; 0,0; 0,0; 0,0
"37220210 Renteudgifter vedr. overtagen gæld "; 0,0; 0,0; 13,3; 0,0; 0,0; 0,0
"37220220 Renteindtægter vedr. overtagne udlån "; 0,0; -52,0; -49,0; 0,0; 0,0; 0,0
"37220230 Realiserede valutakursreguleringer "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"3723 Fællesstatslige mellemværender "; -70,6; -64,3; -2391,8; 0,0; 0,0; 0,0
"372301 Fællesstatslige mellemværender "; -6,5; -6,1; -6,1; 0,0; 0,0; 0,0
"37230110 Renteindtægt af statslige pengeinstitutkonti "; -6,4; -6,1; -6,1; 0,0; 0,0; 0,0
"37230140 Driftsudgifter vedrørende afregningskonti OBS"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"372302 Renter vedr. inkonverterbare realkreditlån,ØS "; -15,0; -15,0; -21,0; 0,0; 0,0; 0,0
"37230220 Renteindtægter vedr. obligationer "; -15,0; -15,0; -21,0; 0,0; 0,0; 0,0
"372303 Selvstændig likviditet "; -49,1; -43,2; -2364,7; 0,0; 0,0; 0,0
"37230310 Finansministeriets renter vedr. inst. m. S.L."; -47,8; -41,2; -8,0; 0,0; 0,0; 0,0
"37230315 Finansministeriets renter vedr selvstændig li"; 0,0; 0,0; -1195,9; 0,0; 0,0; 0,0
"37230320 Finansministeriets renter vedr. inst. selvej."; -0,8; 0,0; 0,0; 0,0; 0,0; 0,0
"37230330 Finansministeriets renter vedr. drift ejend.v"; -0,6; -2,0; -1160,8; 0,0; 0,0; 0,0
"373 Fastrenteaftaler mv. "; 0,0; -241,7; -229,5; 0,0; 0,0; 0,0
"3731 Fastrenteaftaler mv. "; 0,0; -241,7; -229,5; 0,0; 0,0; 0,0
"373101 Fastrenteaftaler mv. "; 0,0; -241,7; -229,5; 0,0; 0,0; 0,0
"37310110 Betalte renter "; 0,0; -241,7; -229,5; 0,0; 0,0; 0,0
"375 Fonde "; -15153,6; -11872,0; -13567,0; 0,0; 0,0; 0,0
"3751 Den sociale pensionsfond "; -11088,8; -8893,5; -7951,4; 0,0; 0,0; 0,0
"375101 Driftsbudget "; -11088,8; -8893,5; -7951,4; 0,0; 0,0; 0,0
"37510140 Modtagne renter "; -8929,9; -7805,2; -6974,0; 0,0; 0,0; 0,0
"37510150 Periodiserede renter "; -1117,6; -1088,3; -977,4; 0,0; 0,0; 0,0
"37510160 Fordelte opkøbskurstab "; -1041,4; 0,0; 0,0; 0,0; 0,0; 0,0
"3752 Højteknologifonden "; -3015,9; -2265,2; -2369,0; 0,0; 0,0; 0,0
"375201 Driftsbudget "; -3015,9; -2265,2; -2369,0; 0,0; 0,0; 0,0
"37520140 Modtagne renter "; -77,1; -232,2; -325,5; 0,0; 0,0; 0,0
"37520150 Periodiserede renter "; -11,4; -33,0; -43,5; 0,0; 0,0; 0,0
"37520170 Modtaget kapitaltilførsel fra staten "; -2927,3; -2000,0; -2000,0; 0,0; 0,0; 0,0
"3753 Finansieringsfonden vedr. Grundforskningsfond "; -1048,9; -713,3; -86,3; 0,0; 0,0; 0,0
"375301 Driftsbudget "; -1048,9; -713,3; -86,3; 0,0; 0,0; 0,0
"37530140 Modtagne renter "; -43,7; -77,4; -75,1; 0,0; 0,0; 0,0
"37530150 Periodiserede renter "; -5,2; -10,9; -11,2; 0,0; 0,0; 0,0
"37530170 Modtaget kapitaltilførsel fra staten "; -1000,0; -625,0; 0,0; 0,0; 0,0; 0,0
"3754 Forebyggelsesfonden "; 0,0; 0,0; -3160,3; 0,0; 0,0; 0,0
"375401 Driftsbudget "; 0,0; 0,0; -3160,3; 0,0; 0,0; 0,0
"37540140 Modtagne renter "; 0,0; 0,0; -142,4; 0,0; 0,0; 0,0
"37540150 Periodiserede renter "; 0,0; 0,0; -17,9; 0,0; 0,0; 0,0
"37540170 Modtaget kapitaltilførsel fra staten "; 0,0; 0,0; -3000,0; 0,0; 0,0; 0,0
"376 Renter til genudlån mv. "; -3349,2; -3720,0; -3139,4; 0,0; 0,0; 0,0
"3761 Renter af genudlån mv. "; -3093,9; -3464,8; -2891,1; 0,0; 0,0; 0,0
"376101 Renter af indenlandske genudlån "; -3035,9; -3304,5; -2672,1; 0,0; 0,0; 0,0
"37610110 Genudlån, Statens Uddannelsesstøtte "; -478,8; -713,0; -731,1; 0,0; 0,0; 0,0
"37610125 Genudlån til Energinet.dk "; 0,0; 0,0; -113,2; 0,0; 0,0; 0,0
"37610126 Genudl. Energinet.dk, per.renter "; 0,0; 0,0; -18,4; 0,0; 0,0; 0,0
"37610130 Videreudlån itl ØEM "; 0,0; -0,1; -0,1; 0,0; 0,0; 0,0
"37610135 Genudlån til Landsbyggefonden, Socialmin. "; -4,2; -9,5; -7,9; 0,0; 0,0; 0,0
"37610136 Statslån til Landsbyggefonden, Velfærdsm. "; 0,0; 0,0; -4,7; 0,0; 0,0; 0,0
"37610140 Genudlån til Færøernes Landsstyre "; -113,0; 0,0; 0,0; 0,0; 0,0; 0,0
"37610145 Genudlån til Arealudviklingsselskabet I/S "; -785,7; -802,1; -747,0; 0,0; 0,0; 0,0
"37610146 Genudlån Arealudviklingssel, periodis. renter"; -156,0; -116,9; -86,8; 0,0; 0,0; 0,0
"37610155 Genudlån til Ejendomsadministration "; -763,5; -802,2; 0,0; 0,0; 0,0; 0,0
"37610156 Byggerenter vedr. Ejendomsadministration "; -26,9; -57,0; 0,0; 0,0; 0,0; 0,0
"37610160 Genudlån til Slots- og Ejendomsstyrelsen "; -289,1; -304,7; 0,0; 0,0; 0,0; 0,0
"37610161 Byggerenter vedr. Slots- og Ejendomsstyrelsen"; -6,4; -0,9; 0,0; 0,0; 0,0; 0,0
"37610165 Genudlån til Nordsøfonden "; 0,0; 0,0; -4,1; 0,0; 0,0; 0,0
"37610166 Genudlån til Nordsøfonden, per.rent "; 0,0; 0,0; -1,2; 0,0; 0,0; 0,0
"37610170 Genudlån til A/S Storebælt "; -56,0; -113,1; -446,8; 0,0; 0,0; 0,0
"37610171 Genudlån til A/S Storebælt, periodis. renter "; -14,5; -24,2; -66,4; 0,0; 0,0; 0,0
"37610175 Genudlån til Danmarks Radio "; 0,0; 0,0; -12,5; 0,0; 0,0; 0,0
"37610176 Genudl. DR, per. renter "; 0,0; 0,0; -10,3; 0,0; 0,0; 0,0
"37610180 Genudlån til Øresundsforbindelsen A/S "; -269,7; -318,6; -374,9; 0,0; 0,0; 0,0
"37610181 Genudlån til Øresundsforbindelsen "; -72,0; -42,2; -46,7; 0,0; 0,0; 0,0
"376102 Renter af udenlandske genudlån "; -58,0; -160,3; -219,0; 0,0; 0,0; 0,0
"37610210 Genudlån Skibskreditfonden "; -24,0; -100,1; -175,4; 0,0; 0,0; 0,0
