"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2003";"2004";"2005";"2006";"2007";"2008" 
"155115 Huslejebidrag til almene boligafdelinger "; 0,0; 0,0; 4,0; 0,0; 0,0; 0,0
"15511510 Huslejebidrag til almene boligafdelinger "; 0,0; 0,0; 4,0; 0,0; 0,0; 0,0
"155116 flygtninge "; 1,5; 1,5; 1,5; 1,5; 1,5; 1,5
"15511610 flygtninge "; 1,5; 1,5; 1,5; 1,5; 1,5; 1,5
"155117 Støtte til beboerindskud "; 8,3; 25,3; 26,8; 27,9; 28,7; 29,3
"15511710 Støtte til betaling af beboerindskud "; 8,3; 25,3; 26,8; 27,9; 28,7; 29,3
"155118 udbygning "; 0,0; 60,0; 146,6; 0,0; 0,0; 0,0
"15511810 Erstatningsboliger "; 0,0; 30,0; 106,9; 0,0; 0,0; 0,0
"15511820 Nedbringelse "; 0,0; 30,0; 39,7; 0,0; 0,0; 0,0
"155119 Ombyg af alm. boliger til handicap og ældre "; 0,0; 0,0; 17,5; 0,0; 0,0; 0,0
"15511910 Ombygning af alm. boliger til handicap/ældre "; 0,0; 0,0; 17,5; 0,0; 0,0; 0,0
"155131 Rentesikring til almene boliger "; 0,0; 0,0; -1,1; -3,3; -2,1; 0,0
"15513110 Rentesikring til almene boliger "; 0,0; 0,0; -1,1; -3,3; -2,1; 0,0
"155132 Rente- og afdragsbidrag til almene boliger "; 0,0; 0,0; -4,6; -16,2; -13,0; 0,0
"15513210 Rentebidrag, LB 82 1989 "; 0,0; 0,0; -3,6; -12,7; -10,0; 0,0
"15513220 Afdragsbidrag, LB 82 1989 "; 0,0; 0,0; -1,0; -3,5; -3,0; 0,0
"155133 boligafdelinger "; 0,0; 0,0; -6,4; -25,7; -24,0; 0,0
"15513310 Boligafdelinger "; 0,0; 0,0; -6,4; -25,7; -24,0; 0,0
"155135 Driftsstøtte m.v. til almene boliger m.v. "; 0,0; 0,0; -0,1; -0,5; -0,4; 0,0
"15513530 Huslejesikring "; 0,0; 0,0; -0,1; -0,5; -0,4; 0,0
"155145 Støtte til kollegier m.v. "; 0,0; 0,2; 0,2; 0,2; 0,2; 0,2
"15514550 Indfrielse af statsgaranti "; 0,0; 0,2; 0,2; 0,2; 0,2; 0,2
"1552 Privat boligbyggeri "; 232,5; 229,8; 421,0; 250,4; 250,4; 0,0
"155201 Støtte til andelsboliger "; 83,3; 104,0; 0,0; 0,0; 0,0; 0,0
"15520130 Andelsboligtilskud "; 83,3; 104,0; 0,0; 0,0; 0,0; 0,0
"155202 Støtte til private ungdomsboliger "; 149,2; 125,8; 231,5; 155,4; 155,4; 0,0
"15520210 Ungdomsboligtilskud "; 148,7; 122,7; 228,4; 152,3; 152,3; 0,0
"15520220 Konsulentbistand "; 0,5; 3,1; 3,1; 3,1; 3,1; 0,0
"155203 Støtte til privat udlejningsbyggeri "; 0,0; 0,0; 189,5; 95,0; 95,0; 0,0
"15520310 Tilskud til privat udlejningsbyggeri "; 0,0; 0,0; 189,5; 95,0; 95,0; 0,0
"1553 Byfornyelse "; 768,6; 304,0; 305,1; 299,0; 299,0; 299,0
"155301 Forbedringstilskud og engangstilskud "; 54,1; 2,4; 2,1; 1,9; 1,6; 1,3
"15530110 Udlejningsboliger "; 48,2; 2,3; 2,0; 1,8; 1,5; 1,2
"15530130 Udlejningsboliger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15530150 Andelsboliger "; 5,9; 0,1; 0,1; 0,1; 0,1; 0,1
"155302 Refusion af byfornyelsesudgifter "; 199,2; 11,1; 34,3; 8,3; 6,9; 5,6
"15530210 Byfornyelsesudgifter "; 170,2; 11,1; 34,3; 8,3; 6,9; 5,6
"15530220 Helhedsorienteret byfornyelse "; 29,0; 0,0; 0,0; 0,0; 0,0; 0,0
"155303 Kontant betaling af byfornyelsestab "; 158,8; 7,4; 4,9; 5,5; 4,6; 3,7
"15530310 Kontant betaling "; 158,8; 7,4; 4,9; 5,5; 4,6; 3,7
"155304 Byfornyelse "; 0,0; 259,2; 237,6; 269,9; 272,5; 275,1
"15530410 Refusion af byfornyelsesudgifter "; 0,0; 71,6; 48,3; 73,9; 74,4; 75,7
"15530420 Refusion af udgifter til områdefornyelse "; 0,0; 50,0; 50,0; 50,0; 50,0; 50,0
"15530430 Indfasningsstøtte til forbedringsarbejder "; 0,0; 29,9; 31,7; 34,3; 34,3; 34,9
"15530440 Støtte til vedligeholdelsesudgifter "; 0,0; 81,8; 81,8; 84,8; 86,3; 86,9
"15530450 Kontant tilskud til ejer- og andelsboliger "; 0,0; 25,9; 25,8; 26,9; 27,5; 27,6
"155306 Ydelsesstøtte til forbedringsarbejder "; 0,0; 2,0; 3,0; 2,0; 2,0; 2,0
"15530620 Indfrielse af garanti, tabslån "; 0,0; 2,0; 3,0; 2,0; 2,0; 2,0
"155307 Ydelsesbidrag til forbedringsarbejder "; 7,6; 0,6; 0,5; 0,4; 0,4; 0,3
"15530710 Ydelsesbidrag "; 7,6; 0,6; 0,5; 0,4; 0,4; 0,3
"155311 boligforbedring "; 118,2; 10,0; 5,0; 0,0; 0,0; 0,0
"15531120 Boligforbedring "; 8,8; 10,0; 5,0; 0,0; 0,0; 0,0
"15531130 Tilskud til aftalt boligforbedring "; 109,4; 0,0; 0,0; 0,0; 0,0; 0,0
"155312 Rentesikring til sanering "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15531220 Indfrielse "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"155314 Saneringslån og saneringstilskud "; 38,7; 0,0; 4,7; 0,0; 0,0; 0,0
"15531420 Saneringstilskud "; 38,7; 0,0; 4,7; 0,0; 0,0; 0,0
"155315 forbedringsarbejder "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15531530 Værdiforøgende "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"155316 bygningsfornyelse "; 188,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15531610 bygningsfornyelse "; 188,0; 0,0; 0,0; 0,0; 0,0; 0,0
"155318 Statslån vedrørende ejendomme under tvangsadm "; 0,0; 0,0; 0,4; 0,0; 0,0; 0,0
"15531810 Statslån vedrørende ejendomme under tvangsadm"; 0,0; 0,0; 0,4; 0,0; 0,0; 0,0
"155321 oplysning "; 2,0; 4,5; 4,5; 4,4; 4,4; 4,4
"15532110 Oplysning og vejledning "; 2,0; 4,5; 4,5; 4,4; 4,4; 4,4
"155322 Udredning og forsøg vedrørende byfornyelse "; 2,5; 4,8; 6,1; 4,6; 4,6; 4,6
"15532210 Udredning og forsøg "; 2,5; 4,8; 6,1; 4,6; 4,6; 4,6
"155324 Projekt renovering "; -0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"15532410 Projekt renovering "; -0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"1555 hensættelser "; -110,0; -20,0; -2,0; 0,0; 0,0; 0,0
"155501 hensættelse "; -110,0; -20,0; -2,0; 0,0; 0,0; 0,0
"15550110 hensættelse "; -110,0; -20,0; -2,0; 0,0; 0,0; 0,0
"1556 Støtte til boligområder "; 0,0; 1,8; 1,5; 2,0; 2,0; 2,0
"155601 Refusion vedrørende kommunal anvisningsret "; 0,0; 1,8; 1,5; 2,0; 2,0; 2,0
"15560110 Refusion vedr. kommunal anvisn.ret til privat"; 0,0; 1,8; 1,5; 2,0; 2,0; 2,0
"156 Bistand og pleje for handicappede "; 137,6; 274,3; 300,0; 347,0; 93,4; 88,9
"1561 Bistand og pleje for handicappede "; 2,3; 0,0; 0,0; 0,0; 0,0; 0,0
"156101 Forbedring af indsatsen for ældre "; 2,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15610110 Forbedring af indsatsen for ældre "; 2,3; 0,0; 0,0; 0,0; 0,0; 0,0
"1564 Bistand og pleje for handicappede "; 135,3; 274,3; 300,0; 347,0; 93,4; 88,9
"156401 Kennedy - Øjenklinikken "; 48,9; 46,1; 47,3; 42,5; 42,0; 40,4
"15640110 Kennedy "; 12,4; 11,2; 15,6; 11,0; 10,9; 10,8
"15640120 Øjenklinik "; 13,7; 11,9; 11,6; 11,4; 11,1; 10,9
"15640130 Fragilt X "; 4,5; 4,6; 4,7; 4,7; 4,7; 4,7
"15640140 Edb-baseret patientjournal system "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15640150 Investeringstilskud "; 2,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15640160 Øjengenetik m.v. "; 1,9; 2,2; 1,5; 1,5; 1,5; 0,0
"15640170 Internetbaseret registrering af synshandicap "; 0,0; 0,0; 1,5; 1,5; 1,2; 1,2
"15640190 Indtægtsdækket virksomhed "; 11,6; 11,4; 9,4; 9,2; 9,2; 9,2
"15640195 Tilskudsfinansieret forskningsvirksomhed "; 2,3; 4,8; 3,0; 3,2; 3,4; 3,6
"156402 Diætpræparater "; 12,7; 14,2; 14,3; 14,7; 15,0; 15,4
"15640210 Diætpræparater "; 12,7; 14,2; 14,3; 14,7; 15,0; 15,4
"156403 Bygge- og anlægsarbejde "; 0,0; 0,0; 51,0; 0,0; 0,0; 0,0
"15640310 Investeringstilskud "; 0,0; 0,0; 51,0; 0,0; 0,0; 0,0
"156404 Center for Ligebehandling af Handicappede "; 6,6; 6,5; 6,6; 6,6; 6,6; 6,6
"15640410 Center f. Ligebehandling af Handicappede, løn"; 4,7; 4,8; 4,9; 4,9; 4,9; 4,9
"15640420 Center f. Ligebehandling af Handicappede, ØD "; 1,9; 1,7; 1,7; 1,7; 1,7; 1,7
"156405 DUKH "; 12,0; 12,1; 11,8; 0,0; 0,0; 0,0
"15640510 DUKH, løn "; 7,1; 8,8; 8,5; 0,0; 0,0; 0,0
"15640520 DUKH, øvrig drift "; 4,9; 3,3; 3,3; 0,0; 0,0; 0,0
"156406 Center for Små Handicapgrupper "; 6,4; 4,7; 5,9; 5,9; 5,8; 4,6
"15640610 Center for Små Handicapgrupper, løn "; 4,4; 3,8; 4,7; 4,7; 4,6; 3,7
"15640620 Center for Små Handicapgrupper, ØD "; 2,0; 0,9; 1,2; 1,2; 1,2; 0,9
"156407 Koloni, handicappede børn/unge og forældre "; 9,5; 9,5; 9,6; 9,6; 9,6; 9,6
"15640710 Koloni, handicappede børn/unge og forældre "; 9,5; 9,5; 9,6; 9,6; 9,6; 9,6
"156410 Undervisning af døvblinde "; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15641010 Undervisning af døvblinde "; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"156411 Døvefilm Video "; 8,6; 7,4; 7,3; 7,1; 7,0; 6,9
"15641110 Døvefilm Video, løn "; 4,9; 4,2; 4,1; 4,0; 4,0; 3,9
"15641120 Døvefilm Video, øvrige driftsudgifter "; 3,7; 3,2; 3,2; 3,1; 3,0; 3,0
"156415 Fribefordring af handicappede m.v. "; 2,1; 2,8; 2,9; 2,9; 2,9; 2,9
"15641510 Fribefordring af handicappede m.v. "; 2,1; 2,8; 2,9; 2,9; 2,9; 2,9
"156416 Botilbud m.v. til yngre fysisk handicappede "; 20,7; 69,3; 67,9; 48,0; 0,0; 0,0
"15641610 Botilbud m.v. til yngre fysisk handicappede "; 6,7; 34,6; 42,7; 0,0; 0,0; 0,0
"15641620 Botilbud, indhold og aktiviteter "; 14,0; 34,7; 25,2; 48,0; 0,0; 0,0
"156417 Handicappedes botilbud "; 0,0; 90,0; 65,9; 200,7; 0,0; 0,0
"15641710 Handicappedes botilbud "; 0,0; 90,0; 65,4; 200,7; 0,0; 0,0
"15641720 Udviklingshæmmede m etnisk baggrund, botilbud"; 0,0; 0,0; 0,5; 0,0; 0,0; 0,0
"156418 Forebyg. seksuelle overgreb mod handicappede "; 0,0; 0,0; 2,0; 2,0; 2,0; 0,0
"15641810 Seksuelle overgreb mod handicappede "; 0,0; 0,0; 2,0; 2,0; 2,0; 0,0
"156442 Tilbud til demente og andre svage ældre "; 6,8; 10,7; 0,0; 0,0; 0,0; 0,0
"15644210 Tilbud til demente og andre svage ældre "; 6,8; 10,7; 0,0; 0,0; 0,0; 0,0
"156450 Organisationer m.v. på handicaprådet "; 0,0; 0,0; 6,5; 6,0; 1,5; 1,5
"15645010 Marselisborgcentret "; 0,0; 0,0; 2,6; 2,6; 0,0; 0,0
"15645011 Foreningen af Danske DøvBlinde "; 0,0; 0,0; 1,5; 1,0; 1,0; 1,0
"15645012 Danske Døves Landsforbund "; 0,0; 0,0; 1,9; 1,9; 0,0; 0,0
"15645013 Dansk Epilepsiforening "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"157 Øvrige bistandsordninger "; 972,5; 1087,5; 1217,1; 1115,7; 835,3; 796,3
"1572 Forsorgshjem "; 356,1; 333,5; 364,3; 345,2; 344,4; 343,8
"157201 Generelle udgifter, forsorgshjem m.v. "; 295,4; 285,5; 297,7; 297,7; 297,7; 297,7
"15720110 Generelle udgifter vedr. forsorgshjem m.v. "; 295,4; 285,5; 297,7; 297,7; 297,7; 297,7
"157202 Kofoeds Skole "; 40,6; 39,3; 48,9; 38,9; 38,2; 37,7
"15720210 Kofoeds Skole, løn "; 21,2; 20,3; 20,3; 19,9; 19,5; 19,1
"15720220 Kofoeds Skole, øvrige driftsudgifter "; 10,6; 10,2; 10,1; 10,1; 9,8; 9,7
"15720231 Tilskud til grønlænderarbejde, løn "; 2,3; 2,3; 2,4; 2,4; 2,4; 2,4
"15720232 Grønlænderarbejde, ØD "; 2,1; 2,0; 1,9; 1,9; 1,9; 1,9
"15720240 Fra ledig til efterspurgt ressource, løn "; 0,0; 0,0; 7,2; 0,0; 0,0; 0,0
"15720245 Fra ledig til efterspurgt ressource, ØD "; 0,0; 0,0; 2,4; 0,0; 0,0; 0,0
"15720250 Erhvervstræning, de mest udsatte grupper, løn"; 3,5; 3,6; 3,7; 3,7; 3,7; 3,7
"15720260 Erhvervstræning, de mest udsatte grupper, ØD "; 0,9; 0,9; 0,9; 0,9; 0,9; 0,9
"157203 Møltrup Optagelseshjem "; 5,8; 5,8; 16,7; 5,7; 5,6; 5,5
"15720330 Møltrup Optagelseshjem "; 4,8; 4,8; 6,7; 4,7; 4,6; 4,5
"15720340 Møltrup Optagelseshjem, tidligere beboere "; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15720350 Renovering af beboelsesafsnittet "; 0,0; 0,0; 9,0; 0,0; 0,0; 0,0
"157204 Udvikling af § 94-forsorgshjemområdet "; 1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15720410 Udvikling af § 94-forsorgshjemområdet "; 1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"157205 Kofoeds Skole, prioritetsydelser "; 3,1; 2,9; 2,0; 2,9; 2,9; 2,9
"15720510 Kofoeds Skole, prioritetsydelser "; 3,1; 2,9; 2,0; 2,9; 2,9; 2,9
"157206 Københavns Kommune, hjemløseområdet "; 10,0; 0,0; -1,0; 0,0; 0,0; 0,0
"15720610 Københavns Kommune, hjemløseområdet "; 10,0; 0,0; -1,0; 0,0; 0,0; 0,0
"1573 Tilskud til rejseudgifter vedr. Grønland "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"157301 Tilskud til rejseudgifter vedr. Grønland "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"15730110 Tilskud til rejseudgifter vedr. Grønland "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"1574 Bistand, psykiatriske patienter "; 142,1; 145,3; 173,8; 194,3; 43,3; 43,3
"157405 Linien - Når sindet gør ondt "; 0,0; 0,0; 12,8; 0,0; 0,0; 0,0
"15740510 Linien – Når sindet gør ondt "; 0,0; 0,0; 12,8; 0,0; 0,0; 0,0
"157410 Sociale tilbud til personer med sindslidelser "; 142,1; 145,3; 161,0; 194,3; 43,3; 43,3
"15741010 Psykiatriaftale 2003-2006 "; 92,1; 102,5; 117,6; 150,9; 0,0; 0,0
"15741020 Fremrykningspuljen "; 28,9; 27,8; 28,2; 28,2; 28,2; 28,2
"15741030 Sociale tilbud til personer med sindslidelser"; 21,1; 15,0; 15,2; 15,2; 15,1; 15,1
"1575 Særligt udsatte grupper "; 474,3; 608,7; 678,6; 575,8; 447,2; 408,8
"157501 Særlige problemer for socialt udsatte "; 3,2; 3,1; 0,0; 0,0; 0,0; 0,0
"15750110 Socialpolitisk pulje "; 3,2; 3,1; 0,0; 0,0; 0,0; 0,0
"157504 Særlig indsats, de svagest stillede børn/unge "; 42,6; 14,8; 12,6; 14,3; 14,9; 14,9
"15750410 SIBU "; 15,8; 14,8; 12,6; 14,3; 14,9; 14,9
"15750450 psykisk skrøbelige børn og unge "; 10,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15750460 OPS-puljen "; 1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15750475 Truede børn og unge "; 15,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157505 Komm. indsats overfor truede børnefamilier "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15750510 Komm. indsats overfor truede børnefamilier "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157506 Pulje til kvalitetsudvikling på ældreområdet "; 1,7; 0,0; 0,0; 0,0; 0,0; 0,0
"15750610 Kommunale styring af hjemmehjælpsområdet "; 1,7; 0,0; 0,0; 0,0; 0,0; 0,0
"157510 Børne- og familiepolitiske område "; 67,4; 51,0; 48,9; 41,6; 21,7; 14,1
"15751010 Børne- og familiepolitiske område "; 50,5; 45,7; 48,9; 41,6; 21,7; 14,1
"15751020 Tilskud til uddannelse og evaluering "; 3,9; 0,0; 0,0; 0,0; 0,0; 0,0
"15751030 Utilpassede unge "; 8,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15751040 Utilpassede børn og unge "; 4,9; 5,3; 0,0; 0,0; 0,0; 0,0
"157513 Handleplan for hjemløse "; 50,5; 20,8; 17,3; 6,9; 0,0; 0,0
"15751310 Handleplan for hjemløse "; 50,5; 20,8; 17,3; 6,9; 0,0; 0,0
"157514 FN's frivillighedsår "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15751410 FN's frivillighedsår "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"157515 Forbedring af klubtilbud "; 14,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15751510 Forbedring af klubtilbud "; 14,3; 0,0; 0,0; 0,0; 0,0; 0,0
"157516 Center for Rusmiddelforskning "; 6,9; 10,0; 10,2; 10,2; 9,2; 9,2
"15751610 Center for Rusmiddelforskning "; 6,9; 10,0; 10,2; 10,2; 9,2; 9,2
"157517 Anbringelsessteder for børn og unge "; 25,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15751710 Tilskud til anbringelsespladser m.v. "; 25,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157518 Forstærket indsats over for kriminelle unge "; 0,0; 72,5; 0,5; 0,5; 0,0; 0,0
"15751810 Etablering af pladser "; 0,0; 65,0; 0,0; 0,0; 0,0; 0,0
"15751820 Efteruddannelse "; 0,0; 7,5; 0,0; 0,0; 0,0; 0,0
"15751830 Evaluering "; 0,0; 0,0; 0,5; 0,5; 0,0; 0,0
"157519 Bedre tværfaglig indsats - børn af udsatte "; 0,0; 20,0; 20,3; 20,3; 20,3; 0,0
"15751910 Bedre tværfaglig indsats - børn af udsatte "; 0,0; 20,0; 20,3; 20,3; 20,3; 0,0
"157524 Forsøg med akutstuer "; 0,8; 0,0; 0,0; 0,0; 0,0; 0,0
"15752410 Forsøg med akutstuer "; 0,8; 0,0; 0,0; 0,0; 0,0; 0,0
"157525 Indsats mod selvmord og selvmordsforsøg "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"15752510 Indsats mod selvmord og selvmordsforsøg "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"157526 Pulje til socialt udsatte grupper "; 201,4; 316,7; 331,5; 302,0; 231,7; 257,4
"15752610 Pulje til socialt udsatte grupper "; 133,6; 223,7; 232,7; 72,1; 9,0; 2,0
"15752611 Permanent driftstilskud, Pulje til udsatte "; 0,0; 0,0; 0,0; 147,3; 147,3; 147,3
"15752612 Særtilskud til Københavns Kommune "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"15752620 Prostitutionsområdet "; 3,7; 4,8; 14,4; 7,7; 10,7; 15,7
"15752630 Kvindekrisecentre "; 8,5; 10,2; 13,5; 10,4; 0,0; 0,0
"15752640 Social indsats over for stofmisbrugere "; 41,3; 37,2; 43,2; 42,2; 42,2; 42,2
"15752641 Indsats over for unge hashmisbrugere "; 0,0; 9,0; 15,4; 9,2; 9,2; 0,0
"15752642 Øget behandlingsindsats for unge misbrugere "; 0,0; 10,0; -7,7; 0,0; 0,0; 0,0
"15752650 Social indsats over for alkoholmisbrugere "; 14,3; 21,8; 22,9; 12,9; 13,1; 50,0
"15752660 Fysisk handicappede kvinder "; 0,0; 0,0; -3,1; 0,0; 0,0; 0,0
"157527 Indsats mod vold mod kvinder "; 17,0; 22,8; 28,9; 15,0; 15,0; 15,0
"15752710 Indsats mod vold mod kvinder "; 13,5; 10,6; 7,2; 7,2; 7,2; 7,2
"15752720 Initiativer til bekæmpelse af kvindehandel "; 3,5; 12,2; 11,9; 0,0; 0,0; 0,0
"15752730 Dialog Mod Vold "; 0,0; 0,0; 7,8; 7,8; 7,8; 7,8
"15752740 Uddannelse af personale på krisecentre "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"157528 Social aktivering af socialt udsatte grupper "; 0,0; 0,0; 45,0; 43,0; 43,0; 43,0
"15752810 Social aktivering "; 0,0; 0,0; 4,0; 3,0; 3,0; 3,0
"15752820 Brugerundersøgelse "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"15752830 Beskæftigelsesmæssig indsats på væresteder "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"15752840 Vikarordning for socialt udsatte "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15752850 Gældssanering "; 0,0; 0,0; 25,0; 25,0; 25,0; 25,0
"157529 Væresteder for udsatte grupper "; 0,0; 0,0; 8,7; 0,0; 0,0; 0,0
"15752910 væresteder for udsatte grupper "; 0,0; 0,0; 8,7; 0,0; 0,0; 0,0
"157530 Pulje til ældre- og pensionsområdet "; 43,1; 42,0; 79,4; 41,5; 27,9; 30,0
"15753010 Tilskud vedrørende ældre "; 41,2; 37,7; 39,4; 31,5; 7,9; 0,0
"15753020 Pensionsområdet "; 2,0; 4,3; 0,0; 0,0; 0,0; 0,0
"15753040 Kompetenceudvikling af personale "; 0,0; 0,0; 5,0; 5,0; 10,0; 10,0
"15753050 Kommunale forebyggelses- og rådgivningscentre"; 0,0; 0,0; 35,0; 5,0; 10,0; 20,0
"157532 Med familien i centrum "; 0,0; 20,0; 24,4; 24,3; 19,3; 0,0
"15753210 Med familien i centrum "; 0,0; 20,0; 24,4; 24,3; 19,3; 0,0
"157533 Pædagogiske læreplaner "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15753310 Pædagogiske læreplaner "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157534 Forældreprogrammer m.v. "; 0,0; 10,0; 16,0; 19,2; 5,0; 0,0
"15753410 Forældreprogrammer m.v. "; 0,0; 10,0; 10,2; 15,2; 0,0; 0,0
"15753420 Forberedende forældrekurser "; 0,0; 0,0; 5,8; 4,0; 5,0; 0,0
"157535 Socialt udsatte grønlændere i Danmark "; 0,0; 5,0; 5,1; 5,1; 5,1; 0,0
"15753510 Socialt udsatte grønlændere i Danmark "; 0,0; 5,0; 5,1; 5,1; 5,1; 0,0
"157550 Organisationer m.v. på børneomrområdet "; 0,0; 0,0; 13,0; 12,3; 14,4; 7,4
"15755010 Rådgivningscentret Unge & Sorg "; 0,0; 0,0; 1,6; 1,8; 3,6; 4,4
"15755011 Red Barnet "; 0,0; 0,0; 1,5; 1,5; 1,5; 0,0
"15755012 Ventilen Danmark "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"15755013 B-Ørnereden "; 0,0; 0,0; 0,5; 0,4; 0,4; 0,0
"15755014 Mødrehjælpen "; 0,0; 0,0; 3,0; 3,1; 3,4; 0,0
"15755015 Landsforeningen af opholdssteder "; 0,0; 0,0; 3,5; 2,0; 2,0; 0,0
"15755016 Landsforeningen Børns Voksenvenner "; 0,0; 0,0; 0,7; 2,0; 2,0; 2,0
"15755017 Ungdommens Vel "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,0
"15755018 Børnehjælpsdagen "; 0,0; 0,0; 0,7; 0,0; 0,0; 0,0
"157560 Organisationer på ældre- og pensionsområdet "; 0,0; 0,0; 3,2; 3,3; 3,4; 1,5
"15756010 Ældre Sagen "; 0,0; 0,0; 0,5; 1,0; 1,0; 1,0
"15756011 Ældremobiliseringen "; 0,0; 0,0; 2,2; 1,8; 1,9; 0,0
"15756012 Landsforeningen for Førtidspensionister "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"157570 Reden "; 0,0; 0,0; 3,6; 6,3; 6,3; 6,3
"15757010 Reden København "; 0,0; 0,0; 1,5; 4,5; 4,5; 4,5
"15757011 Reden Århus "; 0,0; 0,0; 1,8; 1,5; 1,5; 1,5
"15757012 Reden Odense "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"158 Sociale pensioner "; 85865,1; 88680,3; 94286,1; 97693,5; 98862,4; 99957,5
"1581 Folkepension "; 62025,2; 65119,5; 71916,5; 76743,8; 78510,2; 80229,7
"158101 Folkepension, LB 385 2000 "; 62025,2; 65119,5; 71916,5; 76743,8; 78510,2; 80229,7
"15810110 Folkepension til pensionister, LB 385 2000 "; 61396,6; 64365,4; 71156,7; 75906,6; 77601,8; 79263,5
"15810120 Pensionister i udlandet "; 628,6; 754,1; 759,8; 837,2; 908,4; 966,2
"1582 Højeste og mellemste førtidspension "; 17993,3; 17297,9; 15902,8; 14451,9; 13500,7; 12581,2
"158201 Højeste og mellemste førtidspension "; 17993,3; 17297,9; 15902,8; 14451,9; 13500,7; 12581,2
"15820110 Højeste og mellemste førtidspension, refusion"; 12502,0; 11877,3; 10748,7; 9608,4; 8943,2; 8269,9
"15820120 Højeste og mellemste førtidspension, refusion"; 3164,3; 3028,9; 2783,8; 2598,2; 2422,6; 2257,4
"15820130 Højeste og mellemste førtidspension, refusion"; 2135,2; 2169,1; 2158,5; 2049,5; 1955,0; 1889,9
"15820140 Udenlandske pensionister "; 191,8; 222,6; 211,8; 195,8; 179,9; 164,0
"1583 Almindelig førtidspension "; 4606,7; 4335,6; 3706,2; 3043,0; 2711,9; 2369,0
"158301 Almindelig førtidspension, LB 22 1998 "; 4606,7; 4335,6; 3706,2; 3043,0; 2711,9; 2369,0
"15830110 Almindelig førtidspension, refusion "; 2959,1; 2726,8; 2260,8; 1836,3; 1654,9; 1437,3
"15830120 Alm. førtidp. m. 50 pct. ref. LB 22 1988 "; 1013,1; 964,5; 910,2; 782,0; 689,2; 606,4
"15830130 Alm. førtidspension med 35 pct. refusion "; 514,5; 506,0; 410,9; 308,4; 258,4; 222,9
"15830140 Førtidspension "; 120,0; 138,3; 124,3; 116,3; 109,4; 102,4
"1585 Personlige tillæg til pensionister "; 847,3; 880,9; 875,0; 856,4; 835,8; 801,0
"158501 Personl. tillæg t. pensionister, LB 521 1994 "; 466,2; 446,0; 453,3; 442,6; 425,9; 396,9
"15850110 Personl. tillæg t. pensionister, LB 521 1994 "; 465,5; 445,3; 452,6; 441,9; 425,2; 396,2
"15850120 Personlige tillæg til pensionister i udlandet"; 0,7; 0,7; 0,7; 0,7; 0,7; 0,7
"158511 Varmetillæg, LB 521 1994 "; 381,1; 434,9; 421,7; 413,8; 409,9; 404,1
"15851110 Varmetillæg, LB 521 1994 "; 381,0; 434,8; 421,6; 413,7; 409,8; 404,0
