"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2001";"2002";"2003";"2004";"2005";"2006" 
"083602 Afvikling af ophørte værftsstøtteordninger "; 89,2; 75,8; 55,4; 24,1; 7,6; 5,4
"08360210 Inflationsgaranti "; 101,3; 75,8; 55,4; 24,1; 7,6; 5,4
"08360230 Rentestøtteordning "; -11,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08360240 Driftsstøtteordning "; -1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"083603 Garantifonden for skibsbygning m.v. "; 20,5; 1,4; 1,4; 1,4; 1,4; 1,4
"08360310 Garantifonden for skibsbygning m.v. "; 20,5; 1,4; 1,4; 1,4; 1,4; 1,4
"083605 Garantiordning for nye akt. i mindre virks. "; 3,4; 1,5; 0,0; 0,0; 0,0; 0,0
"08360510 Garantiordning for igangsættere "; 3,4; 1,5; 0,0; 0,0; 0,0; 0,0
"0837 Byggeri og boliger "; 39,0; -1010,6; 18,2; -154,0; -214,3; -222,9
"083701 Tilskud til Dansk Arkitektur Center - Gl. Dok "; 16,7; 2,7; 2,1; 2,1; 2,1; 2,1
"08370110 Tilskud til Dansk Arkitektur Center - Gl. Dok"; 16,7; 2,3; 2,1; 2,1; 2,1; 2,1
"08370120 Byggeriets Erfaringsformidling "; 0,0; 0,4; 0,0; 0,0; 0,0; 0,0
"083702 Center for Tilgængelighed "; 0,0; 6,0; 5,1; 4,1; 3,1; 0,0
"08370210 Center for Tilgængelighed "; 0,0; 6,0; 5,1; 4,1; 3,1; 0,0
"083703 Etablering af landsdæk ledningsejerregister "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"08370310 Etablering af landsdæk ledningsejerregister "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"083705 Tilgængelighed til de fysiske omgivelser "; 0,4; 0,0; 4,0; 0,0; 0,0; 0,0
"08370510 Handlingsplan tilgængelighed fysiske omgivels"; 0,4; 0,0; 2,0; 0,0; 0,0; 0,0
"08370520 Initiativer vedrørende tilgængelighed "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"083706 Dansk Center for Byøkologi "; 3,6; 0,0; 0,0; 0,0; 0,0; 0,0
"08370610 Dansk Center for Byøkologi "; 3,6; 0,0; 0,0; 0,0; 0,0; 0,0
"083707 Raadvadcentret "; 3,0; 0,5; 0,0; 0,0; 0,0; 0,0
"08370710 Raadvadcentret "; 3,0; 0,5; 0,0; 0,0; 0,0; 0,0
"083708 Økologisk byggeri "; 15,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08370810 Tilskud til økologisk byggeri "; 15,1; 0,0; 0,0; 0,0; 0,0; 0,0
"083709 Støtte til forsøgsbyggeri "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08370910 Tilskud til forsøgsbyggeri "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"083721 Refusion vedr. kommunal anvisningsret "; 0,0; 2,0; 2,0; 1,8; 1,5; 2,0
"08372110 Refusion vedr. kommunal anvisningsret "; 0,0; 2,0; 2,0; 1,8; 1,5; 2,0
"083724 Salg af statsvirksomheden DEMKO "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08372410 Salg af statsvirksomheden DEMKO "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"083779 Reserve, budgetregulering overførselsrammen "; 0,0; -1021,8; 0,0; -162,0; -221,0; -227,0
"08377910 Reserve kommunale lov- og cirkulæreprogram "; 0,0; 4,0; 0,0; 0,0; 0,0; 0,0
"08377911 Budgetreg. vedr. finansieringsomlægning "; 0,0; -8,8; 0,0; 0,0; 0,0; 0,0
"08377912 Budgetreg. vedr. reduktion af byfornyelsesr. "; 0,0; -218,0; 0,0; 0,0; 0,0; 0,0
"08377914 Budgetregul. øget konkurrence effekt byggeri "; 0,0; -8,0; 0,0; -8,0; -16,0; -16,0
"08377915 Res. vedr. fremme af privat udlejningsbyggeri"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08377916 Budgetregul. initiativer på bygge- boligområd"; 0,0; 0,0; 0,0; -34,0; -68,0; -68,0
"08377917 Reserve kommunale lov- cirkulæreprogram "; 0,0; 0,0; 0,0; 4,0; 4,0; 4,0
"08377918 Reserver støtte til private ungdomsboliger "; 0,0; 0,0; 0,0; 1,0; 1,0; 1,0
"08377930 Budgetregl. reform byfornyelsen 2002 "; 0,0; 0,0; 0,0; -116,0; -116,0; -115,0
"08377960 Budgetregul. udbud af bygherrerollen "; 0,0; 0,0; 0,0; -9,0; -26,0; -33,0
"08377970 Budgetregul. nedsættelse grundkapital i 2001 "; 0,0; -213,0; 0,0; 0,0; 0,0; 0,0
"08377980 Budgetregul. nedsættelse grundkapital 2002-04"; 0,0; -578,0; 0,0; 0,0; 0,0; 0,0
"084 Støttet boligbyggeri og byfornyelse "; 3332,5; 3335,7; 3397,3; 3170,1; 2446,7; 2430,5
"0841 Alment boligbyggeri "; 1958,7; 2239,4; 2421,7; 2327,3; 1708,5; 1692,1
"084101 Ydelsesstøtte til almene boliger "; 1689,1; 1991,0; 2110,5; 2089,5; 1473,5; 1460,5
"08410140 Ydelsesstøt, almene boliger, finans 1.1.99 "; 1689,1; 1991,0; 2110,5; 2089,5; 1473,5; 1460,5
"084102 Ungdomsboligbidrag til almene boliger "; 55,2; 47,0; 51,0; 51,0; 51,0; 51,0
"08410210 Almene boliger, ungdomsboligbidrag, Finansst."; 55,2; 47,0; 51,0; 51,0; 51,0; 51,0
"084103 Tilsk. t. indr. af serv.areal. i tilk. t. æld "; 131,4; 127,0; 130,0; 130,0; 130,0; 130,0
"08410310 Ældreboliger, tilskud til indretn. af service"; 131,4; 126,0; 129,0; 129,0; 129,0; 129,0
"08410320 Bofællesskaber, tilskud til indretn. af serv "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"084105 Administrationsgebyr "; 0,0; 0,0; 5,8; 5,8; 5,8; 5,8
"08410520 Administrationsudgifter "; 0,0; 0,0; 5,8; 5,8; 5,8; 5,8
"084106 Genudlån til Landsbyggefonden "; 0,0; 64,0; 64,4; 50,8; 48,0; 44,6
"08410610 Genudlån, Finansstyrelsen "; 0,0; 64,0; 59,0; 40,0; 33,0; 26,0
"08410615 Forrentning af genudlån, Finansstyrelsen "; 0,0; 0,0; 2,7; 5,4; 7,5; 9,3
"08410620 Renter, Finansstyrelsen "; 0,0; 0,0; 2,7; 5,4; 7,5; 9,3
"084111 Særligt udsatte grupper, støtte til "; 6,9; 10,2; 10,4; 0,0; 0,0; 0,0
"08411110 Udvikling af nye boligtyper til udsatte grup."; 6,9; 10,2; 10,4; 0,0; 0,0; 0,0
"084112 Boliger til yngre fysisk handicappede "; 2,2; 0,0; 8,5; 0,0; 0,0; 0,0
"08411210 Boliger til yngre fysisk handicappede "; 2,2; 0,0; 8,5; 0,0; 0,0; 0,0
"084113 Boliger til demente "; 0,0; 0,0; 15,0; 0,0; 0,0; 0,0
"08411310 Tilskud til opførelse af boliger til demente "; 0,0; 0,0; 15,0; 0,0; 0,0; 0,0
"084114 Alternative boliger til unge "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08411410 Alternative boliger til unge "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"084115 Huslejebidrag til almene boligafdelinger "; 72,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08411510 Huslejebidrag til almene boligafdelinger "; 72,0; 0,0; 0,0; 0,0; 0,0; 0,0
"084116 Tab på flygtninges fraflygtningsudgifter "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"08411610 Garanti flygtninges fraflytningsudgifter "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"084117 Støtte til beboerindskud "; 0,0; 0,0; 24,4; 0,0; 0,0; 0,0
"08411710 Støtte til betaling af beboerindskud "; 0,0; 0,0; 24,4; 0,0; 0,0; 0,0
"084145 Støtte til kollegier m.v. "; 1,7; 0,2; 0,2; 0,2; 0,2; 0,2
"08414520 Huslejetilskud statsstøtte kollegier, Finanss"; 0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"08414550 Ungdomsboliger, indfrielse af statsgaranti "; 1,1; 0,2; 0,2; 0,2; 0,2; 0,2
"0842 Privat boligbyggeri "; 238,1; 207,4; 350,8; 326,7; 222,7; 222,7
"084201 Støtte til andelsboliger "; 238,1; 207,4; 155,0; 104,0; 0,0; 0,0
"08420120 Ydelsesstø andelsbolig finan efter 1.1.1999 "; 238,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08420130 Andelsboligtilskud "; 0,0; 207,4; 155,0; 104,0; 0,0; 0,0
"084202 Støtte til private ungdomsboliger "; 0,0; 0,0; 195,8; 222,7; 222,7; 222,7
"08420210 Ungdomsboligtilskud, Finansstyrelsen "; 0,0; 0,0; 192,8; 219,7; 219,7; 219,7
"08420220 Konsulentbistand "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"0843 Byfornyelse "; 1061,1; 595,3; 634,0; 445,1; 444,7; 444,6
"084301 Forbedringstilskud og engangstilskud "; 111,9; 89,0; 54,0; 80,0; 80,0; 80,0
"08430110 Forbedringstilskud til udlejningsboliger "; 109,9; 81,0; 43,0; 66,0; 66,0; 66,0
"08430130 Engangstilskud til udlejningsboliger "; 2,1; 8,0; 3,0; 3,0; 3,0; 3,0
"08430140 Engangstilskud til andelsboliger "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"08430150 Forbedringstilskud til andelsboliger "; 0,0; 0,0; 7,0; 10,0; 10,0; 10,0
"084302 Refusion af byfornyelsesudgifter "; 359,7; 191,0; 171,0; 164,0; 164,0; 164,0
"08430210 Refusion af byfornyelsesudgifter "; 359,7; 191,0; 123,0; 116,0; 116,0; 116,0
"08430220 Refusion af helhedsorienteret byfornyelse "; 0,0; 0,0; 48,0; 48,0; 48,0; 48,0
"084303 Kontant betaling af byfornyelsestab "; 406,7; 182,0; 142,0; 130,0; 130,0; 130,0
"08430310 Kontant betaling af byfornyelsestab "; 406,7; 182,0; 142,0; 130,0; 130,0; 130,0
"084306 Ydelsesstøtte til forbedringsarbejder "; 1,4; 2,0; 2,0; 2,0; 2,0; 2,0
"08430620 Tabslån, indfrielse af garanti, Finansst "; 1,4; 2,0; 2,0; 2,0; 2,0; 2,0
"084307 Ydelsesbidrag til forbedringsarbejder "; 29,6; 8,0; 7,0; 0,0; 0,0; 0,0
"08430710 Ydelsesbidrag til forbedringsarbejder "; 29,6; 8,0; 7,0; 0,0; 0,0; 0,0
"084311 Tilskud til boligforb. og privat byfornyelse "; 144,5; 113,0; 58,0; 58,0; 58,0; 58,0
"08431120 Boligforbedring, kom. info og kons.bistand "; 5,8; 2,0; 4,0; 4,0; 4,0; 4,0
"08431130 Tilskud til aftalt boligforbedring "; 138,7; 111,0; 54,0; 54,0; 54,0; 54,0
"084312 Rentesikring til sanering "; 0,0; 1,0; 1,3; 1,0; 1,0; 1,0
"08431210 Rentesikring til sanering, Økonomistyrelsen "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"08431220 Værdiforøgende lån, indfrielse af garanti "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"084315 Rente- og afdragsbidrag til forbedringsarb. "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"08431530 Værdiforøgende lån, indfrielse af garanti "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"084316 Bygningsfornyelse, kvarterløftindsats "; 0,0; 0,0; 188,0; 0,0; 0,0; 0,0
"08431610 Bygningsfornyelse, kvarterløftindsats "; 0,0; 0,0; 188,0; 0,0; 0,0; 0,0
"084321 Oplysn. og vejl. vedr. byfornyelse og boliger "; 5,7; 4,9; 4,8; 4,4; 4,3; 4,2
"08432110 Oplysning og vejledning "; 5,7; 4,9; 4,8; 4,4; 4,3; 4,2
"084322 Forskn., udredn. og forsøg vedr. byfornyelse "; 1,7; 3,4; 4,9; 4,7; 4,4; 4,4
"08432210 Forskning, udredning og forsøg "; 1,7; 3,4; 4,9; 4,7; 4,4; 4,4
"084323 Tilskud til forbedringsarbejder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08432310 Tilskud til forbedringsarbejder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0844 Alment boligbyggeri, hensættelser "; 0,0; 213,0; 0,0; 0,0; 0,0; 0,0
"084405 Ydelsesstøtte til almene boliger "; 0,0; 213,0; 0,0; 0,0; 0,0; 0,0
"08440540 Ydelsesstøtte finans. eft. 1.1.99 "; 0,0; 213,0; 0,0; 0,0; 0,0; 0,0
"0845 Hensættelser vedr. byfornyelse og sanering "; 0,0; 0,0; -80,0; 0,0; 0,0; 0,0
"084501 Hensæt tilsagn afgivet før 1.1.2001 "; 0,0; 0,0; -80,0; 0,0; 0,0; 0,0
"08450110 Hensæt Ydelsesbidrag til forbedringsarbejder "; 0,0; 0,0; -80,0; 0,0; 0,0; 0,0
"0846 Forskning, udvikling, byer, boliger, byggeri "; 74,6; 80,6; 70,8; 71,0; 70,8; 71,1
"084601 Statens Byggeforskningsinstitut - By og Byg "; 74,6; 80,6; 70,8; 71,0; 70,8; 71,1
"08460110 Almindelig virksomhed "; 45,3; 46,2; 42,9; 41,4; 40,4; 39,8
"08460190 Indtægtsdækket virksomhed "; 4,7; 4,6; 3,9; 4,3; 4,5; 4,5
"08460195 Tilskudsfinansieret forskningsvirksomhed "; 24,6; 29,8; 24,0; 25,3; 25,9; 26,8
"085 Statistik "; 294,7; 285,4; 290,8; 277,6; 268,9; 265,2
"0851 Statistik "; 294,7; 285,4; 290,8; 277,6; 268,9; 265,2
"085101 Danmarks Statistik "; 294,7; 285,4; 290,8; 277,6; 268,9; 265,2
"08510110 Almindelig virksomhed "; 227,5; 227,4; 230,8; 217,6; 208,9; 205,2
"08510190 Indtægtsdækket virksomhed "; 47,7; 40,0; 40,0; 40,0; 40,0; 40,0
"08510197 Tilskudsfinansierede aktiviteter "; 19,6; 18,0; 20,0; 20,0; 20,0; 20,0
"086 Energi "; 1686,8; 1209,3; 886,9; 848,4; 824,1; 816,9
"0861 Fællesudgifter "; 206,9; 183,7; 176,5; 162,1; 155,6; 153,4
"086101 Energistyrelsen "; 203,7; 180,2; 172,1; 158,7; 152,2; 150,0
"08610110 Almindelig virksomhed "; 191,8; 166,0; 168,6; 155,2; 148,7; 146,5
"08610130 Permanente råd, udvalg, nævn m.v. "; 0,0; 0,1; 0,1; 0,1; 0,1; 0,1
"08610140 Informationscenter "; 8,3; 8,0; 0,0; 0,0; 0,0; 0,0
"08610190 Indtægtsdækket virksomhed "; 1,6; 3,7; 1,7; 1,7; 1,7; 1,7
"08610197 Andre tilskudsfinansierede aktiviteter "; 2,1; 2,4; 1,7; 1,7; 1,7; 1,7
"086103 Energiklagenævnet "; 3,1; 3,5; 4,4; 3,4; 3,4; 3,4
"08610310 Energiklagenævnet "; 3,1; 3,5; 4,4; 3,4; 3,4; 3,4
"0862 Forskning og udvikling "; 104,5; 40,0; 40,7; 40,7; 40,7; 40,7
"086202 Tilskud til energiforskning "; 104,5; 40,0; 40,7; 40,7; 40,7; 40,7
"08620210 Udbygn. af dansk energiforskning og udvik. "; 104,5; 40,0; 40,7; 40,7; 40,7; 40,7
"0863 Efterforskning og indvinding af energi m.m. "; 0,0; 30,0; 0,0; 0,0; 0,0; 0,0
"086311 Indskud i Nunaoil A/S "; 0,0; 30,0; 0,0; 0,0; 0,0; 0,0
"08631110 Afskrivn. af ansvarl. indsk.kapital i Nunaoil"; 0,0; 30,0; 0,0; 0,0; 0,0; 0,0
"0864 Vedvarenden energi "; 316,1; 134,3; 131,3; 135,0; 133,3; 133,3
"086401 Vedvarende energi "; 165,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08640110 Udnyttelse af vedvarende energi (L 378 1999) "; 113,4; 0,0; 0,0; 0,0; 0,0; 0,0
"08640120 Nordvestjysk Folkecenter "; 5,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08640130 Pulje til nye teknologier "; 36,4; 0,0; 0,0; 0,0; 0,0; 0,0
"08640140 Forum for Energi og Udvikling "; 3,8; 0,0; 0,0; 0,0; 0,0; 0,0
"08640150 Tilskud til brintprogrammet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08640160 tilskud til solceller "; 6,5; 0,0; 0,0; 0,0; 0,0; 0,0
"086410 Pensionisters boliger "; 54,8; 48,2; 44,3; 43,6; 42,4; 42,4
"08641010 Energibesp. foranst.i pensionistboliger "; 54,8; 48,2; 44,3; 43,6; 42,4; 42,4
"086412 Elsparefonden "; 84,3; 86,1; 87,0; 91,4; 90,9; 90,9
"08641210 Elsparefonden "; 84,3; 86,1; 87,0; 91,4; 90,9; 90,9
"086413 Tilskud til produktrettede energibesparelser "; 11,9; 0,0; 0,0; 0,0; 0,0; 0,0
"08641310 Tilskud til produktrettede energibesparelser "; 11,9; 0,0; 0,0; 0,0; 0,0; 0,0
"08641320 Bundfradrag og forhøjet afgift for el og vand"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0865 Tilskud til begrænsning af kuldioxid (CO2) "; 976,0; 819,6; 515,6; 510,6; 494,5; 489,5
"086501 Fremme af decentral kraftvarme og biobrændsel "; 11,5; 13,6; 0,0; 0,0; 0,0; 0,0
"08650110 Decentral kraftvarme "; 11,5; 13,6; 0,0; 0,0; 0,0; 0,0
"086503 Aftaleordningen "; 122,5; 165,0; 169,3; 169,3; 169,3; 169,3
"08650320 Tilsk. t. dæk. af udg. t. kuldioxidafg. "; 122,5; 165,0; 169,3; 169,3; 169,3; 169,3
"086504 Energibesparelser i erhverv "; 202,9; 0,0; 0,0; 0,0; 0,0; 0,0
"08650410 Energibesparelser i erhverv "; 202,9; 0,0; 0,0; 0,0; 0,0; 0,0
"086505 Omstilling af ældre boliger "; 21,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08650510 Omstilling af ældre boliger "; 21,1; 0,0; 0,0; 0,0; 0,0; 0,0
"086506 Elproduktionstilskud "; 585,5; 623,0; 328,0; 323,0; 306,9; 301,9
"08650610 Elproduktionstilskud "; 585,5; 623,0; 328,0; 323,0; 306,9; 301,9
"086507 Tilskud til kulkraftvarme "; -10,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08650710 Tilskud til kulkraftvarme "; -10,2; 0,0; 0,0; 0,0; 0,0; 0,0
"086508 Tilskud til omstilling til centralvarme "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08650810 Tilskud til omstilling til centralvarme "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"086509 Kompensation af decentrale kraftvarmeværker "; 42,8; 18,0; 18,3; 18,3; 18,3; 18,3
"08650910 Tilsk. t. kompensation af dec. kraftvarmeværk"; 42,8; 18,0; 18,3; 18,3; 18,3; 18,3
"0866 Øststøtte og energi m.v. "; 83,4; 1,7; 22,8; 0,0; 0,0; 0,0
"086602 Miljøindsats på energiområdet i Østersøreg. "; 61,8; 0,0; 0,0; 0,0; 0,0; 0,0
"08660220 Miljørelateret energisektorprogram 1995 "; 1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08660230 Miljørelateret energisektorprogram 1996 "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08660240 Miljørelateret energisektorprogram 1997 "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08660250 Sektorintegreret miljøindsats 1998 "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08660260 Sektorintegreret miljøindsats 1999 "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08660270 Sektorintegreret miljøindsats 2000 "; -0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"08660271 Sektorintegreret miljøindsats 2001 "; 62,1; 0,0; 0,0; 0,0; 0,0; 0,0
"086604 Miljørelateret sektorprogram II 1997 "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08660410 Miljørelateret sektorprogram II 1997 "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"086605 Sektorintegreret miljøindsats i Østersøreg. "; 21,5; 1,7; -2,3; 0,0; 0,0; 0,0
"08660520 Sektorintegreret miljøindsats 1999 "; 7,6; 0,0; 0,0; 0,0; 0,0; 0,0
"08660530 Sektorintegreret miljøindsats 2000 "; 4,3; 1,7; -1,1; 0,0; 0,0; 0,0
"08660540 Sektorintegreret miljøindsats 2001 "; 9,7; 0,0; -1,2; 0,0; 0,0; 0,0
"086606 Øststøtteaktiviteter på energiområdet "; 0,0; 0,0; 25,1; 0,0; 0,0; 0,0
"08660630 Energiprojekter med miljøsigte 2003 "; 0,0; 0,0; 19,3; 0,0; 0,0; 0,0
"08660640 Energiprojekter med erhvervssigte 2003 "; 0,0; 0,0; 5,8; 0,0; 0,0; 0,0
"087 Søfart "; 410,1; 376,6; 397,0; 396,7; 390,8; 388,8
"0871 Fællesudgifter "; 410,1; 376,6; 397,0; 396,7; 390,8; 388,8
"087101 Søfartsstyrelsen "; 192,5; 161,9; 164,3; 152,1; 145,0; 142,9
"08710110 Almindelig virksomhed "; 172,7; 159,9; 163,5; 151,3; 144,2; 142,1
"08710130 Maskinmesterskoler "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08710140 Statens søfartsskoler "; 1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08710150 Statens navigationsskoler og godk. skippersk."; 2,5; 0,0; 0,0; 0,0; 0,0; 0,0
"08710160 Statens undervisningsskibe "; 10,5; 0,0; 0,0; 0,0; 0,0; 0,0
"08710170 Center for Maritime Sundhedsuddannelser "; 4,8; 0,0; 0,0; 0,0; 0,0; 0,0
"08710190 Indtægtsdækket virksomhed "; 0,7; 2,0; 0,8; 0,8; 0,8; 0,8
"087111 Velfærdsforanstaltninger, forsikring m.v. "; 4,8; 7,7; 7,9; 7,9; 7,9; 7,9
"08711120 Hjemsendelse af søfarende, LB 766 1995 "; 0,1; 0,2; 0,2; 0,2; 0,2; 0,2
"08711130 Krigsulykkesforsikring for søfarende "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08711140 Handelsflådens Velfærdsråd, L 253 1990 "; 2,8; 3,0; 3,0; 3,0; 3,0; 3,0
"08711160 Lægeundersøg. af skibsmandskab, LB 766 1995 "; 1,9; 4,5; 4,7; 4,7; 4,7; 4,7
"087114 Maritime uddannelser "; 186,0; 188,6; 206,6; 217,5; 218,8; 218,9
"08711420 Maritime uddannelser "; 173,7; 172,6; 186,7; 198,2; 200,4; 200,9
"08711450 Udvikling af det maritime uddannelsessystem "; 0,0; 0,0; 2,7; 2,1; 1,2; 0,8
"08711480 Praktikplads og hjemsendelse, L 226 2002 "; 12,3; 16,0; 17,2; 17,2; 17,2; 17,2
"087115 Forskellige tilskud "; 18,5; 18,3; 18,1; 18,1; 18,1; 18,1
"08711510 Udd.støtte t. delt. i voksen-og efterudd.kurs"; 5,8; 5,6; 5,8; 5,8; 5,8; 5,8
"08711540 Fiskeruddannelse, driftstilskud, L 16 1997 "; 2,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08711550 Tilsk. t. arb.miljøråd og arb.miljøtjenester "; 2,3; 2,2; 2,2; 2,2; 2,2; 2,2
"08711560 TV-betjening af søfarende "; 2,8; 0,0; 0,0; 0,0; 0,0; 0,0
"08711570 Tilsk. t. Forsk.enheden f. Maritim Medicin "; 2,6; 2,5; 2,6; 2,6; 2,6; 2,6
"08711580 Fiskeruddannelse, driftstilskud, L 226 2002 "; 3,0; 8,0; 7,5; 7,5; 7,5; 7,5
"087161 Anlægsprogram "; 8,3; 0,0; 0,0; 0,0; 0,0; 0,0
"08716110 Søfartsskolernes anlægsinvesteringer "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08716130 Simulatorcenter "; 4,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08716140 Maskinmesterskolernes anlægsinvesteringer "; 2,2; 0,0; 0,0; 0,0; 0,0; 0,0
"08716150 Regionskontorer "; 2,0; 0,0; 0,0; 0,0; 0,0; 0,0
"087162 Finans. af fremryk. anlægsprojekter, Fin.styr "; 0,1; 0,1; 0,1; 0,1; 0,0; 0,0
"08716210 Finans. af fremryk. anlægsprojekter, Fin.styr"; 0,1; 0,1; 0,1; 0,1; 0,0; 0,0
"087179 Budgetreg. på Søfartsstyrelsens driftsramme "; 0,0; 0,0; 0,0; 1,0; 1,0; 1,0
"08717910 Budgetreg. vedr. gebyr på lovp. syn af skibe "; 0,0; 0,0; 0,0; 1,0; 1,0; 1,0
"09 Skatteministeriet "; 3845,8; 3686,9; 3762,2; 3540,7; 3424,8; 3412,1
"091 Fællesudgifter "; 206,1; 193,6; 197,1; 116,4; 111,6; 168,1
"0911 Centralstyrelsen "; 206,1; 193,6; 197,1; 116,4; 111,6; 168,1
"091101 Departementet "; 116,1; 108,8; 108,1; 106,5; 106,2; 104,1
"09110110 Almindelig virksomhed "; 116,1; 108,8; 108,1; 106,5; 106,2; 104,1
"091102 Landsskatteretten "; 47,9; 47,9; 48,3; 47,7; 44,7; 43,8
"09110210 Almindelig virksomhed "; 47,9; 47,9; 48,3; 47,7; 44,7; 43,8
"091121 Klagegebyr "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09112110 Klagegebyr "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"091131 Tjenestemænd ved Det Danske Klasselotteri A/S "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09113110 Driftsbudget "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"091151 Retssager m.v. "; 42,1; 36,9; 40,7; 39,4; 37,9; 37,4
"09115110 Retssager m.v. "; 42,1; 36,9; 40,7; 39,4; 37,9; 37,4
"091179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -77,2; -77,2; -17,2
"09117910 Budgetreg. vedr. omlægning af klagestrukturen"; 0,0; 0,0; -112,8; -147,2; -147,2; -147,2
"09117920 Lønreserve vedr. omlægning af klagestrukturen"; 0,0; 0,0; 62,1; 65,9; 65,9; 65,9
"09117930 Øvrig driftsres. vedr. omlæg. klagestruktur "; 0,0; 0,0; 9,7; 13,1; 13,1; 13,1
"09117940 Budgetreg. vedr. regelforenklingsinitiativer "; 0,0; 0,0; 0,0; -9,0; -9,0; -9,0
"09117950 Reserve "; 0,0; 0,0; 41,0; 0,0; 0,0; 0,0
"09117985 Omprioriteringsreserve til regeringsinititiv "; 0,0; 0,0; 0,0; 0,0; 0,0; 60,0
"092 Forvaltning "; 3639,7; 3493,3; 3565,1; 3424,3; 3313,2; 3244,0
"0921 Skatte- og afgiftsforvaltning "; 3543,9; 3401,5; 3501,3; 3372,5; 3263,4; 3196,2
"092101 Told og Skat "; 3495,2; 3330,7; 3399,1; 3261,2; 3175,9; 3123,5
"09210110 Almindelig virksomhed "; 3437,9; 3319,0; 3399,1; 3261,2; 3175,9; 3123,5
"09210160 Afvikling af kontrollørkorps "; 57,3; 11,7; 0,0; 0,0; 0,0; 0,0
"092102 Told og Skat "; 2,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09210240 Herning "; 2,0; 0,0; 0,0; 0,0; 0,0; 0,0
"092104 Udlån "; 0,1; 0,0; 0,1; 0,0; 0,0; 0,0
"09210410 Bo- og gaveafgift "; 0,1; 0,0; 0,1; 0,0; 0,0; 0,0
"092105 Godtgørelser m.v. "; 46,4; 70,8; 102,1; 111,3; 87,5; 72,7
"09210510 Udgifter til sagkyndig bistand i skattesager "; 45,4; 70,0; 71,9; 71,9; 71,9; 71,9
"09210520 Udgifter til forsvarerbistand "; 1,0; 0,8; 0,8; 0,8; 0,8; 0,8
"09210530 Godtg. til fremme af elektronisk angivelse mv"; 0,0; 0,0; 29,4; 38,6; 14,8; 0,0
