"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2001";"2002";"2003";"2004";"2005";"2006" 
"063101 Admini. af det internationale udvikl.samarbej "; 627,2; 615,0; 629,7; 631,0; 631,0; 631,0
"06310110 Almindelig virksomhed "; 627,2; 615,0; 629,7; 631,0; 631,0; 631,0
"063102 Ejendomserhvervelser "; 16,6; 25,0; 25,0; 25,0; 25,0; 25,0
"06310210 Kancellibyggerier (rådighedsbevilling) "; 16,6; 25,0; 25,0; 25,0; 25,0; 25,0
"0632 Bilateral sektorprg.bistand-og projektbistand "; 5318,2; 4661,1; 4738,6; 4531,7; 4484,5; 4414,7
"063201 Udviklingslande i Afrika "; 2592,6; 2128,1; 2166,6; 2131,7; 2114,5; 2077,7
"06320110 Tanzania "; 432,0; 350,0; 460,0; 380,0; 380,0; 380,0
"06320111 Kenya "; 89,3; 70,0; 89,0; 70,0; 70,0; 70,0
"06320112 Uganda "; 348,7; 250,0; 260,0; 250,0; 250,0; 250,0
"06320113 Mozambique "; 271,4; 260,0; 330,0; 280,0; 280,0; 280,0
"06320114 Zimbabwe "; 71,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06320115 Ghana "; 275,3; 275,0; 303,0; 290,0; 290,0; 290,0
"06320116 Benin "; 185,1; 150,0; 130,0; 160,0; 160,0; 160,0
"06320117 Burkina Faso "; 229,6; 175,0; 175,0; 175,0; 175,0; 175,0
"06320118 Zambia "; 144,6; 150,0; 150,0; 150,0; 150,0; 150,0
"06320119 Egypten "; 179,4; 160,0; 96,0; 160,0; 160,0; 160,0
"06320120 Eritrea "; 98,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06320121 Malawi "; 103,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06320123 Øvrige lande i Afrika "; 164,6; 288,1; 173,6; 216,7; 199,5; 162,7
"063202 Udviklingslande i Asien "; 995,6; 977,5; 1072,9; 868,5; 837,5; 803,5
"06320211 Bangladesh "; 262,9; 270,0; 240,0; 230,0; 230,0; 230,0
"06320212 Nepal "; 161,7; 150,0; 220,0; 150,0; 150,0; 150,0
"06320213 Bhutan "; 87,7; 65,0; 85,0; 65,0; 65,0; 65,0
"06320214 Vietnam "; 281,7; 230,0; 305,0; 260,0; 270,0; 270,0
"06320215 Øvrige lande i Asien "; 201,7; 262,5; 222,9; 163,5; 122,5; 88,5
"063203 Udviklingslande i Latinamerika "; 370,1; 310,0; 343,5; 334,0; 332,0; 333,0
"06320310 Nicaragua "; 185,3; 150,0; 170,0; 150,0; 150,0; 150,0
"06320311 Bolivia "; 163,0; 150,0; 160,0; 170,0; 170,0; 170,0
"06320312 Øvrige lande i Latinamerika "; 21,7; 10,0; 13,5; 14,0; 12,0; 13,0
"063204 Særlig projektbistand "; 177,3; 181,0; 137,6; 147,0; 150,0; 150,0
"06320410 Forskningsbistandsprojekter "; 68,2; 59,0; 0,0; 0,0; 0,0; 0,0
"06320412 Privatsektor programmer (PS-programmer) "; 109,1; 122,0; 137,6; 147,0; 150,0; 150,0
"063205 Bistand gennem private org. (NGO'er) "; 985,3; 892,5; 866,4; 900,5; 900,5; 900,5
"06320510 Projektstøtte under rammeaftaler "; 432,5; 421,6; 429,5; 422,0; 422,0; 422,0
"06320511 Andre samarbejdsformer med NGO'er "; 319,5; 263,4; 273,3; 284,0; 284,0; 284,0
"06320512 Frivilligprogrammer "; 205,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06320513 Mellemfolkeligt Samvirke "; 28,2; 163,5; 163,6; 163,5; 163,5; 163,5
"06320514 NGO-bevillingen i øvrigt "; 0,0; 44,0; 0,0; 31,0; 31,0; 31,0
"063206 Overgangsbistand til vestlige Balkan "; 197,3; 172,0; 70,0; 0,0; 0,0; 0,0
"06320610 Overgangsbistand til Albanien "; 30,6; 35,0; 12,0; 0,0; 0,0; 0,0
"06320611 Overgangsbistand til øvrige Balkan "; 166,7; 137,0; 58,0; 0,0; 0,0; 0,0
"063207 Bilaterale bistand til regional-og nærområder "; 0,0; 0,0; 81,6; 150,0; 150,0; 150,0
"06320710 Styrkelse af indsatser i nærområder "; 0,0; 0,0; 48,2; 70,0; 70,0; 70,0
"06320720 Bilateral regionalbistand "; 0,0; 0,0; 33,4; 80,0; 80,0; 80,0
"0633 Anden bilateral bistand "; 1210,0; 1087,0; 1039,7; 1319,4; 1314,4; 1319,4
"063301 Personelbistand "; 596,2; 549,0; 502,0; 508,0; 498,0; 498,0
"06330110 Rådgiverbistand "; 307,1; 318,0; 292,0; 318,0; 318,0; 318,0
"06330111 Stipendiatbistand "; 111,5; 71,0; 60,0; 50,0; 50,0; 50,0
"06330112 Konsulenter og rådgivende firmaer "; 177,5; 160,0; 150,0; 140,0; 130,0; 130,0
"063302 Lånebistand "; 88,6; 0,0; 110,2; 169,4; 169,4; 169,4
"06330212 Afskrivning på lån "; 88,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06330214 Gældslettelse til udviklingslandene "; 0,0; 0,0; 110,2; 169,4; 169,4; 169,4
"063303 Blandede kreditter "; 249,8; 275,0; 83,0; 310,0; 315,0; 320,0
"06330310 Blandede kreditter "; 249,8; 275,0; 83,0; 310,0; 315,0; 320,0
"063304 Øvrige bilaterale aktiviteter "; 195,8; 178,0; 244,0; 239,0; 239,0; 239,0
"06330410 Projekter i Danmark "; 58,7; 55,0; 49,0; 52,0; 52,0; 52,0
"06330411 Forskningsvirksomhed "; 48,4; 47,0; 101,0; 101,7; 101,7; 101,7
"06330412 Dansk institut for internationale studier "; 25,0; 18,0; 18,3; 18,3; 18,3; 18,3
"06330413 Oplysningsvirksomhed "; 47,6; 40,0; 40,0; 40,0; 40,0; 40,0
"06330414 Kulturelt samarbejde "; 12,1; 14,0; 23,0; 14,0; 14,0; 14,0
"06330415 Udredningsvirksomhed "; 0,0; 0,0; 9,0; 9,0; 9,0; 9,0
"06330417 Seminarer, kurser, konferencer m.v. "; 4,1; 4,0; 3,7; 4,0; 4,0; 4,0
"063305 Menneskerettigheder og demokratisering "; 79,6; 85,0; 100,5; 93,0; 93,0; 93,0
"06330510 Proj. til støtte for demok. og menneskerett. "; 40,8; 45,0; 47,9; 55,0; 55,0; 55,0
"06330520 Støtte til Rehab.- og Forsk.ctr. for Torturof"; 23,7; 25,0; 37,6; 38,0; 38,0; 38,0
"06330530 Demokratifonden "; 15,0; 15,0; 15,0; 0,0; 0,0; 0,0
"0634 Multilateral bistand gennem FN-systemet "; 1766,4; 1518,0; 1578,5; 1622,6; 1615,2; 1573,9
"063401 De Forenede Nationers Udviklingsprogram "; 525,6; 440,6; 448,5; 440,6; 440,6; 440,6
"06340110 FN's Udviklingsprogram (UNDP) "; 420,0; 370,0; 370,0; 370,0; 370,0; 370,0
"06340111 Kapitaludviklingsfonden (UNCDF) "; 55,0; 30,0; 25,0; 20,0; 20,0; 20,0
"06340112 FN's Udviklingsfond for Kvinder (UNIFEM) "; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"06340113 Bidrag til UNDP-trustfonde "; 20,0; 15,0; 15,1; 25,0; 25,0; 25,0
"06340114 FN-center i København "; 25,6; 20,6; 33,4; 20,6; 20,6; 20,6
"063402 De Forenede Nationers Børnefond (UNICEF) "; 213,7; 193,0; 193,0; 193,0; 193,0; 193,0
"06340210 Generelt bidrag til UNICEF "; 200,7; 180,0; 180,0; 180,0; 180,0; 180,0
"06340211 UNICEF's lagerfaciliteter i København "; 12,9; 13,0; 13,0; 13,0; 13,0; 13,0
"063403 FN's befolknings- og sundhedsprogrammer "; 383,0; 293,0; 302,7; 293,0; 293,0; 293,0
"06340310 FN's Befolkningsfond (UNFPA) "; 200,0; 170,0; 170,0; 170,0; 170,0; 170,0
"06340311 Den int. Sammenslutning for Familieplanl. "; 75,0; 45,0; 50,0; 40,0; 40,0; 40,0
"06340312 Verdenssundhedsorganisationen WHO's særprog. "; 55,0; 40,0; 40,0; 40,0; 40,0; 40,0
"06340314 FN's Aids-bekæmpelsesprogram (UNAIDS) "; 25,0; 25,0; 25,0; 25,0; 25,0; 25,0
"06340315 Øvrige bidrag til befolknings- og sundhedsprg"; 28,0; 13,0; 17,7; 18,0; 18,0; 18,0
"063404 FN's Landbrugs-, fødevare- og ernæringsprog. "; 277,8; 174,0; 226,6; 233,7; 227,0; 227,0
"06340410 FN's Verdensfødevareprogram (WFP) "; 209,9; 170,0; 160,0; 160,0; 160,0; 160,0
"06340411 FN's Landbrugsudviklingsfond (IFAD) "; 68,0; 4,0; 66,6; 68,7; 62,0; 62,0
"06340412 FAO's projekter og programmer "; 0,0; 0,0; 0,0; 5,0; 5,0; 5,0
"063405 Globale Miljøprogrammer "; 119,5; 130,5; 145,5; 145,5; 145,5; 145,5
"06340510 FN's Miljøprogram (UNEP) "; 15,5; 15,5; 15,5; 15,5; 15,5; 15,5
"06340511 Den Globale Miljøfacilitet (GEF) "; 48,3; 60,0; 75,0; 75,0; 75,0; 75,0
"06340512 Øvrige miljøbidrag "; 55,8; 55,0; 55,0; 55,0; 55,0; 55,0
"063406 FN's øvrige bistandsprogrammer "; 246,8; 286,9; 262,2; 316,8; 316,1; 274,8
"06340610 FN's organisation for industriel udvikling "; 24,8; 15,0; 10,1; 10,0; 10,0; 10,0
"06340611 FN's Sudan-Sahel kontor (UNSO) "; 0,0; 0,0; -1,1; 0,0; 0,0; 0,0
"06340613 FN's arbejdsorganisation (ILO) "; 48,3; 40,0; 41,7; 40,0; 40,0; 40,0
"06340614 FN's organisation for kultur og undervisning "; 30,0; 10,0; 10,0; 10,0; 10,0; 10,0
"06340615 Programsamarbejde med øvrige FN-org. "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06340616 Multilaterale rådgivere "; 130,1; 110,0; 93,0; 110,0; 110,0; 110,0
"06340618 Rådgivende firmaer "; 3,1; 1,0; 1,0; 2,0; 2,0; 2,0
"06340619 FN-forbundet i Danmark "; 0,9; 0,9; 1,2; 1,2; 1,2; 1,2
"06340620 Internationalt Handelscenter (ITC) "; 9,8; 10,0; 0,0; 0,0; 0,0; 0,0
"06340621 FN's Fredsbevarende operationer "; 0,0; 100,0; 105,0; 140,0; 140,0; 100,0
"06340622 Den Fælles Råvarefond (CFC) "; 0,0; 0,0; 1,3; 3,6; 2,9; 1,6
"0635 Multilateral bistand gennem banker og fonde "; 863,3; 989,7; 858,6; 886,1; 904,1; 1014,1
"063501 Verdensbankgruppen "; 562,0; 525,0; 476,0; 485,0; 485,0; 595,0
"06350110 Verdensbanken (IBRD) "; 84,1; 95,0; 57,0; 60,0; 60,0; 60,0
"06350111 Den internationale Udviklingssammenslutning "; 417,3; 400,0; 400,0; 400,0; 400,0; 500,0
"06350112 Valutafondens Strukturprogram (PRGF) "; 25,2; 0,0; 3,0; 0,0; 0,0; 25,0
"06350113 Den internationale finansieringsinstitution "; 20,5; 15,0; 10,0; 10,0; 10,0; 10,0
"06350114 Bistand til Mellemøsten gennem IBRD "; 15,0; 15,0; 6,0; 15,0; 15,0; 0,0
"063502 Regionale udviklingsbanker "; 52,3; 56,2; 48,5; 54,1; 54,1; 54,1
"06350210 Den afrikanske Udviklingsbank (AfDB) "; 12,5; 19,6; 17,5; 17,5; 17,5; 17,5
"06350211 Den asiatiske Udviklingsbank (AsDB) "; 24,5; 20,0; 20,0; 20,0; 20,0; 20,0
"06350212 Den interamerikanske Udviklingsbank (IDB) "; 15,3; 16,6; 11,0; 16,6; 16,6; 16,6
"063503 Regionale udviklingsfonde og øvrige fonde "; 249,0; 408,5; 334,1; 347,0; 365,0; 365,0
"06350310 Den afrikanske Udviklingsfond (AfDF) "; 197,9; 200,0; 190,0; 200,0; 200,0; 200,0
"06350311 Den asiatiske Udviklingsfond (AsDF) "; 0,0; 93,5; 47,0; 47,0; 50,0; 50,0
"06350313 Den nordiske Udviklingsfond (NDF) "; 51,1; 115,0; 97,1; 100,0; 115,0; 115,0
"0636 Anden multilateral udviklingsbistand "; 538,4; 644,9; 717,0; 740,4; 832,0; 878,1
"063601 Bistand gennem Den europæiske Union (EU) "; 120,3; 310,0; 349,2; 380,0; 440,0; 440,0
"06360110 Den europæiske Udviklingsfond (EUF) "; 120,3; 310,0; 349,2; 380,0; 440,0; 440,0
"063602 Multilateral regional- og overgangsbistand "; 182,8; 110,0; 165,5; 148,0; 148,0; 148,0
"06360210 Multilateral regionalbistand "; 178,0; 110,0; 95,5; 98,0; 98,0; 98,0
"06360211 Multilateral overgangsbistand "; 4,7; 0,0; 70,0; 50,0; 50,0; 50,0
"063603 International ulandsforskning "; 97,8; 80,0; 80,0; 80,0; 80,0; 80,0
"06360310 International landbrugsforskning (CGIAR) "; 73,9; 64,0; 60,0; 60,0; 60,0; 60,0
"06360311 Anden international u-landsforskning "; 24,0; 16,0; 20,0; 20,0; 20,0; 20,0
"063604 Diverse multilaterale bidrag "; 137,4; 144,9; 122,3; 132,4; 164,0; 210,1
"06360410 Diverse multilaterale bidrag "; 76,4; 93,9; 30,2; 61,4; 88,0; 134,1
"06360420 Støtte til Int. Menneskerett., NGO'er m.v. "; 61,0; 38,0; 65,3; 38,0; 38,0; 38,0
"06360425 Støtte til multilat. akt. indenfor hdl og udv"; 0,0; 10,0; 25,0; 30,0; 35,0; 35,0
"06360430 Multilat. kurser, seminarer og konferencer "; 0,0; 3,0; 1,8; 3,0; 3,0; 3,0
"0637 Humanitær bistand og flygtningebistand "; 1115,5; 797,0; 817,0; 797,0; 797,0; 797,0
