"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2012";"2013";"2014";"2015";"2016";"2017" 
"08317840 Initiativer grøn omstilling og beskæftigelse "; 0,0; 0,0; -35,0; -38,0; -40,0; 0,0
"0832 Erhvervsudvikling, iværksætteri og innovation "; 0,0; 0,0; 39,7; 32,7; 34,7; 0,0
"083208 Iværksætteri- og innovationsinitiativer "; 0,0; 0,0; 9,9; 0,0; 0,0; 0,0
"08320810 Fonden til entreprenørskab "; 0,0; 0,0; 9,9; 0,0; 0,0; 0,0
"083209 Væksthusene og grønt iværksætterhus "; 0,0; 0,0; 0,0; 4,8; 4,8; 0,0
"08320940 Grønt iværksætterhus "; 0,0; 0,0; 0,0; 4,8; 4,8; 0,0
"083215 Reserve til grøn omstillingsfond "; 0,0; 0,0; 29,8; 27,9; 29,9; 0,0
"08321510 Grøn omstillingsfond "; 0,0; 0,0; 25,0; 23,1; 25,1; 0,0
"08321530 Økologiske iværksættere "; 0,0; 0,0; 4,8; 4,8; 4,8; 0,0
"0833 Vækstfinansiering "; 46,3; 56,8; 56,8; 43,2; 45,0; 29,0
"083316 Eksport Kredit Fonden "; 16,6; 27,0; 27,0; 29,0; 31,0; 25,0
"08331630 Tilbageførsel fra Danmarks Erhvervsfond "; 16,6; 27,0; 27,0; 29,0; 31,0; 25,0
"083317 Ordninger under Eksport Kredit Fonden "; 29,8; 29,8; 29,8; 14,2; 14,0; 4,0
"08331770 Renteudligningsordning "; 29,0; 29,0; 29,0; 14,0; 14,0; 4,0
"08331780 Garantiordning for investeringer i østlande "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"08331785 Garantiordning for inv. i udviklingslande "; 0,9; 0,8; 0,8; 0,2; 0,0; 0,0
"0834 Markedsføring af Danmark "; 0,0; 0,0; 4,0; 1,0; 0,0; 0,0
"083401 Markedsføring af Danmark "; 0,0; 0,0; 4,0; 1,0; 0,0; 0,0
"08340120 Tilskud til markedsføringskonsortier "; 0,0; 0,0; 4,0; 1,0; 0,0; 0,0
"087 Søfart "; 0,0; 0,0; 12,1; 11,2; 11,2; 11,2
"0871 Søfart "; 0,0; 0,0; 12,1; 11,2; 11,2; 11,2
"087101 Søfartsstyrelsen "; 0,0; 0,0; 9,5; 8,6; 8,6; 8,6
"08710110 Almindelig virksomhed "; 0,0; 0,0; 9,5; 8,6; 8,6; 8,6
"087103 Registreringsafgift for skibe "; 0,0; 0,0; 2,6; 2,6; 2,6; 2,6
"08710330 Registreringsafgift for skibe "; 0,0; 0,0; 2,6; 2,6; 2,6; 2,6
"09 Skatteministeriet "; 0,0; 0,0; 22,2; 8,8; 7,2; 6,0
"091 Fællesudgifter "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"0911 Centralstyrelsen "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"091161 Renter "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"09116130 Renteindtægter og udbytter "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"092 Forvaltning "; 0,0; 0,0; 19,2; 5,8; 4,2; 3,0
"0921 Skatte- og afgiftsforvaltning "; 0,0; 0,0; 19,2; 5,8; 4,2; 3,0
"092101 SKAT "; 0,0; 0,0; 39,2; 25,8; 24,2; 23,0
"09210110 Almindelig virksomhed "; 0,0; 0,0; 39,2; 25,8; 24,2; 23,0
"092103 Gebyrer, retsafgifter mv. "; 0,0; 0,0; -20,0; -20,0; -20,0; -20,0
"09210340 Gebyrer på motorområdet "; 0,0; 0,0; -20,0; -20,0; -20,0; -20,0
"10 Økonomi- og Indenrigsministeriet "; 0,0; 0,0; -158,6; -118,3; -118,3; -118,3
"102 Tilskud til kommuner mv. "; 0,0; 0,0; -158,6; -118,3; -118,3; -118,3
"1021 Tilskud til kommuner "; 0,0; 0,0; -158,6; -118,3; -118,3; -118,3
"102111 Kommunerne "; 0,0; 0,0; -159,6; -119,3; -119,3; -119,3
"10211120 Statstilskud til kommuner "; 0,0; 0,0; -119,3; -119,3; -119,3; -119,3
"10211160 Selvbudgettering "; 0,0; 0,0; -40,3; 0,0; 0,0; 0,0
"102119 Fordeling af skattenedslag "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"10211910 Fordeling af skattenedslag som følge af perso"; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"11 Justitsministeriet "; 0,0; 0,0; 532,9; 28,3; 28,0; 25,8
"111 Fællesudgifter "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"1111 Centralstyrelsen "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"111101 Departementet "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"11110110 Almindelig virksomhed "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"112 Politivæsenet "; 0,0; 0,0; 532,4; 27,8; 27,5; 25,3
"1123 Politi "; 0,0; 0,0; 532,4; 27,8; 27,5; 25,3
"112301 Politiet og den lokale anklagemyndighed mv. "; 0,0; 0,0; 26,9; 24,7; 24,7; 24,6
"11230110 Almindelig virksomhed "; 0,0; 0,0; 26,9; 24,7; 24,7; 24,6
"112302 Bøder, park.afg., kørekort mv. "; 0,0; 0,0; 480,0; 0,0; 0,0; 0,0
"11230210 Bøder, konfiskationer og gebyrer "; 0,0; 0,0; 480,0; 0,0; 0,0; 0,0
"112303 Radiokommunikation "; 0,0; 0,0; 24,5; 0,1; 0,1; 0,1
"11230320 Drift af radionettet "; 0,0; 0,0; 0,0; 0,1; 0,1; 0,1
"11230340 Implementeringsreserve "; 0,0; 0,0; 24,5; 0,0; 0,0; 0,0
"112313 Det Kriminalpræventive Råd "; 0,0; 0,0; 1,0; 3,0; 2,7; 0,6
"11231310 Det Kriminalpræventive Råd "; 0,0; 0,0; 1,0; 3,0; 2,7; 0,6
"12 Forsvarsministeriet "; 0,0; 0,0; 3,0; 0,0; 0,0; 0,0
"121 Fællesudgifter "; 0,0; 0,0; 9,0; 9,0; 9,0; 0,0
"1211 Centralstyrelsen "; 0,0; 0,0; 9,0; 9,0; 9,0; 0,0
"121101 Departementet "; 0,0; 0,0; 9,0; 9,0; 9,0; 0,0
"12110110 Almindelig virksomhed "; 0,0; 0,0; -1,8; -1,8; -1,8; 0,0
"12110140 Nyt kampflyprogram "; 0,0; 0,0; 10,8; 10,8; 10,8; 0,0
"122 Militært forsvar "; 0,0; 0,0; -6,0; -9,0; -9,0; 0,0
"1223 Forsvarskommandoen med tilhørende myndigheder "; 0,0; 0,0; -11,5; -14,3; -14,3; -5,3
"122301 Forsvarskommandoen "; 0,0; 0,0; 577,6; 1211,0; 1312,3; 1299,8
"12230110 Almindelig virksomhed "; 0,0; 0,0; 3,8; 0,0; -4,7; -4,7
"12230160 Centralt styrede initiativer "; 0,0; 0,0; 573,8; 1211,0; 1317,0; 1304,5
"122302 Hærens Operative Kommando "; 0,0; 0,0; -235,1; -62,7; -185,7; -152,5
"12230210 Almindelig virksomhed "; 0,0; 0,0; -235,1; -62,7; -185,7; -152,5
"122303 Søværnets Operative Kommando "; 0,0; 0,0; -121,0; -175,0; -195,0; -198,4
"12230310 Almindelig virksomhed "; 0,0; 0,0; -121,0; -175,0; -195,0; -198,4
"122304 Flyvertaktisk Kommando "; 0,0; 0,0; -98,0; -268,6; -288,4; -293,0
"12230410 Almindelig virksomhed "; 0,0; 0,0; -98,0; -268,6; -288,4; -293,0
"122308 Arktisk Kommando "; 0,0; 0,0; -0,7; -1,1; -1,3; -1,3
"12230810 Almindelig virksomhed "; 0,0; 0,0; -0,7; -1,1; -1,3; -1,3
"122310 Forsvarets Personeltjeneste "; 0,0; 0,0; -39,6; -90,4; -47,2; -91,9
"12231010 Almindelig virksomhed "; 0,0; 0,0; -32,3; -68,8; -25,4; -70,1
"12231060 Forsvarets Center for Arbejdsmiljø "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"12231070 Veterancenter "; 0,0; 0,0; -7,3; -21,6; -21,8; -21,8
"122311 Forsvarets Materieltjeneste "; 0,0; 0,0; 88,2; 91,5; 129,8; 147,7
"12231110 Almindelig virksomhed "; 0,0; 0,0; 88,2; 91,5; 129,8; 147,7
"122312 Materieldrift "; 0,0; 0,0; -129,3; -546,8; -486,0; -375,1
"12231210 Materieldrift "; 0,0; 0,0; -129,3; -546,8; -486,0; -375,1
"122314 Forsvarets Bygningstjeneste mv. "; 0,0; 0,0; 1,6; 3,5; 2,4; 2,5
"12231410 Almindelig virksomhed "; 0,0; 0,0; 1,6; 3,5; 2,4; 2,5
"122315 Etablissementsdrift mv. "; 0,0; 0,0; -108,4; -209,7; -234,2; -271,3
"12231510 Etablissementsdrift mv. "; 0,0; 0,0; -108,4; -209,7; -234,2; -271,3
"122320 Forsvarsakademiet "; 0,0; 0,0; -5,9; -18,7; -19,1; -19,0
"12232010 Almindelig virksomhed "; 0,0; 0,0; -5,9; -18,7; -19,1; -19,0
"122321 Forsvarets Sundhedstjeneste "; 0,0; 0,0; -1,0; -6,9; -7,3; -7,3
"12232110 Almindelig virksomhed "; 0,0; 0,0; -1,0; -6,9; -7,3; -7,3
"122326 Forsvarets Koncernfælles Informatiktjeneste "; 0,0; 0,0; 1,1; 0,7; -2,9; -3,3
"12232610 Almindelig virksomhed "; 0,0; 0,0; 1,1; 0,7; -2,9; -3,3
"122327 Forsvarets Informatik Plan "; 0,0; 0,0; 59,4; 59,4; 8,9; -41,6
"12232710 Forsvarets Informatik Plan "; 0,0; 0,0; 59,4; 59,4; 8,9; -41,6
"122328 Forsvarets Regnskabstjeneste "; 0,0; 0,0; -0,4; -0,5; -0,6; -0,6
"12232810 Almindelig virksomhed "; 0,0; 0,0; -0,4; -0,5; -0,6; -0,6
"1224 Hjemmeværnet "; 0,0; 0,0; 5,5; 5,3; 5,3; 5,3
"122401 Hjemmeværnet "; 0,0; 0,0; 5,5; 5,3; 5,3; 5,3
"12240110 Almindelig virksomhed "; 0,0; 0,0; 5,5; 5,3; 5,3; 5,3
"14 Ministeriet for By, Bolig og Landdistrikter "; 0,0; 0,0; -157,4; -325,7; -325,1; -325,1
"141 Fællesudgifter "; 0,0; 0,0; -21,0; -10,0; -10,0; 0,0
"1411 Centralstyrelsen "; 0,0; 0,0; -21,0; -10,0; -10,0; 0,0
"141101 Departementet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14110110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"141179 Reserver og budgetregulering "; 0,0; 0,0; -21,0; -10,0; -10,0; 0,0
"14117935 Reserve vedr. udspil om ungdomsboliger mv. "; 0,0; 0,0; -21,0; -10,0; -10,0; 0,0
"145 Støtte til boligbyggeri, byfornyelse og bolig "; 0,0; 0,0; -136,4; -315,7; -315,1; -325,1
"1451 Alment boligbyggeri "; 0,0; 0,0; -120,5; -299,8; -299,2; -309,2
"145101 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -464,1; -500,5; -500,5; -500,5
"14510145 Ydelsesst. til almene boliger, eft. 1/7 2009 "; 0,0; 0,0; -463,9; -500,3; -500,3; -500,3
"14510150 Ydelsesstøtte til renovering "; 0,0; 0,0; 1,3; 1,3; 1,3; 1,3
"14510155 Ydelsesstøtte til universitetsnære "; 0,0; 0,0; -1,5; -1,5; -1,5; -1,5
"145102 Ungdomsboligbidrag til almene boliger "; 0,0; 0,0; 225,7; 70,6; 70,6; 70,6
"14510210 Ungdomsboligbidrag til almene boliger "; 0,0; 0,0; 225,7; 70,6; 70,6; 70,6
"145103 Tilskud til indretning af servicearealer "; 0,0; 0,0; -32,0; -20,0; -20,0; -20,0
"14510310 Tilskud til indretning af servicearealer "; 0,0; 0,0; -32,0; -20,0; -20,0; -20,0
"145104 Administrationsgebyr vedr. almene boliger "; 0,0; 0,0; 0,0; 0,1; 0,7; 0,7
"14510410 Administrationsgebyr, Statens Administration "; 0,0; 0,0; 0,0; 0,1; 0,7; 0,7
"145105 Finansiering af alment nybyggeri "; 0,0; 0,0; 120,9; 130,0; 130,0; 130,0
"14510510 Indtægter fra Landsbyggefonden "; 0,0; 0,0; 120,9; 130,0; 130,0; 130,0
"145107 Statslån til Landsbyggefonden "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14510715 Finansiering af forrentning af statslån "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14510720 Renter af statslån, Statens Administration "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"145154 Støtte til boliger til unge "; 0,0; 0,0; 10,0; 10,0; 10,0; 0,0
"14515410 Ungdomsboligbidr til ommærkede almene boliger"; 0,0; 0,0; 10,0; 10,0; 10,0; 0,0
"145156 Indsats i udsatte boligområder "; 0,0; 0,0; 8,0; 10,0; 10,0; 10,0
"14515610 Helhedsorienteret boligsocial indsats "; 0,0; 0,0; 8,0; 10,0; 10,0; 10,0
"145161 Forsøg i det almene boligbyggeri "; 0,0; 0,0; 11,0; 0,0; 0,0; 0,0
"14516110 Forsøg, opl. og inds. af data i alm. boligbg."; 0,0; 0,0; 11,0; 0,0; 0,0; 0,0
"1452 Privat boligbyggeri "; 0,0; 0,0; -15,9; -15,9; -15,9; -15,9
"145205 Støtte til friplejeboliger "; 0,0; 0,0; -15,9; -15,9; -15,9; -15,9
"14520515 Ydelsesstøtte til friplejeboliger "; 0,0; 0,0; -15,9; -15,9; -15,9; -15,9
"15 Social-, Børne- og Integrationsministeriet "; 32,5; 19,0; -90,9; 609,1; 758,9; 961,7
"151 Fællesudgifter "; 9,4; 19,0; 85,9; 91,3; 89,6; 87,9
"1511 Centralstyrelsen "; 9,3; 18,9; 73,1; 69,4; 65,8; 63,2
"151101 Departementet "; 8,2; 17,9; 29,8; 13,5; 12,4; 12,2
"15110110 Almindelig virksomhed "; 8,2; 17,9; 29,8; 13,5; 12,4; 12,2
"151120 Rådet for Socialt Udsatte "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"15112010 Rådet for socialt udsatte "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"151121 Ankestyrelsen "; 0,0; 0,0; 8,5; 8,5; 7,0; 6,0
"15112110 Almindelig virksomhed "; 0,0; 0,0; 8,5; 8,5; 7,0; 6,0
"151130 Socialstyrelsen "; 1,1; 1,0; 13,1; 13,1; 12,1; 11,0
"15113010 Almindelig virksomhed "; 1,1; 1,0; 11,0; 11,0; 11,0; 11,0
"15113012 Rådgivning, kommuner, kriminelle unge "; 0,0; 0,0; 2,1; 2,1; 1,1; 0,0
"151178 Reguleringer vedr. indkomstoverførsler "; 0,0; 0,0; -2,5; -2,5; -2,5; -2,5
"15117820 Øvrige kommunale indkomstoverførsler "; 0,0; 0,0; -2,5; -2,5; -2,5; -2,5
"151179 Reserver og budgetregulering "; 0,0; 0,0; 22,2; 36,8; 36,8; 36,5
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 2,2; 16,8; 16,8; 16,5
"15117950 Indsats mod hjemløshed hos unge "; 0,0; 0,0; 20,0; 20,0; 20,0; 20,0
"1513 Forsknings- og forsøgsvirksomhed mv. "; 0,2; 0,1; 12,8; 21,9; 23,8; 24,7
"151301 SFI "; 0,0; 0,0; 0,8; 0,0; 0,3; 0,0
