"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2005";"2006";"2007";"2008";"2009";"2010" 
"0832 Eksportfinansiering og øststøtte m.v. "; -1,2; -2,4; -723,6; -53,9; -53,9; -53,9
"083203 Eksportfinansiering "; -1,2; -2,4; -723,6; -53,9; -53,9; -53,9
"08320330 Tilbageførsel fra Danmarks Erhvervsfond "; 0,0; 0,0; -670,0; 0,0; 0,0; 0,0
"08320370 Renteudligningsordning "; 0,0; 0,0; -50,0; -50,0; -50,0; -50,0
"08320380 Garantiordning for investeringer i østlande "; 0,0; -0,2; -1,1; -1,4; -1,4; -1,4
"08320385 Garantiordning for udviklingslande "; -1,1; -2,2; -2,5; -2,5; -2,5; -2,5
"0833 Erhvervsudvikling mv. "; 0,0; 0,0; 243,9; 286,5; 286,5; 256,5
"083301 Erhvervsudvikling mv. "; 0,0; 0,0; 104,6; 119,6; 119,6; 89,6
"08330125 Tidlig idéfinansiering - proof of business "; 0,0; 0,0; 40,0; 40,0; 40,0; 40,0
"08330155 Offentligt-privat samspil "; 0,0; 0,0; 3,8; 3,8; 3,8; 3,8
"08330161 Iværksætterfond i Vestdanmark "; 0,0; 0,0; 15,0; 30,0; 30,0; 0,0
"08330164 Styrkelse af Selvstændighedsfonden "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"08330168 Erhvervsservice "; 0,0; 0,0; 35,8; 35,8; 35,8; 35,8
"083303 Erhvervsservicepulje "; 0,0; 0,0; 8,5; 18,5; 18,5; 18,5
"08330330 Kultur-og oplevelsesøkonomien "; 0,0; 0,0; 8,5; 18,5; 18,5; 18,5
"083305 Program for brugerdreven innovation "; 0,0; 0,0; 94,4; 94,4; 94,4; 94,4
"08330510 Program for brugerdreven innovation "; 0,0; 0,0; 94,4; 94,4; 94,4; 94,4
"083306 Ivækrsætter/væksthuse "; 0,0; 0,0; 36,4; 54,0; 54,0; 54,0
"08330610 Iværksætter/væksthuse "; 0,0; 0,0; 36,4; 54,0; 54,0; 54,0
"0835 Regionaludvikling og beskæftigelse m.v. "; 0,0; 0,0; 100,0; 103,0; 104,0; 105,0
"083579 Offensiv global markedsføring af DK "; 0,0; 0,0; 100,0; 103,0; 104,0; 105,0
"08357910 Offensiv global markedsføring af DK "; 0,0; 0,0; 100,0; 103,0; 104,0; 105,0
"0837 Byggeri "; 0,0; 0,0; 58,5; 54,1; 43,2; 37,8
"083715 Statens Byggeforskningsinstitut "; 0,0; 0,0; 33,0; 33,1; 32,2; 26,8
"08371510 Overf. til Statens Byggeforskningsinsitut "; 0,0; 0,0; 33,0; 33,1; 32,2; 26,8
"083779 Reserve, budgetregulering overførselsrammen "; 0,0; 0,0; 25,5; 21,0; 11,0; 11,0
"08377920 Udmøntning ag tilgængeligspulje "; 0,0; 0,0; 20,0; 10,0; 0,0; 0,0
"08377930 Reserve vedr. kommunal lov- og cirkulære "; 0,0; 0,0; 5,5; 11,0; 11,0; 11,0
"084 Byggeforskning "; -31,1; -32,3; -33,0; -33,1; -32,2; -26,8
"0846 Forskning, udvikling, byer, boliger, byggeri "; -31,1; -32,3; -33,0; -33,1; -32,2; -26,8
"084601 Statens Byggeforskningsinstitut "; -31,1; -32,3; -33,0; -33,1; -32,2; -26,8
"08460110 Almindelig virksomhed "; -29,6; -28,3; -28,9; -29,0; -28,1; -26,8
"08460120 Tilgængelighedsrådgivning "; 0,0; -4,0; -4,1; -4,1; -4,1; 0,0
"08460190 Indtægtsdækket virksomhed "; 1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08460195 Tilskudsfinansieret forskningsvirksomhed "; -2,4; 0,0; 0,0; 0,0; 0,0; 0,0
"085 Statistik "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"0851 Statistik "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"085101 Danmarks Statistik "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"08510110 Almindelig virksomhed "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"09 Skatteministeriet "; 0,0; 0,0; 28,0; 38,5; 49,0; 59,5
"092 Forvaltning "; 0,0; 0,0; 28,0; 38,5; 49,0; 59,5
"0921 Skatte- og afgiftsforvaltning "; 0,0; 0,0; 28,0; 38,5; 49,0; 59,5
"092101 Skat "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09210110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"092105 Godtgørelser m.v. "; 0,0; 0,0; 7,0; 7,0; 7,0; 7,0
"09210510 Udgifter til sagkyndig bistand i skattesager "; 0,0; 0,0; 7,0; 7,0; 7,0; 7,0
"092110 Delvis komp. for købsmoms almennyttige for. "; 0,0; 0,0; 21,0; 31,5; 42,0; 52,5
"09211010 Delvis komp. for købsmoms for almen. for. "; 0,0; 0,0; 21,0; 31,5; 42,0; 52,5
"11 Justitsministeriet "; 0,0; 0,0; 547,5; 607,4; 693,3; 836,5
"111 Fællesudgifter "; 0,0; 0,0; -16,7; -17,3; -16,8; -16,4
"1111 Centralstyrelsen "; 0,0; 0,0; -16,7; -17,3; -16,8; -16,4
"111101 Departementet "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"11110140 Støtte til foreninger mv. "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"111111 Civilstyrelsen "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"11111110 Almindelig virksomhed "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"111161 Datatilsynet "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"11116110 Almindelig virksomhed "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"111171 Information og uddannelse af bistandsværger "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"11117110 Information og uddannelse af bistandsværger "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"111179 Reserver og budgetregulering "; 0,0; 0,0; -19,5; -19,1; -18,6; -18,2
"11117902 Reserve til overførte amtslige opgaver "; 0,0; 0,0; -19,5; -19,1; -18,6; -18,2
"112 Politivæsenet "; 0,0; 0,0; 435,1; 552,6; 682,4; 824,2
"1123 Politi "; 0,0; 0,0; 435,1; 552,6; 682,4; 824,2
"112301 Politiet og anklagemyndigheden m.v. "; 0,0; 0,0; 435,1; 552,6; 682,4; 824,2
"11230110 Almindelig virksomhed "; 0,0; 0,0; 486,0; 552,6; 682,4; 824,2
"11230140 Modernisering af politiets IT "; 0,0; 0,0; -50,9; 0,0; 0,0; 0,0
"113 Kriminalforsorg "; 0,0; 0,0; 40,8; 13,6; 13,6; 13,6
"1131 Kriminalforsorg "; 0,0; 0,0; 40,8; 13,6; 13,6; 13,6
"113101 Direktoratet for Kriminalforsorgen "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"11310110 Almindelig virksomhed "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"113103 Kriminalforsorgen i anstalter og frihed "; 0,0; 0,0; 40,5; 13,3; 13,3; 13,3
"11310310 Almindelig virksomhed "; 0,0; 0,0; 40,5; 13,3; 13,3; 13,3
"114 Retsvæsenet "; 0,0; 0,0; 88,3; 58,5; 14,1; 15,1
"1141 Fællesudgifter "; 0,0; 0,0; 88,3; 58,5; 14,1; 15,1
"114102 Retterne "; 0,0; 0,0; 29,2; 24,0; 26,7; 26,7
"11410210 Almindelig virksomhed "; 0,0; 0,0; 29,2; 24,0; 26,7; 26,7
"114105 Tinglysning "; 0,0; 0,0; 59,1; 34,5; -12,6; -11,6
"11410510 Tinglysning "; 0,0; 0,0; 10,2; 14,2; 1,9; -2,2
"11410520 Udvikling af digitalt tinglysningssystem "; 0,0; 0,0; 48,9; 20,3; -14,5; -9,4
"12 Forsvarsministeriet "; 0,0; 0,0; 703,6; 44,3; 44,5; 41,5
"122 Militært forsvar "; 0,0; 0,0; 696,6; 4,0; 4,0; 0,0
"1221 Forsvarskommandoen og Hjemmeværnet "; 0,0; 0,0; 696,6; 4,0; 4,0; 0,0
"122101 Forsvarskommandoen "; 0,0; 0,0; 696,6; 4,0; 4,0; 0,0
"12210110 Almindelig virksomhed "; 0,0; 0,0; 696,6; 4,0; 4,0; 0,0
"124 Redningsberedskab "; 0,0; 0,0; 10,0; 40,3; 40,5; 41,5
"1241 Redningsberedskab "; 0,0; 0,0; 10,0; 40,3; 40,5; 41,5
"124101 Redningsberedskabet "; 0,0; 0,0; 10,0; 40,3; 40,5; 41,5
"12410140 Reserve redningsberedskab "; 0,0; 0,0; 10,0; 40,3; 40,5; 41,5
"125 Militærnægterområdet "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"1251 Militærnægteradministrationen "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"125101 Militærnægteradministrationen "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"12510110 Almindelig virksomhed "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"15 Socialministeriet "; 0,0; 0,0; -915,8; -328,6; -413,2; -326,6
"151 Fællesudgifter "; 5,8; 6,0; 804,4; 802,1; 706,9; 704,0
"1511 Centralstyrelsen "; 12,6; 12,9; -655,5; -107,5; 134,6; 467,2
"151101 Departementet "; 0,0; 0,0; 4,8; 1,8; 1,8; 1,8
"15110110 Almindelig virksomhed "; 0,0; 0,0; 4,8; 1,8; 1,8; 1,8
"151130 Specialrådgivning og Social Service "; 0,0; 0,0; 44,0; 42,5; 50,5; 50,7
"15113010 Almindelig virksomhed "; 1,4; 5,2; 34,5; 33,0; 41,0; 41,3
"15113011 VISO-opbygning "; -1,4; -5,2; -5,3; -5,3; -5,3; -5,4
"15113031 Videns- og formidlingsarbejde om børn og unge"; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15113032 Videns- og formidlingsarbejde om handicap "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"15113060 Videns- og formidlingsarbejde "; 0,0; 0,0; 6,8; 6,8; 6,8; 6,8
"151131 Rådgivning og udredning "; 0,0; 0,0; 185,9; 185,9; 185,9; 185,9
"15113110 Rådgivning og udredning "; 0,0; 0,0; 185,9; 185,9; 185,9; 185,9
"151140 Videnscentre "; 12,6; 12,9; 34,4; 34,0; 34,0; 33,8
"15114010 Videnscenter for Synshandicap "; 0,0; 0,0; 3,4; 3,4; 3,4; 3,4
"15114011 Dansk Videnscenter for Stammen "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15114012 Videnscenter for Hjerneskade "; 0,0; 0,0; 3,5; 3,5; 3,5; 3,5
"15114013 Døvblevne, døve og hørehæmmede "; 0,0; 0,0; 3,4; 3,4; 3,4; 3,4
"15114014 Dansk Videnscenter for Ordblindhed "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15114015 Videnscenter for Bevægelseshandicap "; 0,0; 0,0; 2,2; 2,2; 2,2; 2,2
"15114016 Videnscenter for Døvblindblevne "; 0,0; 0,0; 2,2; 2,2; 2,2; 2,2
"15114017 Videnscenter om Epilepsi "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15114018 Center for Små Handicapgrupper "; 5,8; 6,0; 6,6; 6,2; 6,2; 6,0
"15114019 Videncenter for Socialpsykiatri "; 6,8; 6,9; 7,1; 7,1; 7,1; 7,1
"151141 Tilskud til Hjælpemiddelinstituttet "; 0,0; 0,0; 15,4; 15,4; 15,4; 15,4
"15114110 Tilskud til Hjælpemiddelinstituttet "; 0,0; 0,0; 15,4; 15,4; 15,4; 15,4
"151179 Reserver og budgetregulering "; 0,0; 0,0; -940,0; -387,1; -153,0; 179,6
"15117902 Reserve til overførte amtslige opgaver "; 0,0; 0,0; -1747,1; -1193,4; -851,1; -519,3
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 36,6; 36,8; 37,6; 38,4
"15117940 udsatte gravide og anbragte børn "; 0,0; 0,0; 20,0; 20,0; 20,0; 20,0
"15117950 plejehjemsinformation "; 0,0; 0,0; 9,0; 8,0; 8,0; 8,0
"15117952 budgetregulering "; 0,0; 0,0; 841,5; 841,5; 732,5; 732,5
"15117953 Budgetregulering vedrørende byfornyelse "; 0,0; 0,0; -100,0; -100,0; -100,0; -100,0
"1513 Forsknings- og forsøgsvirksomhed m.v. "; -6,8; -6,9; 11,6; 15,5; 20,5; 16,8
"151301 Socialforskningsinstituttet "; 0,0; 0,0; 3,0; 0,0; 0,0; 0,0
"15130130 Opdatering af ældredatabasen "; 0,0; 0,0; 3,0; 0,0; 0,0; 0,0
"151311 Omstillingsinitiativer m.v. "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"15131110 Omstillingsinitiativer m.v. "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"151323 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 7,8; 14,8; 20,3; 17,0
"15132310 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 2,8; 4,0; 5,0; 0,0
"15132350 Kvalitets- og vidensudvikling på handicapområ"; 0,0; 0,0; 5,0; 10,8; 15,3; 17,0
"151326 Videnscenter for socialpsykiatri "; -6,8; -6,9; -7,1; -7,1; -7,1; -7,1
"15132620 Videnscenter for socialpsykiatri "; -6,8; -6,9; -7,1; -7,1; -7,1; -7,1
"151328 Frivilligt arbejde inden for det sociale felt "; 0,0; 0,0; 2,9; 3,1; 2,6; 2,2
"15132840 Udviklingsprojekter, friv. sociale område "; 0,0; 0,0; -0,1; 0,0; 0,0; 0,0
"15132860 Center for socialt entreprenørskab "; 0,0; 0,0; 3,0; 3,1; 2,6; 2,2
"151350 Fællesudgifter vedrørende institutionsområdet "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"15135040 Øvrige institutioner, fællesudgifter, ØD "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"151356 Forsknings- og udviklingsaktiviteter "; 0,0; 0,0; 4,1; 4,1; 4,1; 4,1
"15135610 Forsknings- og udviklingsaktiviteter "; 0,0; 0,0; 4,1; 4,1; 4,1; 4,1
"1515 Grundtakstmodel, overgangsordning "; 0,0; 0,0; 1448,3; 894,1; 551,8; 220,0
"151503 Den centrale refusionsordning "; 0,0; 0,0; 1448,3; 894,1; 551,8; 220,0
"15150310 Den centrale refusionsordning "; 0,0; 0,0; 1448,3; 894,1; 551,8; 220,0
"153 Individuel boligstøtte "; 0,0; 0,0; 75,0; 77,2; 79,5; 81,7
"1531 Boligydelse til pensionister "; 0,0; 0,0; 75,0; 77,2; 79,5; 81,7
"153101 Boligydelse til pensionister "; 0,0; 0,0; 75,0; 77,2; 79,5; 81,7
"15310110 Boligydelse til pensionister "; 0,0; 0,0; 75,0; 77,2; 79,5; 81,7
"154 Kontantydelser "; 0,0; 0,0; -5,8; -5,8; -5,8; -5,8
"1541 Anden kontanthjælp "; 0,0; 0,0; -24,3; -24,3; -24,3; -24,3
"154108 Flytning og hjælp i enkelttilfælde "; 0,0; 0,0; -24,3; -24,3; -24,3; -24,3
"15410810 Flytning og hjælp i enkelttilfælde "; 0,0; 0,0; -24,3; -24,3; -24,3; -24,3
"1543 Hjælp til flygtninge "; 0,0; 0,0; 18,5; 18,5; 18,5; 18,5
"154301 Hjælp til flygtninge m.v. i enkelttilfælde "; 0,0; 0,0; 18,5; 18,5; 18,5; 18,5
"15430110 Hjælp til flygtninge m.v. i enkelttilfælde "; 0,0; 0,0; 18,5; 18,5; 18,5; 18,5
"155 støtte til bolig "; 0,0; 0,0; -1013,6; -547,3; -445,3; -445,1
"1551 Alment boligbyggeri "; 0,0; 0,0; -915,0; -547,3; -445,3; -445,1
"155101 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -589,0; -147,0; -73,0; -73,0
"15510140 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -589,0; -147,0; -73,0; -73,0
"155102 Ungdomsboligbidrag til almene boliger "; 0,0; 0,0; -9,0; -9,0; -9,0; -9,0
"15510210 Ungdomsboligbidrag til almene boliger "; 0,0; 0,0; -9,0; -9,0; -9,0; -9,0
"155103 Tilskud til indretning af servicearealer "; 0,0; 0,0; -38,0; 0,0; 0,0; 0,0
"15510310 Tilskud til indretning af servicearealer "; 0,0; 0,0; -38,0; 0,0; 0,0; 0,0
"155104 Administrationsgebyr "; 0,0; 0,0; 3,5; 3,6; 1,0; 1,2
"15510410 Administrationsgebyr, Økonomistyrelsen "; 0,0; 0,0; 3,5; 3,6; 1,0; 1,2
"155107 Indtægter fra Landsbyggefonden "; 0,0; 0,0; -282,5; -394,9; -364,3; -364,3
"15510710 Indtægter fra Landsbyggefonden "; 0,0; 0,0; -282,5; -394,9; -364,3; -364,3
"1552 Privat boligbyggeri "; 0,0; 0,0; -98,6; 0,0; 0,0; 0,0
"155203 Støtte til privat udlejningsbyggeri "; 0,0; 0,0; -98,6; 0,0; 0,0; 0,0
"15520310 Tilskud til privat udlejningsbyggeri "; 0,0; 0,0; -98,6; 0,0; 0,0; 0,0
"156 Bistand og pleje for handicappede "; -5,8; -6,0; 18,0; 18,5; 16,4; 8,1
"1564 Bistand og pleje for handicappede "; -5,8; -6,0; 18,0; 18,5; 16,4; 8,1
"156401 Kennedy - Øjenklinikken "; 0,0; 0,0; 1,8; 1,8; 1,8; 1,8
"15640131 Center for Rett syndrom "; 0,0; 0,0; 1,8; 1,8; 1,8; 1,8
"156405 DUKH "; 0,0; 0,0; 10,3; 10,3; 10,3; 10,3
"15640510 DUKH "; 0,0; 0,0; 10,3; 10,3; 10,3; 10,3
"156406 Center for Små Handicapgrupper "; -5,8; -6,0; -6,0; -4,8; -4,7; -4,6
"15640610 Center for Små Handicapgrupper "; -5,8; -6,0; -6,0; -4,8; -4,7; -4,6
"156450 Organisationer m.v. på handicaprådet "; 0,0; 0,0; 11,9; 11,2; 9,0; 0,6
"15645011 Foreningen af Danske DøvBlinde "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"15645012 Danske Døves Landsforbund "; 0,0; 0,0; 4,7; 4,2; 2,9; 0,0
"15645021 TV-Glad "; 0,0; 0,0; 3,0; 3,0; 3,0; 0,0
"15645022 ADHD-foreningen "; 0,0; 0,0; 2,5; 2,5; 2,5; 0,0
"15645023 De Samvirkende Invalideorganisationers Ungdom"; 0,0; 0,0; 1,1; 0,9; 0,0; 0,0
"157 Øvrige bistandsordninger "; 0,0; 0,0; 476,3; 431,3; 369,5; 383,0
"1572 Forsorgshjem "; 0,0; 0,0; 8,0; 0,0; 0,0; 0,0
"157203 Møltrup Optagelseshjem "; 0,0; 0,0; 8,0; 0,0; 0,0; 0,0
"15720350 Renovering af beboelsesafsnittet m.v. "; 0,0; 0,0; 8,0; 0,0; 0,0; 0,0
"1574 Bistand, psykiatriske patienter "; 0,0; 0,0; 108,4; 110,9; 125,9; 125,9
"157410 Sociale tilbud til personer med sindslidelser "; 0,0; 0,0; 108,4; 110,9; 125,9; 125,9
"15741010 Psykiatriaftale 2003-2006 "; 0,0; 0,0; -5,0; -5,0; 0,0; 0,0
"15741012 Videreførsel af Psykiatriaftalen "; 0,0; 0,0; -4,1; -4,1; -4,1; -4,1
"15741013 Psykiatriaftale 2007-2010 "; 0,0; 0,0; 120,0; 120,0; 130,0; 130,0
"15741020 Fremrykningspuljen "; 0,0; 0,0; -1,1; 0,0; 0,0; 0,0
"15741030 Sociale tilbud til personer med sindslidelser"; 0,0; 0,0; -1,4; 0,0; 0,0; 0,0
"1575 Særligt udsatte grupper "; 0,0; 0,0; 359,9; 320,4; 243,6; 257,1
"157504 Særlig indsats, de svagest stillede børn/unge "; 0,0; 0,0; -6,0; 6,0; 0,0; 0,0
"15750410 SIBU "; 0,0; 0,0; -6,0; 6,0; 0,0; 0,0
"157510 Børne- og familiepolitiske område "; 0,0; 0,0; 4,0; 1,0; 2,0; 2,0
"15751071 Indsatsen overfor de mest udsatte 0-3-årige "; 0,0; 0,0; 4,0; 1,0; 2,0; 2,0
"157513 Handleplan for hjemløse "; 0,0; 0,0; -0,5; 0,0; 0,0; 0,0
"15751310 Handleplan for hjemløse "; 0,0; 0,0; -0,5; 0,0; 0,0; 0,0
"157518 Forstærket indsats over for kriminelle unge "; 0,0; 0,0; 9,0; 18,0; 18,0; 18,0
"15751840 Forbedring af ungdomssanktionen "; 0,0; 0,0; 9,0; 18,0; 18,0; 18,0
"157526 Pulje til socialt udsatte grupper "; 0,0; 0,0; -2,7; -3,1; 10,0; 10,0
"15752610 Pulje til socialt udsatte grupper "; 0,0; 0,0; -10,5; -13,1; 0,0; 0,0
"15752620 Prostitutionsområdet "; 0,0; 0,0; -0,8; 0,0; 0,0; 0,0
"15752632 Voldsramte kvinder og børn, kvindekrisecentre"; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"15752641 Indsats over for unge hashmisbrugere "; 0,0; 0,0; -1,4; 0,0; 0,0; 0,0
"157527 Fremme af kønsligestilling "; 0,0; 0,0; 31,2; 5,2; 24,2; 34,2
"15752720 Initiativer til bekæmpelse af menneskehandel "; 0,0; 0,0; 20,0; 0,0; 20,0; 30,0
"15752731 Alternativ til Vold "; 0,0; 0,0; 0,7; 0,7; 0,7; 0,7
