"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2007";"2008";"2009";"2010";"2011";"2012" 
"07160410 Vedligeholdelse, anlæg vedr. slotte og haver "; 0,0; 0,0; 11,6; 2,0; 0,0; 0,0
"08 Økonomi- og Erhvervsministeriet "; 0,0; 0,0; -7,8; -119,8; -126,1; -111,6
"081 Fællesudgifter "; 0,0; 0,0; 20,1; 5,8; -4,0; -3,7
"0811 Centralstyrelsen "; 0,0; 0,0; 20,1; 5,8; -4,0; -3,7
"081101 Departementet "; 0,0; 0,0; -4,3; -3,9; -4,0; -3,9
"08110110 Almindelig virksomhed "; 0,0; 0,0; -4,3; -3,9; -4,0; -3,9
"081103 Den Nordiske Investeringsbank "; 0,0; 0,0; 30,0; 10,0; 0,0; 0,0
"08110330 Nordisk Investeringsbank "; 0,0; 0,0; 30,0; 10,0; 0,0; 0,0
"081111 De Økonomiske Råd "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"08111110 Almindelig virksomhed "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"081121 KoncernØkonomi "; 0,0; 0,0; -16,1; -15,5; -15,4; -15,1
"08112110 Almindelig virksomhed "; 0,0; 0,0; -16,1; -15,5; -15,4; -15,1
"08112190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"081122 Koncern IT "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"08112210 Almindelig virksomhed "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"08112290 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"081179 Reserver og budgetregulering "; 0,0; 0,0; 9,6; 14,4; 14,6; 14,5
"08117910 Lønninger m.v. "; 0,0; 0,0; -0,9; -0,8; -0,7; -0,8
"08117950 Pulje til styrket statistikdækning "; 0,0; 0,0; -4,5; 0,0; 0,0; 0,0
"08117987 Reserve til betaling til ASC "; 0,0; 0,0; 15,0; 15,2; 15,3; 15,3
"082 Erhvervsregulering "; 0,0; 0,0; 2,1; -2,0; -2,0; -2,0
"0821 Tilsyns- og registreringsvirksomhed "; 0,0; 0,0; 4,1; -0,1; -0,1; -0,1
"082111 Konkurrencestyrelsen "; 0,0; 0,0; -0,7; -0,7; -0,7; -0,7
"08211110 Almindelig virksomhed "; 0,0; 0,0; -0,7; -0,7; -0,7; -0,7
"082121 Erhvervs- og Selskabsstyrelsen "; 0,0; 0,0; 4,8; 0,6; 0,6; 0,6
"08212110 Almindelig virksomhed "; 0,0; 0,0; 1,3; 0,6; 0,6; 0,6
"08212111 Administrative lettelser "; 0,0; 0,0; 3,5; 0,0; 0,0; 0,0
"082141 Patent- og Varemærkestyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08214110 Driftsbudget "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0822 Erhvervs- og sikkerhedsforhold "; 0,0; 0,0; -0,4; -0,3; -0,3; -0,3
"082241 Sikkerhedsstyrelsen "; 0,0; 0,0; -0,4; -0,3; -0,3; -0,3
"08224110 Alm. virksomhed "; 0,0; 0,0; -0,4; -0,3; -0,3; -0,3
"0823 Finansielt tilsyn "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082301 Finanstilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08230110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0824 Forbrugerbeskyttelse og oplysning "; 0,0; 0,0; -1,6; -1,6; -1,6; -1,6
"082401 Forbrugerstyrelsen "; 0,0; 0,0; -1,6; -1,6; -1,6; -1,6
"08240110 Almindelig virksomhed "; 0,0; 0,0; -1,6; -1,6; -1,6; -1,6
"083 Erhvervsfremme og byggeri "; 0,0; 0,0; -28,2; -120,4; -116,8; -102,8
"0831 Fællesudgifter "; 0,0; 0,0; -1,0; -1,0; -1,0; -1,0
"083101 Erhvervs- og Byggestyrelsen "; 0,0; 0,0; -1,0; -1,0; -1,0; -1,0
"08310110 Almindelig virksomhed "; 0,0; 0,0; -1,0; -1,0; -1,0; -1,0
"0832 Eksportfinansiering og øststøtte m.v. "; 0,0; 0,0; 1,6; -55,4; -46,4; -32,4
"083203 Eksportfinansiering "; 0,0; 0,0; 1,6; -55,4; -46,4; -32,4
"08320370 Renteudligningsordning "; 0,0; 0,0; 0,0; -57,0; -48,0; -34,0
"08320380 Garantiordning for investeringer i østlande "; 0,0; 0,0; 1,3; 1,3; 1,3; 1,3
"08320385 Garantiordning for udviklingslande "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"0833 Erhvervsudvikling mv. "; 0,0; 0,0; -16,4; -39,9; -40,0; -40,0
"083304 LæsInd tilskudsordning "; 0,0; 0,0; -19,4; -39,9; -40,0; -40,0
"08330410 LæsInd L. 1203 27/12 2003 "; 0,0; 0,0; -19,4; -39,9; -40,0; -40,0
"083309 Arbejdskraftbesparende teknologi "; 0,0; 0,0; 3,0; 0,0; 0,0; 0,0
"08330910 erhvervsmæssige potentialer "; 0,0; 0,0; 3,0; 0,0; 0,0; 0,0
"0837 Byggeri "; 0,0; 0,0; -12,4; -24,1; -29,4; -29,4
"083705 Tilgængelighed til de fysiske omgivelser "; 0,0; 0,0; 8,0; 5,0; 6,0; 6,0
"08370540 Tilgængelighedspulje "; 0,0; 0,0; 8,0; 5,0; 6,0; 6,0
"083713 Arkitektkonkurrence "; 0,0; 0,0; 7,0; 6,3; 0,0; 0,0
"08371310 Arkitektkonkurrence "; 0,0; 0,0; 7,0; 6,3; 0,0; 0,0
"083779 Reserve, budgetregulering overførselsrammen "; 0,0; 0,0; -27,4; -35,4; -35,4; -35,4
"08377950 erhvervsstøtte "; 0,0; 0,0; -27,4; -35,4; -35,4; -35,4
"085 Statistik "; 0,0; 0,0; -0,8; -2,1; -2,2; -2,0
"0851 Statistik "; 0,0; 0,0; -0,8; -2,1; -2,2; -2,0
"085101 Danmarks Statistik "; 0,0; 0,0; -0,8; -2,1; -2,2; -2,0
"08510110 Almindelig virksomhed "; 0,0; 0,0; -0,8; -2,1; -2,2; -2,0
"087 Søfart "; 0,0; 0,0; -1,0; -1,1; -1,1; -1,1
"0871 Søfart "; 0,0; 0,0; -1,0; -1,1; -1,1; -1,1
"087101 Søfartsstyrelsen "; 0,0; 0,0; -0,9; -0,9; -0,9; -0,9
"08710110 Almindelig virksomhed "; 0,0; 0,0; -0,9; -0,9; -0,9; -0,9
"087114 Maritime uddannelser "; 0,0; 0,0; -0,1; -0,2; -0,2; -0,2
"08711420 Maritime uddannelser "; 0,0; 0,0; -0,1; -0,2; -0,2; -0,2
"09 Skatteministeriet "; 0,0; 0,0; 409,1; 5,2; 5,1; 4,9
"091 Fællesudgifter "; 0,0; 0,0; -0,2; -0,3; -0,3; -0,3
"0911 Centralstyrelsen "; 0,0; 0,0; -0,2; -0,3; -0,3; -0,3
"091101 Departementet "; 0,0; 0,0; -0,1; -0,2; -0,2; -0,2
"09110110 Almindelig virksomhed "; 0,0; 0,0; -0,1; -0,2; -0,2; -0,2
"091102 Landsskatteretten "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"09110210 Almindelig virksomhed "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"091179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09117986 Budgetregulering vedr. ASC "; 0,0; 0,0; -8,2; -11,5; -11,5; -11,3
"09117987 Reserve til betaling til ASC "; 0,0; 0,0; 8,2; 11,5; 11,5; 11,3
"092 Forvaltning "; 0,0; 0,0; 362,3; 2,7; 2,7; 2,7
"0921 Skatte- og afgiftsforvaltning "; 0,0; 0,0; 362,3; 2,7; 2,7; 2,7
"092101 Skat "; 0,0; 0,0; 352,3; -7,3; -7,3; -7,3
"09210110 Almindelig virksomhed "; 0,0; 0,0; 352,3; -7,3; -7,3; -7,3
"092103 Gebyrer, retsafgifter mv. "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"09210320 Gebyrer og formålsbestemte afgifter "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"093 Statens It "; 0,0; 0,0; 47,0; 2,8; 2,7; 2,5
"0931 Statens It "; 0,0; 0,0; 47,0; 2,8; 2,7; 2,5
"093101 Statens It "; 0,0; 0,0; 47,0; 2,8; 2,7; 2,5
"09310110 Statens It "; 0,0; 0,0; 47,0; 2,8; 2,7; 2,5
"11 Justitsministeriet "; 0,0; 0,0; 161,7; 234,9; 217,6; 142,4
"111 Fællesudgifter "; 0,0; 0,0; 0,9; -2,2; -3,7; -3,4
"1111 Centralstyrelsen "; 0,0; 0,0; 0,9; -2,2; -3,7; -3,4
"111101 Departementet "; 0,0; 0,0; 0,9; -0,1; -0,1; -0,1
"11110110 Almindelig virksomhed "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"11110140 Støtte til foreninger mv. "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"111179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -2,1; -3,6; -3,3
"11117986 Budgetregulering vedr. ASC "; 0,0; 0,0; -5,1; -18,2; -27,6; -27,0
"11117987 Reserve til betaling til ASC "; 0,0; 0,0; 5,1; 16,1; 24,0; 23,7
"112 Politivæsenet "; 0,0; 0,0; 161,7; 239,5; 223,7; 148,2
"1123 Politi "; 0,0; 0,0; 161,7; 239,5; 223,7; 148,2
"112301 Politiet og anklagemyndigheden mv. "; 0,0; 0,0; 161,7; 239,5; 223,7; 148,2
"11230110 Almindelig virksomhed "; 0,0; 0,0; 161,7; 239,5; 223,7; 148,2
"113 Kriminalforsorg "; 0,0; 0,0; 0,8; -0,1; -0,1; -0,1
"1131 Kriminalforsorg "; 0,0; 0,0; 0,8; -0,1; -0,1; -0,1
"113101 Direktoratet for Kriminalforsorgen "; 0,0; 0,0; -0,2; -0,3; -0,3; -0,3
"11310110 Almindelig virksomhed "; 0,0; 0,0; -0,2; -0,3; -0,3; -0,3
"113103 Kriminalforsorgen i anstalter og frihed "; 0,0; 0,0; 1,0; 0,2; 0,2; 0,2
"11310310 Almindelig virksomhed "; 0,0; 0,0; 1,0; 0,2; 0,2; 0,2
"114 Retsvæsenet "; 0,0; 0,0; -1,7; -2,3; -2,3; -2,3
"1141 Fællesudgifter "; 0,0; 0,0; -3,2; -3,8; -3,8; -3,8
"114102 Retterne "; 0,0; 0,0; -3,1; -3,7; -3,7; -3,7
"11410210 Almindelig virksomhed "; 0,0; 0,0; -3,1; -3,7; -3,7; -3,7
"114105 Tinglysning "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"11410510 Tinglysning "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"1142 Sagsudgifter "; 0,0; 0,0; 1,5; 1,5; 1,5; 1,5
"114202 Fri proces og udgifter til advokathjælp "; 0,0; 0,0; 1,5; 1,5; 1,5; 1,5
"11420210 Fri proces og udgifter til advokathjælp "; 0,0; 0,0; 1,5; 1,5; 1,5; 1,5
"12 Forsvarsministeriet "; 0,0; 0,0; 982,5; -36,2; -38,6; -38,4
"121 Fællesudgifter "; 0,0; 0,0; 0,1; -3,3; -5,7; -5,5
"1211 Centralstyrelsen "; 0,0; 0,0; 0,1; -3,3; -5,7; -5,5
"121101 Departementet "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"12110110 Almindelig virksomhed "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"121179 Reserver og budgetregulering "; 0,0; 0,0; 0,1; -3,2; -5,6; -5,4
"12117986 Budgetregulering vedr. ASC "; 0,0; 0,0; 0,0; -5,7; -9,8; -9,6
"12117987 Reserve til betaling til ASC "; 0,0; 0,0; 0,1; 2,5; 4,2; 4,2
"122 Militært forsvar "; 0,0; 0,0; 973,9; -41,0; -41,0; -41,0
"1221 Forsvarskommandoen og Hjemmeværnet "; 0,0; 0,0; 973,9; -41,0; -41,0; -41,0
"122101 Forsvarskommandoen "; 0,0; 0,0; 974,9; -39,7; -39,7; -39,7
"12210110 Almindelig virksomhed "; 0,0; 0,0; 974,9; -39,7; -39,7; -39,7
"122103 Hjemmeværnet "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"12210310 Almindelig virksomhed "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"122120 Forsvarets Efterretningstjeneste "; 0,0; 0,0; -0,7; -1,0; -1,0; -1,0
"12212010 Almindelig virksomhed "; 0,0; 0,0; -0,7; -1,0; -1,0; -1,0
"123 Civil virksomhed "; 0,0; 0,0; 2,6; 2,5; 2,5; 2,5
"1231 Farvandsvæsen m.v. "; 0,0; 0,0; 2,6; 2,5; 2,5; 2,5
"123101 Farvandsvæsenet "; 0,0; 0,0; 2,6; 2,5; 2,5; 2,5
"12310110 Almindelig virksomhed "; 0,0; 0,0; -0,2; -0,8; -1,3; -1,8
"12310120 Understøttelsesordning, redningsmænd "; 0,0; 0,0; 2,8; 3,3; 3,8; 4,3
"124 Redningsberedskab "; 0,0; 0,0; 5,9; 5,6; 5,6; 5,6
"1241 Redningsberedskab "; 0,0; 0,0; 5,9; 5,6; 5,6; 5,6
"124101 Redningsberedskabet "; 0,0; 0,0; 5,9; 5,6; 5,6; 5,6
"12410110 Almindelig virksomhed "; 0,0; 0,0; 5,9; 5,6; 5,6; 5,6
"15 Indenrigs- og Socialministeriet "; 0,0; 0,0; -383,8; -328,5; -305,2; 102,8
"151 Fællesudgifter "; 0,0; 0,0; 307,7; 413,4; 418,5; 427,3
"1511 Centralstyrelsen "; 0,0; 0,0; 272,5; 386,0; 394,1; 403,9
"151101 Departementet "; 0,0; 0,0; 3,0; 3,3; 0,2; 0,2
"15110110 Almindelig virksomhed "; 0,0; 0,0; 3,0; 3,3; 0,2; 0,2
"151115 Forsøgsvirksomhed i landdistrikterne "; 0,0; 0,0; -4,0; -4,0; -4,0; -4,0
"15111510 Forsøgsvirksomhed i landdistrikterne "; 0,0; 0,0; -5,1; -5,1; -5,1; -5,1
"15111520 Støtte til øsekretariatet "; 0,0; 0,0; 1,1; 1,1; 1,1; 1,1
"151127 Det Kommunale og Regionale Evalueringsinstitu "; 0,0; 0,0; 1,0; 1,0; 1,0; 0,0
"15112710 Det Kommunale og Regionale Evalueringsinstitu"; 0,0; 0,0; 1,0; 1,0; 1,0; 0,0
"151179 Reserver og budgetregulering "; 0,0; 0,0; 272,5; 385,7; 396,9; 407,7
"15117910 Reserve vedrørende satspuljemidler "; 0,0; 0,0; 209,2; 240,2; 251,4; 261,8
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 71,3; 157,5; 157,5; 157,5
"15117957 Reduktion af energiudgifter "; 0,0; 0,0; -0,3; -0,5; -0,5; -0,5
"15117958 Budgetregulering vedrørende Barselsfonden "; 0,0; 0,0; -1,1; -1,1; -1,1; -1,1
"15117986 Budgetregulering vedr. ASC "; 0,0; 0,0; -11,7; -22,1; -22,6; -22,2
"15117987 Reserve til betaling til ASC "; 0,0; 0,0; 5,1; 11,7; 12,2; 12,2
"1513 Forsknings- og forsøgsvirksomhed m.v. "; 0,0; 0,0; 34,8; 26,7; 23,7; 22,7
"151301 SFI "; 0,0; 0,0; 6,9; 9,0; 6,0; 6,0
"15130110 Almindelig virksomhed "; 0,0; 0,0; 1,6; 1,6; 0,0; 0,0
"15130120 SFI Campbell "; 0,0; 0,0; 3,0; 6,0; 6,0; 6,0
"15130140 Børneforløbsundersøgelsen "; 0,0; 0,0; 2,3; 1,4; 0,0; 0,0
"151307 Frivilligrådet "; 0,0; 0,0; 1,0; 1,0; 1,0; 0,0
"15130710 Almindelig virksomhed "; 0,0; 0,0; 1,0; 1,0; 1,0; 0,0
"151323 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 6,0; 8,0; 8,0; 8,0
"15132310 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 4,0; 0,0; 0,0; 0,0
"15132360 Styrket indsats for børn og voksne med ADHD "; 0,0; 0,0; 2,0; 8,0; 8,0; 8,0
"151328 Frivilligt arbejde inden for det sociale felt "; 0,0; 0,0; 12,5; 0,0; 0,0; 0,0
"15132850 Udvikling af lokale frivilligcentre "; 0,0; 0,0; 12,5; 0,0; 0,0; 0,0
"151331 Tilbud om frivilligt arbejde som led i udd "; 0,0; 0,0; 8,4; 8,7; 8,7; 8,7
"15133110 Tilbud om frivilligt arbejde som led i udd "; 0,0; 0,0; 8,4; 8,7; 8,7; 8,7
"1517 Regional statsforvaltning "; 0,0; 0,0; 0,4; 0,7; 0,7; 0,7
"151701 Regional statsforvaltning "; 0,0; 0,0; 0,4; 0,7; 0,7; 0,7
"15170110 Almindelig virksomhed "; 0,0; 0,0; 0,4; 0,7; 0,7; 0,7
"152 Børnetilskud "; 0,0; 0,0; 44,6; 44,3; 44,2; 44,0
"1523 Andre ydelser til børn "; 0,0; 0,0; 44,6; 44,3; 44,2; 44,0
"152305 Forskudsvis udbetaling af børnebidrag m.v. "; 0,0; 0,0; 44,6; 44,3; 44,2; 44,0
"15230510 Forskudsvis udbetaling af børnebidrag m.v. "; 0,0; 0,0; 44,6; 44,3; 44,2; 44,0
"153 Individuel boligstøtte "; 0,0; 0,0; 67,4; 63,6; 61,5; 65,0
"1531 Boligydelse til pensionister "; 0,0; 0,0; 26,3; 26,2; 26,4; 28,9
"153101 Boligydelse til pensionister "; 0,0; 0,0; 26,3; 26,2; 26,4; 28,9
"15310120 Boligydelseslån til pensionister "; 0,0; 0,0; 26,3; 26,2; 26,4; 28,9
"1532 Øvrig individuel boligstøtte "; 0,0; 0,0; 45,1; 45,2; 45,4; 45,6
"153201 Boligsikring "; 0,0; 0,0; 0,1; 0,2; 0,4; 0,6
"15320110 Boligsikring "; 0,0; 0,0; 0,1; 0,2; 0,4; 0,6
"153202 Støtte til betaling af beboerindskud "; 0,0; 0,0; 45,0; 45,0; 45,0; 45,0
"15320210 Støtte til betaling af beboerindskud "; 0,0; 0,0; 45,0; 45,0; 45,0; 45,0
"1533 Boligydelseslån m.v., afdrag/afskrivninger "; 0,0; 0,0; -4,0; -7,8; -10,3; -9,5
"153302 Renteindt. af boligyd.lån, boligsik.lån m.v. "; 0,0; 0,0; -4,0; -7,8; -10,3; -9,5
"15330210 renteindtægter boliglån "; 0,0; 0,0; -4,0; -7,8; -10,3; -9,5
"154 Kontantydelser "; 0,0; 0,0; 71,8; 72,7; 73,6; 75,0
"1544 Udgifter i forbindelse med børns pleje "; 0,0; 0,0; 71,8; 72,7; 73,6; 75,0
"154405 Merudgifter "; 0,0; 0,0; 71,8; 72,7; 73,6; 75,0
"15440510 Merudg. t. forsør. i hjem. af børn u. 18 år "; 0,0; 0,0; 71,8; 72,7; 73,6; 75,0
"155 støtte til bolig "; 0,0; 0,0; -123,7; -14,8; -14,4; -14,4
"1551 Alment boligbyggeri "; 0,0; 0,0; -120,1; -11,6; -11,0; -11,0
"155101 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -196,0; -26,0; -26,0; -26,0
"15510140 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -196,0; -26,0; -26,0; -26,0
"155104 Administrationsgebyr "; 0,0; 0,0; 3,8; 0,4; -0,3; -0,3
"15510410 Administrationsgebyr, Økonomistyrelsen "; 0,0; 0,0; 3,8; 0,4; -0,3; -0,3
"155105 Indtægter fra Landsbyggefonden "; 0,0; 0,0; 49,9; 7,3; 7,3; 7,3
"15510510 Indtægter fra Landsbyggefonden "; 0,0; 0,0; 49,9; 7,3; 7,3; 7,3
"155151 Støtte til boligsocial indsats "; 0,0; 0,0; 22,2; 6,7; 8,0; 8,0
"15515110 boligområder "; 0,0; 0,0; 22,2; 6,7; 8,0; 8,0
"1552 Privat boligbyggeri "; 0,0; 0,0; -3,6; -3,2; -3,4; -3,4
"155204 Friplejeboliger "; 0,0; 0,0; -3,4; -3,2; -3,2; -3,2
"15520410 Udgifter til friplejeboliger "; 0,0; 0,0; -3,4; -3,2; -3,2; -3,2
"155205 Støtte til friplejeboliger "; 0,0; 0,0; -0,2; 0,0; -0,2; -0,2
"15520510 friplejeboliger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15520520 Administrationsgebyr, Økonomistyrelsen "; 0,0; 0,0; -0,2; 0,0; -0,2; -0,2
"157 Øvrige bistandsordninger "; 0,0; 0,0; 140,9; 132,5; 71,3; 62,9
"1572 Forsorgshjem "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"157201 Generelle udgifter, forsorgshjem m.v. "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"15720110 Generelle udgifter vedr. forsorgshjem m.v. "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"1574 Bistand, psykiatriske patienter "; 0,0; 0,0; 18,0; 7,0; 7,0; 7,0
"157412 Styrkelse af socialpsykiatrien "; 0,0; 0,0; 6,0; 0,0; 0,0; 0,0
"15741210 Styrkelse af socialpsykiatrien "; 0,0; 0,0; 6,0; 0,0; 0,0; 0,0
"157413 Sundhed til socialt udsatte "; 0,0; 0,0; 12,0; 7,0; 7,0; 7,0
"15741310 Sundhed til socialt udsatte "; 0,0; 0,0; 12,0; 7,0; 7,0; 7,0
