"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2010";"2011";"2012";"2013";"2014";"2015" 
"082141 Patent- og Varemærkestyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08214190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08214197 Tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0823 Finansielt tilsyn "; 0,0; 0,0; -1300,0; -500,0; 0,0; 0,0
"082301 Finanstilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08230110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082305 Finansiel Stabilitet A/S "; 560,3; 0,0; 0,0; 0,0; 0,0; 0,0
"08230520 Statsgaranti for simpel, usikret gæld "; 560,3; 0,0; 0,0; 0,0; 0,0; 0,0
"082306 Indtægter fra Bankpakken og Kreditpakken "; -560,3; 0,0; -1300,0; -500,0; 0,0; 0,0
"08230615 Provision af individuelle garantier "; -560,3; 0,0; -1300,0; -500,0; 0,0; 0,0
"083 Erhvervsfremme "; -108,0; -104,0; 4,0; -26,5; -89,2; -84,3
"0831 Fællesudgifter "; -108,0; -104,0; -121,6; -100,1; -91,2; -89,3
"083101 Erhvervs- og Byggestyrelsen "; -108,0; -105,2; -122,0; -100,5; -91,6; -89,7
"08310110 Almindelig virksomhed "; -115,4; -106,6; -119,2; -97,7; -88,8; -86,9
"08310120 Medlemsbidrag internationale organisationer "; -2,8; -2,8; -2,8; -2,8; -2,8; -2,8
"08310190 Indtægtsdækket virksomhed "; 0,0; -0,1; 0,0; 0,0; 0,0; 0,0
"08310195 Tilskudsfinansieret forskningsvirksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08310197 Andre tilskudsfinansierede aktiviteter "; 10,2; 4,3; 0,0; 0,0; 0,0; 0,0
"083104 Forskellige indtægter under EBST "; 0,0; 1,2; 0,4; 0,4; 0,4; 0,4
"08310410 Bøder vedr. lov om omsætning af fast ejendom "; 0,0; 1,2; 0,4; 0,4; 0,4; 0,4
"0832 Erhvervsudvikling, iværksætteri og innovation "; 0,0; 0,0; 55,6; 70,6; 0,0; 0,0
"083214 Hjemmeservice "; 0,0; 0,0; 55,6; 70,6; 0,0; 0,0
"08321410 Hjemmeservice "; 0,0; 0,0; 55,6; 70,6; 0,0; 0,0
"0833 Vækstfinansiering "; 0,0; 0,0; 70,0; 3,0; 2,0; 5,0
"083315 Vækstfonden "; 0,0; 0,0; 25,0; 0,0; 0,0; 0,0
"08331540 Kom-i-gang-lån "; 0,0; 0,0; 25,0; 0,0; 0,0; 0,0
"083316 Eksport Kredit Fonden "; 0,0; 0,0; 45,0; 3,0; 2,0; 5,0
"08331630 Tilbageførsel fra Danmarks Erhvervsfond "; 0,0; 0,0; 43,0; 6,0; 7,0; 5,0
"08331670 Renteudligningsordning "; 0,0; 0,0; 2,0; -3,0; -5,0; 0,0
"087 Søfart "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0871 Søfart "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"087114 Maritime uddannelser "; -2,9; 0,0; -3,8; -3,8; -3,8; -3,8
"08711470 CMSS "; -2,9; 0,0; -3,8; -3,8; -3,8; -3,8
"087115 Forskellige tilskud "; 2,9; 0,0; 3,8; 3,8; 3,8; 3,8
"08711560 CMSS "; 2,9; 0,0; 3,8; 3,8; 3,8; 3,8
"09 Skatteministeriet "; 0,0; 0,0; 125,3; 91,9; 50,6; 49,4
"091 Fællesudgifter "; 0,0; 0,0; -4,3; -17,0; -20,7; -20,4
"0911 Centralstyrelsen "; 0,0; 0,0; -4,3; -17,0; -20,7; -20,4
"091101 Koncerncentret "; 0,0; 0,0; -4,3; -17,0; -20,7; -20,4
"09110110 Almindelig virksomhed "; 0,0; 0,0; -4,3; -17,0; -20,7; -20,4
"092 Forvaltning "; 0,0; 0,0; 129,6; 108,9; 71,3; 69,8
"0921 Skatte- og afgiftsforvaltning "; 0,0; 0,0; 129,6; 108,9; 71,3; 69,8
"092101 SKAT "; 0,0; 0,0; 104,6; 83,9; 46,3; 44,8
"09210110 Almindelig virksomhed "; 0,0; 0,0; 104,6; 83,9; 46,3; 44,8
"092179 Reserver og budgetregulering "; 0,0; 0,0; 25,0; 25,0; 25,0; 25,0
"09217910 Reserve vedr. effektiviseringspotentiale "; 0,0; 0,0; 25,0; 25,0; 25,0; 25,0
"10 Økonomi- og Indenrigsministeriet "; 0,0; 0,0; -207,1; -0,2; -0,2; -0,2
"101 Fællesudgifter "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"1013 Regional statsforvaltning "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"101301 Regional statsforvaltning "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"10130110 Almindelig virksomhed "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"102 Tilskud til kommuner mv. "; 0,0; 0,0; -210,1; -3,2; -3,2; -3,2
"1021 Tilskud til kommuner "; 0,0; 0,0; -210,1; -3,2; -3,2; -3,2
"102111 Kommunerne "; 0,0; 0,0; -206,9; 0,0; 0,0; 0,0
"10211160 Selvbudgettering "; 0,0; 0,0; -206,9; 0,0; 0,0; 0,0
"102119 Fordeling af skattenedslag "; 0,0; 0,0; -3,2; -3,2; -3,2; -3,2
"10211910 Fordeling af skattenedslag som følge af perso"; 0,0; 0,0; -3,2; -3,2; -3,2; -3,2
"11 Justitsministeriet "; 0,0; 0,0; 1060,8; 776,2; 860,3; 975,3
"111 Fællesudgifter "; 0,0; 0,0; -39,7; -3,8; -8,7; -8,1
"1111 Centralstyrelsen "; 0,0; 0,0; -39,7; -3,8; -8,7; -8,1
"111101 Departementet "; 0,0; 0,0; -11,0; 7,0; 9,0; 9,0
"11110110 Almindelig virksomhed "; 0,0; 0,0; -13,0; 5,0; 7,0; 7,0
"11110140 Støtte til foreninger mv. "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"111105 Retshjælpsinstitutioner mv. "; 0,0; 0,0; 7,5; 7,5; 0,0; 0,0
"11110530 Retshjælpsinstitutioner mv. "; 0,0; 0,0; 7,5; 7,5; 0,0; 0,0
"111111 Civilstyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"11111110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"111112 Opsøgende retshjælp "; 0,0; 0,0; 2,0; 2,5; 2,5; 2,5
"11111210 Opsøgende retshjælp på gadeplan "; 0,0; 0,0; 2,0; 2,5; 2,5; 2,5
"111179 Reserver og budgetregulering "; 0,0; 0,0; -38,2; -20,8; -20,2; -19,6
"11117930 Reserver "; 0,0; 0,0; -17,5; -6,4; -5,8; -5,2
"11117940 Lønsumsreserve "; 0,0; 0,0; -6,3; 0,0; 0,0; 0,0
"11117960 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; -29,7; -29,7; -29,7; -29,7
"11117970 Analyse af tolkeområdet "; 0,0; 0,0; 15,3; 15,3; 15,3; 15,3
"112 Politivæsenet "; 0,0; 0,0; 560,7; 683,6; 770,7; 885,1
"1123 Politi "; 0,0; 0,0; 560,7; 683,6; 770,7; 885,1
"112301 Politiet og anklagemyndigheden mv. "; 0,0; 0,0; 556,7; 679,6; 766,7; 881,1
"11230110 Almindelig virksomhed "; 0,0; 0,0; 556,7; 679,6; 766,7; 881,1
"112313 Det Kriminalpræventive Råd "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"11231310 Det Kriminalpræventive Råd "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"113 Kriminalforsorg "; 0,0; 0,0; 227,4; 39,6; 39,0; 39,0
"1131 Kriminalforsorg "; 0,0; 0,0; 227,4; 39,6; 39,0; 39,0
"113101 Direktoratet for Kriminalforsorgen "; 0,0; 0,0; 4,3; 0,0; 0,0; 0,0
"11310110 Almindelig virksomhed "; 0,0; 0,0; 4,3; 0,0; 0,0; 0,0
"113103 Kriminalforsorgen i anstalter og frihed "; 0,0; 0,0; 223,1; 39,6; 39,0; 39,0
"11310310 Almindelig virksomhed "; 0,0; 0,0; 223,1; 39,6; 39,0; 39,0
"114 Retsvæsenet "; 0,0; 0,0; 164,2; -5,8; -5,8; -5,8
"1141 Fællesudgifter "; 0,0; 0,0; 164,2; -5,8; -5,8; -5,8
"114101 Domstolsstyrelsen "; 0,0; 0,0; 6,6; 0,0; 0,0; 0,0
"11410110 Almindelig virksomhed "; 0,0; 0,0; 6,6; 0,0; 0,0; 0,0
"114102 Retterne "; 0,0; 0,0; 140,2; -5,8; -5,8; -5,8
"11410210 Almindelig virksomhed "; 0,0; 0,0; 140,2; -5,8; -5,8; -5,8
"114104 Procesbevillingsnævnet "; 0,0; 0,0; 2,6; 0,0; 0,0; 0,0
"11410410 Almindelig virksomhed "; 0,0; 0,0; 2,6; 0,0; 0,0; 0,0
"114105 Tinglysning "; 0,0; 0,0; 14,8; 0,0; 0,0; 0,0
"11410510 Tinglysning "; 0,0; 0,0; -0,6; 0,0; 0,0; 0,0
"11410520 Udvikling af digitalt tinglysningssystem "; 0,0; 0,0; 15,4; 0,0; 0,0; 0,0
"115 Udlændinge "; 0,0; 0,0; 148,2; 62,6; 65,1; 65,1
"1151 Udgifter vedrørende udlændinge "; 0,0; 0,0; 148,2; 62,6; 65,1; 65,1
"115101 Udlændingeservice "; 0,0; 0,0; 58,1; 60,1; 65,1; 65,1
"11510110 Almindelig virksomhed "; 0,0; 0,0; 55,0; 57,0; 62,0; 62,0
"11510120 Særlige sagsomkostninger "; 0,0; 0,0; 2,7; 2,7; 2,7; 2,7
"11510176 Indtægter fra Udenrigsministeriet "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"115120 Drift og tilpasning af indkvarteringssystemet "; 0,0; 0,0; 28,7; 0,0; 0,0; 0,0
"11512010 Husleje og ejendomsudgifter "; 0,0; 0,0; 0,5; 0,0; 0,0; 0,0
"11512020 Bygningsmæssig drift og vedligeholdelse mv. "; 0,0; 0,0; -2,4; 0,0; 0,0; 0,0
"11512030 Øvr. driftudg. vedr. drift af indkv.systemet "; 0,0; 0,0; 3,7; 0,0; 0,0; 0,0
"11512040 Tilpasninger af indkvarteringssystemet "; 0,0; 0,0; 26,3; 0,0; 0,0; 0,0
"11512060 Diverse indtægter og udgifter "; 0,0; 0,0; 0,6; 0,0; 0,0; 0,0
"115121 Kontante ydelser mv. til asylansøgere m.fl. "; 0,0; 0,0; 5,4; 0,0; 0,0; 0,0
"11512110 Grundydelser til asylansøgere "; 0,0; 0,0; 5,9; 0,0; 0,0; 0,0
"11512120 Forsørgertillæg til asylansøgere "; 0,0; 0,0; 3,5; 0,0; 0,0; 0,0
"11512130 Tillægsydelser til asylansøgere "; 0,0; 0,0; 3,8; 0,0; 0,0; 0,0
"11512150 Naturalieydelser i modtagesystemet "; 0,0; 0,0; -7,8; 0,0; 0,0; 0,0
"115122 Indkvartering og underhold af asylansøgere "; 0,0; 0,0; 53,5; 0,0; 0,0; 0,0
"11512210 Opholdscentre "; 0,0; 0,0; 11,2; 0,0; 0,0; 0,0
"11512220 Omsorgscentre "; 0,0; 0,0; 4,2; 0,0; 0,0; 0,0
"11512230 Modtage-/udrejsecentre "; 0,0; 0,0; 19,8; 0,0; 0,0; 0,0
"11512240 Børnecentre "; 0,0; 0,0; 9,1; 0,0; 0,0; 0,0
"11512250 Fremrykket danskundervisning "; 0,0; 0,0; 4,0; 0,0; 0,0; 0,0
"11512260 Særlige social- og sundhedsydelser "; 0,0; 0,0; 5,2; 0,0; 0,0; 0,0
"115123 Tilskud og samarbejdspartnere "; 0,0; 0,0; 2,5; 2,5; 0,0; 0,0
"11512350 Dansk Flygtninghj. - dokumentation og rådg. "; 0,0; 0,0; 2,5; 2,5; 0,0; 0,0
"12 Forsvarsministeriet "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"122 Militært forsvar "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"1221 Forsvarskommandoen og Hjemmeværnet "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"122101 Forsvarskommandoen "; 0,0; 0,0; -5,3; -5,3; -5,3; -5,3
"12210110 Almindelig virksomhed "; 0,0; 0,0; -5,3; -5,3; -5,3; -5,3
"122120 Forsvarets Efterretningstjeneste "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"12212010 Almindelig virksomhed "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"124 Redningsberedskab "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"1241 Redningsberedskab "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"124101 Redningsberedskabet "; 0,0; 0,0; -1,7; 0,0; 0,0; 0,0
"12410110 Almindelig virksomhed "; 0,0; 0,0; -1,7; 0,0; 0,0; 0,0
"12410190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"124103 Beredskabsforbundet "; 0,0; 0,0; 1,7; 0,0; 0,0; 0,0
"12410320 Beredskabsforbundet, øvrige driftsudgifter "; 0,0; 0,0; 1,7; 0,0; 0,0; 0,0
"14 Ministeriet for By, Bolig og Landdistrikter "; 0,0; 0,0; -219,3; -12,3; -14,3; -49,3
"141 Fællesudgifter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"1411 Centralstyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"141101 Departementet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14110110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"145 Støtte til boligbyggeri, byfornyelse og bolig "; 0,0; 0,0; -219,3; -12,3; -14,3; -49,3
"1451 Alment boligbyggeri "; 0,0; 0,0; -215,9; -8,6; -10,6; -45,6
"145101 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -335,0; -86,3; -86,3; -86,3
"14510145 Ydelsesst. til almene boliger, eft. 1/7 2009 "; 0,0; 0,0; -331,6; -82,9; -82,9; -82,9
"14510150 Ydelsesstøtte til renovering "; 0,0; 0,0; -2,9; -2,9; -2,9; -2,9
"14510155 Ydelsesstøtte til universitetsnære "; 0,0; 0,0; -0,5; -0,5; -0,5; -0,5
"145103 Tilskud til indretning af servicearealer "; 0,0; 0,0; -40,0; 0,0; 0,0; 0,0
"14510310 Tilskud til indretning af servicearealer "; 0,0; 0,0; -40,0; 0,0; 0,0; 0,0
"145104 Administrationsgebyr vedr. almene boliger "; 0,0; 0,0; 6,1; 2,0; 0,0; 0,0
"14510410 Administrationsgebyr, Statens Administration "; 0,0; 0,0; 6,1; 2,0; 0,0; 0,0
"145105 Finansiering af alment nybyggeri "; 0,0; 0,0; 83,8; 21,7; 21,7; 21,7
"14510510 Indtægter fra Landsbyggefonden "; 0,0; 0,0; 83,8; 21,7; 21,7; 21,7
"145107 Statslån til Landsbyggefonden "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14510710 Statslån, Statens Administration "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14510715 Finansiering af forrentning af statslån "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"14510720 Renter af statslån, Statens Administration "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"145151 Støtte til boligsocial indsats "; 0,0; 0,0; 20,0; 15,0; 15,0; 15,0
"14515140 Forebyggelse af udsættelse af lejere "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"14515150 Støtte til lige muligheder for børn "; 0,0; 0,0; 10,0; 5,0; 5,0; 5,0
"145152 Støtte til startboliger til unge "; 0,0; 0,0; 49,2; 39,0; 39,0; 4,0
"14515210 Støtte til etabl. af startboliger til unge "; 0,0; 0,0; 49,2; 39,0; 39,0; 4,0
"1452 Privat boligbyggeri "; 0,0; 0,0; -3,4; -3,7; -3,7; -3,7
"145204 Administrationsgebyr vedrørede friplejebolig "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"14520420 Administrationsgebyr, Statens Administration "; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0
"145205 Støtte til friplejeboliger "; 0,0; 0,0; -3,7; -3,7; -3,7; -3,7
"14520515 Ydelsesstøtte til friplejeboliger "; 0,0; 0,0; -3,7; -3,7; -3,7; -3,7
"15 Social- og Integrationsministeriet "; 0,0; 0,0; -1076,3; -1204,7; -1451,4; -2118,6
"151 Fællesudgifter "; 0,0; 0,0; 133,6; 137,7; 137,4; 138,5
"1511 Centralstyrelsen "; 0,0; 0,0; 35,5; 68,4; 75,8; 81,6
"151101 Departementet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15110110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"151120 Rådet for Socialt Udsatte "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"15112010 Rådet for socialt udsatte "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"151132 Familiestyrelsen "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"15113210 Almindelig virksomhed "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"151179 Reserver og budgetregulering "; 0,0; 0,0; 28,5; 68,4; 75,8; 81,6
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 23,5; 68,4; 75,8; 81,6
"15117940 Styrkelse af Ankesystemet "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"1513 Forsknings- og forsøgsvirksomhed mv. "; 0,0; 0,0; 47,2; 27,0; 13,7; 10,0
"151301 SFI "; 0,0; 0,0; 13,0; 0,0; 0,0; 0,0
"15130110 Almindelig virksomhed "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"15130130 Opdatering af ældredatabasen "; 0,0; 0,0; 3,0; 0,0; 0,0; 0,0
"15130140 Børneforløbsundersøgelsen "; 0,0; 0,0; 9,0; 0,0; 0,0; 0,0
"151322 Mere viden om mennesker med handicap "; 0,0; 0,0; 10,8; 5,0; 3,7; 0,0
"15132220 Levevilkårsundersøgelse "; 0,0; 0,0; 4,0; 0,0; 0,0; 0,0
"15132230 Ny forskning om ADHD "; 0,0; 0,0; 3,0; 3,0; 0,0; 0,0
"15132240 Socialhistorisk projekt "; 0,0; 0,0; 2,0; 2,0; 3,7; 0,0
"15132250 Viden om etniske minoriteter og handicap "; 0,0; 0,0; 1,8; 0,0; 0,0; 0,0
"151323 Rammebeløb til handicappede mv. "; 0,0; 0,0; 1,4; 0,0; 0,0; 0,0
"15132321 Formidling og evaluering vedr ledsagelse "; 0,0; 0,0; 1,4; 0,0; 0,0; 0,0
"151328 Frivilligt arbejde inden for det sociale felt "; 0,0; 0,0; 22,0; 22,0; 10,0; 10,0
"15132830 Uddannelse, kurser mv., friv. sociale felt "; 0,0; 0,0; 12,0; 12,0; 0,0; 0,0
"15132870 Etablering af en frivillig gældsrådgiver "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
