"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2004";"2005";"2006";"2007";"2008";"2009" 
"15 Socialministeriet "; 0,0; 0,0; 1057,8; 1736,5; 1666,9; 293,8
"151 Fællesudgifter "; 0,0; 0,0; 1397,7; 1431,0; 1514,9; 393,1
"1511 Centralstyrelsen "; 0,0; 0,0; 1348,7; 1403,8; 1486,1; 369,9
"151101 Departementet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15110110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"151121 Ankestyrelsen "; -5,3; 0,0; 2,4; 0,0; 0,0; 0,1
"15112110 Almindelig virksomhed "; 0,0; 0,0; 2,4; 0,0; 0,0; 0,1
"15112190 Indtægtsdækket virksomhed "; -5,3; 0,0; 0,0; 0,0; 0,0; 0,0
"151122 Ankestyrelsen, arbejdsskadesager "; 5,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15112290 Indtægtsdækket virksomhed "; 5,3; 0,0; 0,0; 0,0; 0,0; 0,0
"151130 Styrelsen for Social Service "; 0,0; 0,0; 3,8; 3,0; 3,0; 3,0
"15113010 Almindelig virksomhed "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15113050 God Social Praksis "; 0,0; 0,0; 1,8; 1,0; 1,0; 1,0
"151179 Reserver og budgetregulering "; 0,0; 0,0; 1342,5; 1400,8; 1483,1; 366,8
"15117910 Budgetgaranti "; 0,0; 0,0; 0,0; 140,0; 99,0; 128,6
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 64,3; 134,9; 139,3; 141,6
"15117930 Reserver vedrørende plejeboliggaranti "; 0,0; 0,0; 138,2; 175,9; 184,8; 26,6
"15117940 Reserve vedrørende styrkelse af retssikkerhed"; 0,0; 0,0; 0,0; 20,0; 20,0; 20,0
"15117950 Reserver vedrørende ydelsesstøtte mv. "; 0,0; 0,0; -160,0; -70,0; -60,0; 50,0
"15117951 budgetregulering "; 0,0; 0,0; 1300,0; 1000,0; 1100,0; 0,0
"1513 Forsknings- og forsøgsvirksomhed m.v. "; 0,0; 0,0; 49,0; 27,2; 28,8; 23,2
"151301 Socialforskningsinstituttet "; 0,0; 0,0; 4,9; 1,4; 0,0; 5,4
"15130110 Almindelig virksomhed "; 0,0; 0,0; 4,9; 1,4; 0,0; 5,4
"151302 Center for selvmordsforskning "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"15130230 Center for Selvmordsforskning, løn "; 0,0; 0,0; 0,7; 0,7; 0,7; 0,7
"15130240 Center for Selvmordsforskning, driftsudgifter"; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"151306 VFC Socialt Udsatte "; 0,0; 0,0; 11,5; 11,5; 11,5; 11,5
"15130630 Prostitution, løn "; 0,0; 0,0; 2,9; 2,9; 2,9; 2,9
"15130640 Prostitution, øvrige driftsudgifter "; 0,0; 0,0; 1,4; 1,4; 1,4; 1,4
"15130650 Alkohol, løn "; 0,0; 0,0; 3,1; 3,1; 3,1; 3,1
"15130660 Alkohol, øvrige driftsudgifter "; 0,0; 0,0; 1,6; 1,6; 1,6; 1,6
"15130670 Seksuelt misbrug, løn "; 0,0; 0,0; 1,7; 1,7; 1,7; 1,7
"15130680 Seksuelt misbrug, øvrige driftsudgifter "; 0,0; 0,0; 0,8; 0,8; 0,8; 0,8
"151311 Omstillingsinitiativer m.v. "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"15131110 Omstillingsinitiativer m.v. "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"151323 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"15132310 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"151324 Nye og nemmere veje "; 0,0; 0,0; 21,0; 6,0; 6,0; 1,3
"15132410 Nye og nemmere veje "; 0,0; 0,0; 21,0; 6,0; 6,0; 1,3
"151340 Udv. af socialt arbejde og brugerinddragelse "; 0,0; 0,0; -0,2; 0,0; 0,0; 0,0
"15134010 Metodeudvikling og formidling, bedre kvalitet"; 0,0; 0,0; -0,2; 0,0; 0,0; 0,0
"151342 Evaluering af det sociale område "; 0,0; 0,0; -0,7; 0,0; 0,0; 0,0
"15134210 Evaluering af det sociale område "; 0,0; 0,0; -0,7; 0,0; 0,0; 0,0
"151343 Genoptræning "; 0,0; 0,0; 5,0; 3,3; 6,3; 0,0
"15134310 Genoptræning "; 0,0; 0,0; 5,0; 3,3; 6,3; 0,0
"151351 Center f. Tegnsprog/Tegnstøttet Kommunikation "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"15135110 Center f. Tegnsprog/Tegnstøttet Kommunikation"; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"153 Individuel boligstøtte "; 0,0; 0,0; 46,5; 51,7; 47,5; 47,1
"1531 Boligydelse til pensionister "; 0,0; 0,0; -31,0; -36,3; -44,2; -54,4
"153101 Boligydelse til pensionister "; 0,0; 0,0; -31,0; -36,3; -44,2; -54,4
"15310110 Boligydelse til pensionister "; 0,0; 0,0; -31,0; -36,3; -44,2; -54,4
"1532 Øvrig individuel boligstøtte "; 0,0; 0,0; 77,5; 88,0; 91,7; 101,5
"153201 Boligsikring "; 0,0; 0,0; 77,5; 88,0; 91,7; 101,5
"15320110 Boligsikring "; 0,0; 0,0; 77,5; 88,0; 91,7; 101,5
"154 Kontantydelser "; 0,0; 0,0; -36,3; -36,8; -37,3; -37,3
"1543 Hjælp til flygtninge "; 0,0; 0,0; -36,3; -36,8; -37,3; -37,3
"154301 Hjælp til flygtninge m.v. i enkelttilfælde "; 0,0; 0,0; -36,3; -36,8; -37,3; -37,3
"15430110 Hjælp til flygtninge m.v. i enkelttilfælde "; 0,0; 0,0; -36,3; -36,8; -37,3; -37,3
"155 støtte til bolig "; 0,0; 0,0; -1276,3; -227,3; -227,3; -328,3
"1551 Alment boligbyggeri "; 0,0; 0,0; -1276,3; -227,3; -227,3; -328,3
"155101 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -238,3; -226,3; -226,3; -328,3
"15510140 Ydelsesstøtte til almene boliger "; 0,0; 0,0; -238,3; -226,3; -226,3; -328,3
"155104 Administrationsgebyr "; 0,0; 0,0; -1,0; -1,0; -1,0; 0,0
"15510410 Administrationsgebyr, Økonomistyrelsen "; 0,0; 0,0; -1,0; -1,0; -1,0; 0,0
"155107 Indtægter fra Landsbyggefonden "; 0,0; 0,0; -1037,0; 0,0; 0,0; 0,0
"15510710 Indtægter fra Landsbyggefonden "; 0,0; 0,0; -1037,0; 0,0; 0,0; 0,0
"156 Bistand og pleje for handicappede "; 0,0; 0,0; 15,9; 10,9; 6,9; 5,9
"1564 Bistand og pleje for handicappede "; 0,0; 0,0; 15,9; 10,9; 6,9; 5,9
"156401 Kennedy - Øjenklinikken "; 0,0; 0,0; 4,8; 2,4; 2,4; 2,4
"15640161 Behandling af mental retardering "; 0,0; 0,0; 4,8; 2,4; 2,4; 2,4
"156450 Organisationer m.v. på handicaprådet "; 0,0; 0,0; 11,1; 8,5; 4,5; 3,5
"15645014 Vejlefjord Neurorehabilitering "; 0,0; 0,0; 3,1; 2,0; 2,0; 2,0
"15645015 Landsforeningen Ligeværd "; 0,0; 0,0; 0,4; 0,0; 0,0; 0,0
"15645016 Sjældne Diagnoser "; 0,0; 0,0; 1,2; 1,0; 1,0; 0,0
"15645017 Center for Autisme "; 0,0; 0,0; 0,5; 0,0; 0,0; 0,0
"15645018 De Samvirkende Invalideorganisationer (DSI) "; 0,0; 0,0; 1,9; 1,5; 1,5; 1,5
"15645019 Dansk Blindesamfund "; 0,0; 0,0; 4,0; 4,0; 0,0; 0,0
"157 Øvrige bistandsordninger "; 0,0; 0,0; 564,5; 118,9; 120,1; 80,1
"1574 Bistand, psykiatriske patienter "; 0,0; 0,0; 0,0; 7,5; 7,5; 7,5
"157410 Sociale tilbud til personer med sindslidelser "; 0,0; 0,0; 0,0; 7,5; 7,5; 7,5
"15741012 Videreførsel af Psykiatriaftalen "; 0,0; 0,0; 0,0; 7,5; 7,5; 7,5
"1575 Særligt udsatte grupper "; 0,0; 0,0; 564,5; 111,4; 112,6; 72,6
"157506 Pulje til kvalitetsudvikling på ældreområdet "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"15750620 Undersøgelse af kommunal madservice "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"157510 Børne- og familiepolitiske område "; 0,0; 0,0; -0,9; 11,3; 3,8; 3,8
"15751010 Børne- og familiepolitiske område "; 0,0; 0,0; -7,0; 0,0; 0,0; 0,0
"15751020 Tilskud til uddannelse og evaluering "; 0,0; 0,0; -5,9; 0,0; 0,0; 0,0
"15751040 Utilpassede børn og unge "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"15751050 Hvervning af og støtte til plejefamilier "; 0,0; 0,0; 2,0; 0,8; 0,8; 0,8
"15751060 Projekt Janus "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"15751070 Forsøg med fritidspas "; 0,0; 0,0; 10,0; 7,5; 0,0; 0,0
"157516 Center for Rusmiddelforskning "; 0,0; 0,0; -1,0; 0,0; 0,0; 0,0
"15751610 Center for Rusmiddelforskning "; 0,0; 0,0; -1,0; 0,0; 0,0; 0,0
"157526 Pulje til socialt udsatte grupper "; 0,0; 0,0; -0,1; 3,1; 3,1; 3,1
"15752631 Videreførsel af kvindekrisecentre "; 0,0; 0,0; 0,0; 3,1; 3,1; 3,1
"15752641 Indsats over for unge hashmisbrugere "; 0,0; 0,0; -0,1; 0,0; 0,0; 0,0
"157527 Fremme af kønsligestilling "; 0,0; 0,0; 4,0; 5,0; 3,0; 3,0
"15752721 Oplysnings- og debatkampagne om prostitution "; 0,0; 0,0; 1,0; 2,0; 0,0; 0,0
"15752722 Fremme af kønsligestilling "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"157528 Social aktivering af socialt udsatte grupper "; 0,0; 0,0; 32,5; 2,0; 7,4; 0,0
"15752810 Social aktivering "; 0,0; 0,0; 32,5; 2,0; 7,4; 0,0
"157530 Pulje til ældre- og pensionsområdet "; 0,0; 0,0; 12,8; 10,2; 8,2; 1,2
"15753021 Pensionsportalen "; 0,0; 0,0; 3,0; 2,0; 1,0; 0,0
"15753060 Styrket indsats på frivillighedsområdet "; 0,0; 0,0; 4,6; 4,0; 0,0; 0,0
"15753061 Styrket indsats overfor ældre, etnisk "; 0,0; 0,0; 4,0; 3,0; 6,0; 0,0
"15753062 Visitering af frihedskæmpere "; 0,0; 0,0; 1,2; 1,2; 1,2; 1,2
"157535 Socialt udsatte grønlændere i Danmark "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15753511 Døgnværested for udsatte grønlændere "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15753512 De grønlandske huse "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"157536 Negativ social arv "; 0,0; 0,0; 10,0; 13,0; 26,0; 11,0
"15753610 Negativ social arv "; 0,0; 0,0; 10,0; 13,0; 26,0; 11,0
"157537 Forebyggelse af kriminalitet, under 15 "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"15753710 Forebyggelse af kriminalitet, under 15 "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"157538 Bedre og mere fleksibel hjemmehjælp "; 0,0; 0,0; 441,2; 0,0; 0,0; 0,0
"15753810 Bedre og mere fleksibel hjemmehjælp "; 0,0; 0,0; 441,2; 0,0; 0,0; 0,0
"157539 Udviklingsprojekter på hjemmehjælpsområdet "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"15753910 Udviklingsprojekter på hjemmehjælpsområdet "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"157550 Organisationer m.v. på børneomrområdet "; 0,0; 0,0; 13,2; 17,5; 15,1; 12,0
"15755014 Mødrehjælpen "; 0,0; 0,0; 5,1; 10,1; 10,4; 10,6
"15755016 Landsforeningen Børns Voksenvenner "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"15755019 Projekt Savn "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"15755020 Baglandet i Århus "; 0,0; 0,0; 1,6; 1,6; 1,6; 0,0
"15755021 Baglandet på Vesterbro "; 0,0; 0,0; 1,7; 1,7; 1,7; 0,0
"15755022 Forældreforeningen - Vi har mistet et barn "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"15755023 Foreningen Grønlandske Børn "; 0,0; 0,0; 0,7; 0,0; 0,0; 0,0
"15755024 Kvalitetssikring af anbringelsesområdet "; 0,0; 0,0; 2,7; 2,7; 0,0; 0,0
"157560 Organisationer på ældre- og pensionsområdet "; 0,0; 0,0; 1,1; 1,1; 1,1; 0,6
"15756014 Omsorgsorganisationernes Samråd "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"15756015 Sammenslutningen af ældreråd i Danmark "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,0
"157570 Reden "; 0,0; 0,0; 32,2; 30,2; 26,9; 19,9
"15757011 Reden Århus "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"15757012 Reden Odense "; 0,0; 0,0; 3,7; 3,4; 3,4; 3,4
"15757014 Fundamentet - krisecenter for mænd "; 0,0; 0,0; 5,5; 3,5; 3,5; 0,0
"15757015 Landsforeningen Bedre Psykatri "; 0,0; 0,0; 3,5; 3,5; 3,5; 3,5
"15757016 LAP "; 0,0; 0,0; 3,5; 3,5; 3,5; 0,0
"15757017 Socialt Udviklingscenter "; 0,0; 0,0; 1,9; 1,9; 2,0; 2,1
"15757018 Projekt Udenfor "; 0,0; 0,0; 4,7; 5,0; 5,1; 5,0
"15757019 Kirkens Korshær "; 0,0; 0,0; 3,5; 3,5; 0,0; 0,0
"15757020 Clean House "; 0,0; 0,0; 1,3; 1,3; 1,3; 1,3
"15757021 Landsforeningen KRIS "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"15757022 Støttecenter mod Incest i Danmark "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"15757023 Thora Center "; 0,0; 0,0; 1,5; 1,5; 1,5; 1,5
"15757024 FrejaCentret "; 0,0; 0,0; 0,1; 0,1; 0,1; 0,1
"158 Sociale pensioner "; 0,0; 0,0; 345,8; 388,1; 242,1; 133,2
"1581 Folkepension "; 0,0; 0,0; -462,5; -298,3; -307,4; -311,1
"158101 Folkepension, LB 1219 2004 "; 0,0; 0,0; -462,5; -298,3; -307,4; -311,1
"15810110 Folkepension til pensionister, LB 1219 2004 "; 0,0; 0,0; -498,9; -343,6; -353,4; -357,8
"15810120 Pensionister i udlandet "; 0,0; 0,0; 36,4; 45,3; 46,0; 46,7
