"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2006";"2007";"2008";"2009";"2010";"2011" 
"0811 Centralstyrelsen "; 0,0; 0,0; 3,9; 3,4; 3,4; 0,0
"081179 Reserver og budgetregulering "; 0,0; 0,0; 3,9; 3,4; 3,4; 0,0
"08117960 Budgetreg. vedr. digitale løsninger "; 0,0; 0,0; 3,9; 3,4; 3,4; 0,0
"082 Erhvervsregulering "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"0821 Tilsyns- og registreringsvirksomhed "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"082111 Konkurrencestyrelsen "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"08211110 Almindelig virksomhed "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"082121 Erhvervs- og Selskabsstyrelsen "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"08212110 Almindelig virksomhed "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"083 Erhvervsfremme og byggeri "; 0,0; 0,0; -2,3; -0,1; -0,1; -0,1
"0835 Regionaludvikling og beskæftigelse m.v. "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"083502 Turisme "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"08350210 VisitDenmark "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"0836 Afvikling af ophørte ordninger m.v. "; 0,0; 0,0; -2,3; 0,0; 0,0; 0,0
"083603 Garantifonden for skibsbygning m.v. "; 0,0; 0,0; -2,3; 0,0; 0,0; 0,0
"08360320 garantifond nedlæggelse "; 0,0; 0,0; -2,3; 0,0; 0,0; 0,0
"085 Statistik "; 0,0; 0,0; 1,0; 0,9; 0,9; 0,9
"0851 Statistik "; 0,0; 0,0; 1,0; 0,9; 0,9; 0,9
"085101 Danmarks Statistik "; 0,0; 0,0; 1,0; 0,9; 0,9; 0,9
"08510110 Almindelig virksomhed "; 0,0; 0,0; 1,0; 0,9; 0,9; 0,9
"087 Søfart "; 0,0; 0,0; -0,3; -0,5; -0,7; -0,7
"0871 Søfart "; 0,0; 0,0; -0,3; -0,5; -0,7; -0,7
"087114 Maritime uddannelser "; 0,0; 0,0; -0,3; -0,5; -0,7; -0,7
"08711420 Maritime uddannelser "; 0,0; 0,0; -0,3; -0,5; -0,7; -0,7
"11 Justitsministeriet "; 0,0; 0,0; 341,7; 300,6; 369,4; 408,0
"111 Fællesudgifter "; 0,0; 0,0; 43,9; -33,1; 4,9; 3,0
"1111 Centralstyrelsen "; 0,0; 0,0; 43,9; -33,1; 4,9; 3,0
"111101 Departementet "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"11110140 Støtte til foreninger mv. "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"111111 Civilstyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"11111110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"111112 Opsøgende retshjælp "; 0,0; 0,0; 4,9; 3,9; 3,9; 2,0
"11111210 Opsøgende retshjælp på gadeplan "; 0,0; 0,0; 3,0; 2,0; 2,0; 2,0
"11111220 Gadejuristen "; 0,0; 0,0; 1,9; 1,9; 1,9; 0,0
"111179 Reserver og budgetregulering "; 0,0; 0,0; 38,0; -38,0; 0,0; 0,0
"11117950 Obligatorisk opsparing "; 0,0; 0,0; 38,0; -38,0; 0,0; 0,0
"112 Politivæsenet "; 0,0; 0,0; 27,5; 8,2; 8,2; 7,1
"1123 Politi "; 0,0; 0,0; 27,5; 8,2; 8,2; 7,1
"112301 Politiet og anklagemyndigheden m.v. "; 0,0; 0,0; 27,5; 8,2; 8,2; 7,1
"11230110 Almindelig virksomhed "; 0,0; 0,0; 27,5; 8,2; 8,2; 7,1
"113 Kriminalforsorg "; 0,0; 0,0; 270,3; 325,5; 356,3; 397,9
"1131 Kriminalforsorg "; 0,0; 0,0; 270,3; 325,5; 356,3; 397,9
"113101 Direktoratet for Kriminalforsorgen "; 0,0; 0,0; 8,6; 11,7; 15,2; 17,2
"11310110 Almindelig virksomhed "; 0,0; 0,0; 8,6; 11,7; 15,2; 17,2
"113103 Kriminalforsorgen i anstalter og frihed "; 0,0; 0,0; 261,7; 313,8; 341,1; 380,7
"11310310 Almindelig virksomhed "; 0,0; 0,0; 261,7; 313,8; 341,1; 380,7
"15 Velfærdsministeriet "; 0,0; 0,0; 493,6; 1184,9; 1234,8; 1219,8
"151 Fællesudgifter "; 0,0; 0,0; 122,7; 339,1; 401,6; 396,2
"1511 Centralstyrelsen "; 0,0; 0,0; 75,5; 296,0; 358,5; 352,0
"151101 Departementet "; 0,0; 0,0; 0,0; 7,5; 1,0; 1,0
"15110110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 7,5; 1,0; 1,0
"151120 Rådet for Socialt Udsatte "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15112010 Rådet for socialt udsatte "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"151121 Ankestyrelsen "; 0,0; 0,0; 4,5; 1,2; 1,7; 1,2
"15112110 Almindelig virksomhed "; 0,0; 0,0; 4,5; 1,2; 1,7; 1,2
"151125 De sociale nævn "; 0,0; 0,0; 0,1; 0,6; 0,6; 0,6
"15112510 Almindelig virksomhed "; 0,0; 0,0; 0,1; 0,6; 0,6; 0,6
"151179 Reserver og budgetregulering "; 0,0; 0,0; 68,9; 284,7; 353,2; 347,2
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 68,9; 284,7; 353,2; 347,2
"1513 Forsknings- og forsøgsvirksomhed m.v. "; 0,0; 0,0; 30,0; 25,8; 20,8; 16,9
"151301 SFI "; 0,0; 0,0; -0,7; 2,3; -0,7; -0,5
"15130110 Almindelig virksomhed "; 0,0; 0,0; -0,7; -0,6; -0,6; -0,4
"15130120 Nordisk Campbell Center "; 0,0; 0,0; 0,0; 3,0; 0,0; 0,0
"15130150 Konkurrenceudsat bevilling "; 0,0; 0,0; 0,0; -0,1; -0,1; -0,1
"15130195 Tilskudsfinansieret forskningsvirksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"151323 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 16,7; 4,9; 2,9; -1,2
"15132310 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 10,8; -2,4; -2,2; -4,2
"15132340 Indsats for familier med handicappede børn "; 0,0; 0,0; 5,9; 7,3; 5,1; 3,0
"151328 Frivilligt arbejde inden for det sociale felt "; 0,0; 0,0; 16,0; 16,0; 16,0; 16,0
"15132830 Uddannelse, kurser m.v., friv. sociale felt "; 0,0; 0,0; 11,0; 11,0; 11,0; 11,0
"15132870 Etablering af en frivillig gældsrådgiver "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"15132880 Frivilligt Forum "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"151329 Fonden Socialøkonomi "; 0,0; 0,0; 2,8; 2,6; 2,6; 2,6
"15132910 Fonden Socialøkonomi "; 0,0; 0,0; 2,8; 2,6; 2,6; 2,6
"151340 Udv. af socialt arbejde og brugerinddragelse "; 0,0; 0,0; -0,7; 0,0; 0,0; 0,0
"15134030 Styrket inddragelse af brugere og pårørende "; 0,0; 0,0; -0,7; 0,0; 0,0; 0,0
"151343 Genoptræning "; 0,0; 0,0; -4,1; 0,0; 0,0; 0,0
"15134310 Genoptræning "; 0,0; 0,0; -4,1; 0,0; 0,0; 0,0
"1516 Reservation til anbringelsesreformen "; 0,0; 0,0; 17,2; 17,3; 22,3; 27,3
"151601 Reservation til anbringelsesreformen "; 0,0; 0,0; 17,2; 17,3; 22,3; 27,3
"15160140 Styrkelse af kvalitet "; 0,0; 0,0; 17,2; 17,3; 22,3; 27,3
"153 Individuel boligstøtte "; 0,0; 0,0; 0,0; 0,8; 0,8; 0,8
"1531 Boligydelse til pensionister "; 0,0; 0,0; 0,0; 0,8; 0,8; 0,8
"153101 Boligydelse til pensionister "; 0,0; 0,0; 0,0; 0,8; 0,8; 0,8
"15310110 Boligydelse til pensionister "; 0,0; 0,0; 0,0; 0,8; 0,8; 0,8
"154 Kontantydelser "; 0,0; 0,0; 4,0; 19,5; 21,9; 21,9
"1544 Udgifter i forbindelse med børns pleje "; 0,0; 0,0; 4,0; 18,1; 20,5; 20,5
"154405 Merudgifter "; 0,0; 0,0; 4,0; 18,1; 20,5; 20,5
"15440510 Merudg. t. forsør. i hjem. af børn u. 18 år "; 0,0; 0,0; 4,0; 18,1; 20,5; 20,5
"1545 Udg. t. pleje af pers. m. bet. og varigt ned. "; 0,0; 0,0; 0,0; 1,4; 1,4; 1,4
"154501 Merudg. for per. m. bet. og var. neds. fysisk "; 0,0; 0,0; 0,0; 1,4; 1,4; 1,4
"15450110 Merudg. f. per. m. bet. og var. neds. fysisk "; 0,0; 0,0; 0,0; 1,4; 1,4; 1,4
"155 støtte til bolig "; 0,0; 0,0; 5,0; 17,0; 17,0; 17,0
"1551 Alment boligbyggeri "; 0,0; 0,0; 5,0; 17,0; 17,0; 17,0
"155111 boligtyper "; 0,0; 0,0; 0,0; 12,0; 12,0; 12,0
"15511110 Boligtyper "; 0,0; 0,0; 0,0; 12,0; 12,0; 12,0
"155150 Boligsocialt Udviklingscenter "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15515010 Tilskud til Boligsocialt Udviklingscenter "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"156 Bistand og pleje for handicappede "; 0,0; 0,0; 33,6; 18,0; 16,3; 18,5
"1564 Bistand og pleje for handicappede "; 0,0; 0,0; 33,6; 18,0; 16,3; 18,5
"156408 Styrket indsats på botilbud m.v. "; 0,0; 0,0; 12,5; 12,5; 12,5; 12,5
"15640810 Styrket indsats på botilbud mv. "; 0,0; 0,0; 12,5; 12,5; 12,5; 12,5
"156416 Botilbud m.v. til yngre fysisk handicappede "; 0,0; 0,0; -1,0; 0,0; 0,0; 0,0
"15641620 Botilbud, indhold og aktiviteter "; 0,0; 0,0; -1,0; 0,0; 0,0; 0,0
"156417 Handicappedes botilbud "; 0,0; 0,0; -4,8; -3,9; -3,9; 0,0
"15641710 Handicappedes botilbud "; 0,0; 0,0; -4,8; -3,9; -3,9; 0,0
"156450 Organisationer m.v. på handicaprådet "; 0,0; 0,0; 26,9; 9,4; 7,7; 6,0
"15645019 Dansk Blindesamfund "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"15645024 Egmont Højskolen "; 0,0; 0,0; 16,4; 0,0; 0,0; 0,0
"15645025 Synscenter Refsnæs "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15645026 Landsforeningen LEV "; 0,0; 0,0; 0,6; 0,7; 0,7; 0,0
"15645027 Danmarks Bløderforening "; 0,0; 0,0; 0,8; 0,9; 0,2; 0,0
"15645028 Udviklingshæmmedes Landsforbund "; 0,0; 0,0; 0,6; 0,6; 0,8; 0,0
"15645029 deCIbel "; 0,0; 0,0; 1,8; 1,2; 0,0; 0,0
"15645030 Dansk Handicap Forbund "; 0,0; 0,0; 0,7; 0,0; 0,0; 0,0
"157 Øvrige bistandsordninger "; 0,0; 0,0; 312,4; 286,3; 273,0; 261,2
"1572 Forsorgshjem "; 0,0; 0,0; 7,9; 13,6; 13,6; 13,6
"157201 Generelle udgifter, forsorgshjem m.v. "; 0,0; 0,0; 5,8; 11,5; 11,5; 11,5
"15720110 Generelle udgifter vedr. forsorgshjem m.v. "; 0,0; 0,0; 5,8; 11,5; 11,5; 11,5
"157203 Møltrup Optagelseshjem "; 0,0; 0,0; 2,1; 2,1; 2,1; 2,1
"15720330 Møltrup Optagelseshjem "; 0,0; 0,0; 2,1; 2,1; 2,1; 2,1
"1574 Bistand, psykiatriske patienter "; 0,0; 0,0; 16,4; 19,2; 18,4; 19,4
"157409 Psykologbehandling til seksuelt misbrugte "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"15740910 Psykologbehandling til seksuelt misbrugte "; 0,0; 0,0; 4,0; 4,0; 4,0; 4,0
"157410 Sociale tilbud til personer med sindslidelser "; 0,0; 0,0; -31,2; -14,8; -15,6; -14,6
"15741010 Psykiatriaftale 2003-2006 "; 0,0; 0,0; -2,4; 0,0; 0,0; 0,0
"15741012 Videreførsel af Psykiatriaftalen "; 0,0; 0,0; -28,8; -14,8; -15,6; -14,6
"157411 Akutte tilbud til sindslidende "; 0,0; 0,0; 43,6; 30,0; 30,0; 30,0
"15741110 Akutte tilbud til sindslidende "; 0,0; 0,0; 43,6; 30,0; 30,0; 30,0
"1575 Særligt udsatte grupper "; 0,0; 0,0; 288,1; 253,5; 241,0; 228,2
"157511 Lige Muligheder "; 0,0; 0,0; 81,0; 81,0; 81,0; 81,0
"15751110 Opkvalificering af den tidlige indsats "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15751120 Kollegier for unge mødre "; 0,0; 0,0; 12,0; 13,5; 13,5; 17,0
"15751130 24-timers kontaktgaranti "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"15751140 Forsøg med efterværn for tidligere anbragte "; 0,0; 0,0; 12,0; 13,5; 13,5; 17,0
"15751150 Misbrugsbehandling for udsatte unge "; 0,0; 0,0; 19,0; 16,0; 16,0; 9,0
"15751160 Informationscenter om misbrug "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15751170 Sociale viceværter "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15751180 Bedste ven til sårbare børn og unge "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"15751190 Netværk og samtalegrupper "; 0,0; 0,0; 8,0; 8,0; 8,0; 8,0
"157521 Hjemløsestrategi "; 0,0; 0,0; 119,1; 104,5; 104,5; 105,5
"15752110 Indsats for at fjerne hjemløshed "; 0,0; 0,0; 119,1; 104,5; 104,5; 105,5
"157522 Rygeadgang og røgfrit miljø på væresteder "; 0,0; 0,0; 10,0; 2,0; 2,0; 2,0
"15752210 Rygeadgang og røgfrit miljø på væresteder "; 0,0; 0,0; 10,0; 2,0; 2,0; 2,0
"157523 Aktivitetstilbud på væresteder mv. "; 0,0; 0,0; 32,6; 24,3; 21,4; 28,8
"15752310 Aktivitetstilbud på væresteder mv. "; 0,0; 0,0; 32,6; 24,3; 21,4; 28,8
"157526 Pulje til socialt udsatte grupper "; 0,0; 0,0; -38,9; -19,1; -11,7; -21,3
"15752610 Pulje til socialt udsatte grupper "; 0,0; 0,0; -2,0; 0,0; 0,0; 0,0
"15752611 Permanent driftstilskud, Pulje til udsatte "; 0,0; 0,0; -25,9; -16,8; -19,7; -19,9
"15752631 Videreførsel af kvindekrisecentre "; 0,0; 0,0; -3,6; -2,3; -2,0; -1,9
"15752633 Evaluering af familierådgivning "; 0,0; 0,0; 0,5; 0,0; 0,0; 0,5
"15752641 Indsats over for unge hashmisbrugere "; 0,0; 0,0; -7,9; 0,0; 0,0; 0,0
"15752650 Social indsats over for alkoholmisbrugere "; 0,0; 0,0; 0,0; 0,0; 10,0; 0,0
"157527 Fremme af kønsligestilling "; 0,0; 0,0; 15,5; 1,5; -10,0; 0,0
"15752720 Initiativer til bekæmpelse af menneskehandel "; 0,0; 0,0; 10,0; 0,0; -10,0; 0,0
"15752723 Rettighedskampagne "; 0,0; 0,0; 5,5; 1,5; 0,0; 0,0
"157530 Pulje til ældre- og pensionsområdet "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15753021 Pensionsportalen "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"157536 Negativ social arv "; 0,0; 0,0; -8,4; -7,8; -7,8; -7,8
"15753610 Negativ social arv "; 0,0; 0,0; -8,4; -7,8; -7,8; -7,8
"157541 Initiativer vedrørende kvalitetsreformen "; 0,0; 0,0; 13,1; 13,7; 14,8; 5,3
"15754110 Forsøg med indberetning "; 0,0; 0,0; 0,0; 1,6; 3,2; 2,6
"15754120 Forsøg med øget frihed "; 0,0; 0,0; 6,0; 4,5; 2,0; 0,0
"15754130 Udvikling og forsøg med akkreditering "; 0,0; 0,0; 7,1; 7,6; 9,6; 2,7
"157542 Pulje vedrørende sikrede pladser "; 0,0; 0,0; 16,0; 0,0; 0,0; 0,0
"15754210 Pulje vedrørende sikrede pladser "; 0,0; 0,0; 16,0; 0,0; 0,0; 0,0
"157543 Information om initiativer "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"15754310 Information om initiativer "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"157550 Organisationer m.v. på børneområdet "; 0,0; 0,0; 24,6; 32,9; 31,7; 22,5
"15755010 Rådgivningscentret Unge & Sorg "; 0,0; 0,0; 0,0; 6,7; 6,8; 6,9
"15755011 Red Barnet "; 0,0; 0,0; 2,0; 2,0; 2,0; 0,0
"15755014 Mødrehjælpen "; 0,0; 0,0; 7,0; 9,0; 7,6; 7,7
"15755015 Landsforeningen af opholdssteder "; 0,0; 0,0; 2,0; 1,9; 2,0; 0,0
"15755017 Ungdommens Vel "; 0,0; 0,0; 1,9; 2,1; 2,3; 0,0
"15755030 Børn og Unge i Voldsramte Familier "; 0,0; 0,0; 1,5; 1,5; 1,5; 0,0
"15755031 SIND "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"15755032 Børns Vilkår "; 0,0; 0,0; 1,4; 1,3; 1,5; 0,0
"15755033 Landsforeningen til støtte ved Spædbarnsdød "; 0,0; 0,0; 2,5; 2,5; 2,5; 2,5
"15755034 ForældreLANDSforeningen "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"15755035 Familieplejen Danmark "; 0,0; 0,0; 3,4; 3,0; 2,6; 2,5
"157560 Organisationer på ældre- og pensionsområdet "; 0,0; 0,0; 2,9; 3,5; 0,5; 0,0
"15756010 Ældre Sagen "; 0,0; 0,0; 0,7; 3,1; 0,5; 0,0
"15756011 Ældremobiliseringen "; 0,0; 0,0; 0,6; 0,4; 0,0; 0,0
"15756013 Videnscenter på Ældreområdet "; 0,0; 0,0; 1,4; 0,0; 0,0; 0,0
"15756014 Omsorgsorganisationernes Samråd "; 0,0; 0,0; 0,2; 0,0; 0,0; 0,0
"157570 Tilskud til socialt udsatte "; 0,0; 0,0; 13,6; 15,0; 12,6; 10,2
"15757014 Fundamentet - krisecenter for mænd "; 0,0; 0,0; 2,3; 2,2; 0,0; 0,0
"15757019 Kirkens Korshær "; 0,0; 0,0; 3,5; 4,0; 4,0; 3,5
"15757025 Landsforeningen mod Spiseforstyrrelser "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"15757028 Hjemløsehuset "; 0,0; 0,0; 4,0; 4,5; 4,5; 4,0
"15757029 Dansk Arbejder Idrætsforbund "; 0,0; 0,0; 0,9; 1,6; 1,6; 1,7
"15757031 Foreningen Inside Out Aarhus "; 0,0; 0,0; 1,4; 1,3; 1,1; 0,4
"15757032 Shaloms behandlingshjem "; 0,0; 0,0; 0,9; 0,8; 0,8; 0,0
"158 Sociale pensioner "; 0,0; 0,0; 15,9; 504,2; 504,2; 504,2
"1581 Folkepension "; 0,0; 0,0; -5,0; 470,0; 470,0; 470,0
"158101 Folkepension, LB 484 2007 "; 0,0; 0,0; -5,0; 470,0; 470,0; 470,0
"15810110 Folkepension til pensionister, LB 484 2007 "; 0,0; 0,0; -5,0; 470,0; 470,0; 470,0
"1583 Almindelig førtidspension "; 0,0; 0,0; 2,6; 5,2; 5,2; 5,2
"158301 Almindelig førtidspension "; 0,0; 0,0; 2,6; 5,2; 5,2; 5,2
"15830130 Alm. førtidspension med 35 pct. refusion "; 0,0; 0,0; 2,6; 5,2; 5,2; 5,2
"1585 Personlige tillæg til pensionister "; 0,0; 0,0; 18,3; 29,0; 29,0; 29,0
"158501 Personlige tillæg til pensionister "; 0,0; 0,0; 16,8; 26,0; 26,0; 26,0
"15850110 Personlige tillæg til pensionister "; 0,0; 0,0; 16,8; 26,0; 26,0; 26,0
"158511 Varmetillæg "; 0,0; 0,0; 1,5; 3,0; 3,0; 3,0
"15851110 Varmetillæg "; 0,0; 0,0; 1,5; 3,0; 3,0; 3,0
"159 Tilskud til kommuner m.v. "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"1591 Tilskud til kommuner "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"159124 Tilskud til færgedrift "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15912410 Tilskud til færgedrift "; 0,0; 0,0; -20,0; -20,0; -20,0; 0,0
"15912420 Pulje til anskaffelsesudgifter "; 0,0; 0,0; 20,0; 20,0; 20,0; 0,0
"16 Ministeriet for Sundhed og Forebyggelse "; 0,0; 0,0; 608,0; 713,5; 596,0; 534,1
"161 Fællesudgifter "; 0,0; 0,0; 32,6; 24,9; -219,6; -220,6
"1611 Centralstyrelsen "; 0,0; 0,0; 32,6; 24,9; -219,6; -220,6
"161101 Departementet "; 0,0; 0,0; 60,5; 16,0; 12,5; 12,5
"16110120 Omprioriteringspulje "; 0,0; 0,0; 60,5; 16,0; 12,5; 12,5
"161111 Sundhedsstyrelsen "; 0,0; 0,0; 7,4; 1,7; 0,0; 0,0
"16111110 Almindelig virksomhed "; 0,0; 0,0; 7,4; 1,7; 0,0; 0,0
"161171 Patientrådgivere, information/uddannelse "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"16117110 Patientrådgivere, information/uddannelse "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"161179 Reserver og budgetregulering "; 0,0; 0,0; -35,7; 6,8; -232,5; -233,5
"16117910 Budgetregulering "; 0,0; 0,0; -232,0; -348,0; -348,0; -348,0
"16117940 Reserve vedr. det kom. lov- og cirk. program "; 0,0; 0,0; 96,3; 304,8; 115,5; 114,5
"16117980 Meraktivitet på hjerteområdet "; 0,0; 0,0; 100,0; 50,0; 0,0; 0,0
"162 Forebyggelse "; 0,0; 0,0; 70,0; 50,5; 51,6; 38,3
"1621 Forebyggelse "; 0,0; 0,0; 70,0; 50,5; 51,6; 38,3
"162130 Pulje til forebyg. af uønsket graviditet "; 0,0; 0,0; 4,1; 0,0; 0,0; 0,0
"16213010 Pulje t. forebyg. af uønsket graviditet m.v. "; 0,0; 0,0; 4,1; 0,0; 0,0; 0,0
"162131 Seksuel og reproduktiv sundhed "; 0,0; 0,0; 1,8; 3,7; 4,8; 4,8
"16213110 Seksuel Sundhed "; 0,0; 0,0; 1,8; 3,7; 4,8; 4,8
"162132 Forskellige tilskud "; 0,0; 0,0; 9,9; 10,3; 10,3; 0,0
"16213210 Tilskud til TUBA (Blå Kors Danmark) "; 0,0; 0,0; 6,3; 6,3; 6,3; 0,0
"16213220 Tilskud til Sund By Netværket "; 0,0; 0,0; 3,6; 4,0; 4,0; 0,0
"162133 Træningstilbud, svært handic. børn og unge "; 0,0; 0,0; 3,0; 3,0; 3,0; 0,0
"16213310 Kvalif. træningstilb., svæ handic. børn/unge "; 0,0; 0,0; 3,0; 3,0; 3,0; 0,0
"162146 Forebyggelse af astma hos børn "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"16214610 Forebyggelse af astma hos børn "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"162147 Sundhedsplejen anden tidlig tværfag. indsats "; 0,0; 0,0; 15,0; 0,0; 0,0; 0,0
"16214710 Sundhedsplej. - og and. tidl., tværf. indsats"; 0,0; 0,0; 15,0; 0,0; 0,0; 0,0
"162157 Pulje til kommunale forsøgsprojekter og etabl "; 0,0; 0,0; 31,2; 28,5; 28,5; 28,5
"16215720 Pulje til etablering af landsdækkende familie"; 0,0; 0,0; 31,2; 28,5; 28,5; 28,5
"163 Uddannelse og forskning "; 0,0; 0,0; 5,5; 5,0; 5,0; 5,4
"1633 Forskning, forsøg og analysevirksomhed "; 0,0; 0,0; 3,2; 2,7; 2,7; 2,7
"163309 Kennedy Centret "; 0,0; 0,0; 3,2; 2,7; 2,7; 2,7
"16330962 Genetisk synshandicap "; 0,0; 0,0; 3,2; 2,7; 2,7; 2,7
