"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2001";"2002";"2003";"2004";"2005";"2006" 
"0713 Finansforvaltning "; 90,0; 42,4; 74,2; 74,2; 74,2; 74,2
"071301 Finansstyrelsen "; -0,5; -0,6; 0,0; 0,0; 0,0; 0,0
"07130110 Almindelig virksomhed "; -0,5; -0,6; 0,0; 0,0; 0,0; 0,0
"071312 Afdrag på lån under bestyrelse af Finansstyr. "; 86,1; 40,0; 70,0; 70,0; 70,0; 70,0
"07131210 Afdrag og indfrielser "; 86,1; 40,0; 70,0; 70,0; 70,0; 70,0
"071313 Afskrivninger af uerholdelige beløb "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"07131310 Afskrivning af uerholdelige beløb "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"071315 Personlige fordringer "; 1,3; 1,0; 1,2; 1,2; 1,2; 1,2
"07131530 Fordringer og frigørelsesafg. vedr. arb.bolig"; 1,3; 1,0; 1,2; 1,2; 1,2; 1,2
"071323 Inkassoomkostn. vedr. misligholdte studielån "; 3,1; 2,0; 3,0; 3,0; 3,0; 3,0
"07132310 Udgifter til inddrivelse i udlandet "; 1,5; 1,5; 1,5; 1,5; 1,5; 1,5
"07132320 Udlagte inkassoomkostninger "; 1,7; 0,5; 1,5; 1,5; 1,5; 1,5
"0714 Personalerådgivning, løn- og pensionsforvalt. "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"071416 Forbedring af fængselspersonal. arbejdsmiljø "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"07141610 Forbedring af fængselsperson. arbejdsmiljø "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"0715 Statslige selskaber "; 0,0; 0,0; -391,4; 17,2; 17,2; 150,5
"071503 Udlån til statslige selskaber "; 0,0; 0,0; -391,4; 17,2; 17,2; 150,5
"07150310 Udlån til DONG-koncernen "; 0,0; 0,0; -391,4; 17,2; 17,2; 150,5
"08 Økonomi- og Erhvervsministeriet "; 0,0; 0,0; -35,2; -421,2; -389,0; -258,0
"081 Fællesudgifter "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"0811 Centralstyrelsen "; 0,0; 0,0; 1,5; 0,0; 0,0; 0,0
"081101 Departementet "; 0,0; 0,0; 3,5; 0,0; 0,0; 0,0
"08110110 Almindelig virksomhed "; 0,0; 0,0; 3,5; 0,0; 0,0; 0,0
"081179 Reserver og budgetregulering "; 0,0; 0,0; -2,0; 0,0; 0,0; 0,0
"08117910 Lønninger m.v. "; 0,0; 0,0; -1,3; 0,0; 0,0; 0,0
"08117940 Reserver "; 0,0; 0,0; -0,7; 0,0; 0,0; 0,0
"082 Erhvervsregulering og forbrugerforhold "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"0821 Tilsyns- og registervirksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082141 Patent- og Varemærkestyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08214110 Driftsbudget "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"08214120 Medlemsbidrag t. internat. organisationer "; 0,0; 0,0; -2,0; -2,0; -2,0; -2,0
"0822 Forbrugerbeskyttelse- og oplysning "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"082279 Reserver og budgetregulering "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"08227910 Lønninger "; 0,0; 0,0; 1,3; 0,0; 0,0; 0,0
"08227940 Styrkelse af forbrugerpolitikken "; 0,0; 0,0; 3,7; 0,0; 0,0; 0,0
"0823 Finansielt tilsyn "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082301 Finanstilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08230110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"083 Erhvervsfremme og boligforhold "; 0,0; 0,0; 90,2; 100,8; 67,0; 68,0
"0831 Fællesudgifter "; 0,0; 0,0; 6,9; 1,3; 0,0; 0,0
"083101 Erhvervs- og Boligstyrelsen "; 0,0; 0,0; 6,9; 1,3; 0,0; 0,0
"08310110 Almindelig virksomhed "; 0,0; 0,0; 6,9; 1,3; 0,0; 0,0
"08310114 Administration af Huseftersynsordningen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0832 Eksportfinansiering og øststøtte m.v. "; 0,0; 0,0; -64,7; 0,0; 0,0; 0,0
"083203 Eksportfinansiering "; 0,0; 0,0; -64,7; 0,0; 0,0; 0,0
"08320330 Tilbageførsel fra Danmarks Erhvervsfond "; 0,0; 0,0; -64,7; 0,0; 0,0; 0,0
"0833 Erhvervsfremme m.v. "; 0,0; 0,0; -1,0; -1,5; 0,0; 0,0
"083301 Erhvervsfremme m.v. "; 0,0; 0,0; -1,0; -1,5; 0,0; 0,0
"08330117 Dansk deltagelse Joint Strike Fighter-projekt"; 0,0; 0,0; -1,0; -1,5; 0,0; 0,0
"0835 Regionaludvikling og turisme m.v. "; 0,0; 0,0; 7,0; 0,0; 0,0; 0,0
"083501 Regionaludvikling m.v. "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"08350110 Medfinansiering af EU's regionalprogrammer "; 0,0; 0,0; -3,0; 0,0; 0,0; 0,0
"083502 Turisme "; 0,0; 0,0; 10,0; 0,0; 0,0; 0,0
"08350270 Turismepolitisk handlingsplan "; 0,0; 0,0; 10,0; 0,0; 0,0; 0,0
"0837 Byggeri og boliger "; 0,0; 0,0; 142,0; 101,0; 67,0; 68,0
"083703 Etablering af landsdæk ledningsejerregister "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"08370310 Etablering af landsdæk ledningsejerregister "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"083779 Reserve, budgetregulering overførselsrammen "; 0,0; 0,0; 137,0; 101,0; 67,0; 68,0
"08377915 Res. vedr. fremme af privat udlejningsbyggeri"; 0,0; 0,0; -52,0; -103,0; -207,0; -207,0
"08377916 Budgetregul. initiativer på bygge- boligområd"; 0,0; 0,0; 35,0; 69,0; 139,0; 139,0
"08377918 Reserver støtte til private ungdomsboliger "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"08377930 Budgetregl. reform byfornyelsen 2002 "; 0,0; 0,0; 153,0; 134,0; 134,0; 135,0
"084 Støttet boligbyggeri og byfornyelse "; 0,0; 0,0; -92,2; 2,7; -56,3; -56,3
"0841 Alment boligbyggeri "; 0,0; 0,0; 0,0; 0,0; 11,0; 11,0
"084105 Administrationsgebyr "; 0,0; 0,0; 0,0; 0,0; 11,0; 11,0
"08410510 Administrationsgebyr, Finansstyrelsen "; 0,0; 0,0; 0,0; 0,0; 11,0; 11,0
"0842 Privat boligbyggeri "; 0,0; 0,0; 60,8; 153,7; 83,7; 83,7
"084201 Støtte til andelsboliger "; 0,0; 0,0; -35,0; -69,0; -139,0; -139,0
"08420130 Andelsboligtilskud "; 0,0; 0,0; -35,0; -69,0; -139,0; -139,0
"084202 Støtte til private ungdomsboliger "; 0,0; 0,0; 95,8; 222,7; 222,7; 222,7
"08420210 Ungdomsboligtilskud, Finansstyrelsen "; 0,0; 0,0; 92,8; 219,7; 219,7; 219,7
"08420220 Konsulentbistand "; 0,0; 0,0; 3,0; 3,0; 3,0; 3,0
"0843 Byfornyelse "; 0,0; 0,0; -153,0; -151,0; -151,0; -151,0
"084301 Forbedringstilskud og engangstilskud "; 0,0; 0,0; -11,0; 10,0; 10,0; 10,0
"08430110 Forbedringstilskud til udlejningsboliger "; 0,0; 0,0; -8,0; 10,0; 10,0; 10,0
"08430130 Engangstilskud til udlejningsboliger "; 0,0; 0,0; -1,0; -1,0; -1,0; -1,0
"08430140 Engangstilskud til andelsboliger "; 0,0; 0,0; -1,0; -1,0; -1,0; -1,0
"08430150 Forbedringstilskud til andelsboliger "; 0,0; 0,0; -1,0; 2,0; 2,0; 2,0
"084302 Refusion af byfornyelsesudgifter "; 0,0; 0,0; -51,0; -58,0; -58,0; -58,0
"08430210 Refusion af byfornyelsesudgifter "; 0,0; 0,0; -51,0; -58,0; -58,0; -58,0
"084303 Kontant betaling af byfornyelsestab "; 0,0; 0,0; -44,0; -56,0; -56,0; -56,0
"08430310 Kontant betaling af byfornyelsestab "; 0,0; 0,0; -44,0; -56,0; -56,0; -56,0
"084311 Tilskud til boligforb. og privat byfornyelse "; 0,0; 0,0; -47,0; -47,0; -47,0; -47,0
"08431130 Tilskud til aftalt boligforbedring "; 0,0; 0,0; -47,0; -47,0; -47,0; -47,0
"085 Statistik "; 0,0; 0,0; 5,3; 5,3; 5,3; 5,3
"0851 Statistik "; 0,0; 0,0; 5,3; 5,3; 5,3; 5,3
"085101 Danmarks Statistik "; 0,0; 0,0; 5,3; 5,3; 5,3; 5,3
"08510110 Almindelig virksomhed "; 0,0; 0,0; 5,3; 5,3; 5,3; 5,3
"086 Energi "; 0,0; 0,0; -50,0; -530,0; -405,0; -275,0
"0861 Fællesudgifter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"086101 Energistyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08610110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0863 Efterforskning og indvinding af energi m.m. "; 0,0; 0,0; -50,0; -530,0; -405,0; -275,0
"086301 Koncessionsafgifter m.v. "; 0,0; 0,0; 125,0; -235,0; -180,0; -100,0
"08630110 Koncessionsafgifter m.v. "; 0,0; 0,0; 125,0; -235,0; -180,0; -100,0
"086302 Olierørledningsafgift m.v. "; 0,0; 0,0; -175,0; -295,0; -225,0; -175,0
"08630210 Olierørledningsafgift "; 0,0; 0,0; -130,0; -105,0; -60,0; -55,0
"08630220 Dispensationsafgift "; 0,0; 0,0; -45,0; -190,0; -165,0; -120,0
"087 Søfart "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"0871 Fællesudgifter "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"087101 Søfartsstyrelsen "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"08710110 Almindelig virksomhed "; 0,0; 0,0; 5,0; 0,0; 0,0; 0,0
"09 Skatteministeriet "; 156,1; 163,6; 195,4; 197,7; 173,9; 159,1
"091 Fællesudgifter "; 0,0; 0,0; -0,9; -0,7; -0,7; -0,7
"0911 Centralstyrelsen "; 0,0; 0,0; -0,9; -0,7; -0,7; -0,7
"091101 Departementet "; 0,0; 0,0; -0,9; -0,7; -0,7; -0,7
"09110110 Almindelig virksomhed "; 0,0; 0,0; -0,9; -0,7; -0,7; -0,7
"092 Forvaltning "; 156,1; 163,6; 196,3; 198,4; 174,6; 159,8
"0921 Skatte- og afgiftsforvaltning "; 0,0; 0,0; 41,7; 43,8; 20,0; 5,2
"092101 Told og Skat "; 0,0; 0,0; 12,3; 5,2; 5,2; 5,2
"09210110 Almindelig virksomhed "; 0,0; 0,0; 12,3; 5,2; 5,2; 5,2
"092105 Godtgørelser m.v. "; 0,0; 0,0; 29,4; 38,6; 14,8; 0,0
"09210530 Godtg. til fremme af elektronisk angivelse mv"; 0,0; 0,0; 29,4; 38,6; 14,8; 0,0
"0922 Finansforvaltning "; 156,1; 163,6; 154,6; 154,6; 154,6; 154,6
"092212 Afdrag på lån under bestyrelse af Finansst. "; 158,7; 165,0; 157,0; 157,0; 157,0; 157,0
"09221210 Afdrag og indfrielser "; 158,7; 165,0; 157,0; 157,0; 157,0; 157,0
"092213 Afskrivninger af uerholdelige beløb "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"09221310 Afskrivning af uerholdelige beløb "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"092215 Personlige fordringer "; 0,5; 0,6; 0,6; 0,6; 0,6; 0,6
"09221550 Gebyr vedr. FM-gæld "; 0,5; 0,6; 0,6; 0,6; 0,6; 0,6
"092223 Inkassoomk. vedr. misligholdte studielån "; -3,1; -2,0; -3,0; -3,0; -3,0; -3,0
"09222310 Udgifter til inddrivelse i udlandet "; -1,5; -1,5; -1,5; -1,5; -1,5; -1,5
"09222320 Udlagte inkassoomkostninger "; -1,7; -0,5; -1,5; -1,5; -1,5; -1,5
"11 Justitsministeriet "; 0,0; 0,0; 125,0; 8,0; 10,0; 10,0
"111 Fællesudgifter "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"1111 Centralstyrelsen "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"111101 Departementet "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"11110140 Støtte til foreninger m.v. "; 0,0; 0,0; 2,0; 0,0; 0,0; 0,0
"112 Politivæsenet "; 0,0; 0,0; 3,0; 8,0; 10,0; 10,0
"1123 Politi "; 0,0; 0,0; 3,0; 8,0; 10,0; 10,0
"112311 Erstatning til ofre for forbrydelser "; 0,0; 0,0; 3,0; 8,0; 10,0; 10,0
"11231110 Erstatn. t. ofre for forbryd., LBK 470 1985 "; 0,0; 0,0; 3,0; 8,0; 10,0; 10,0
"113 Kriminalforsorg "; 0,0; 0,0; 120,0; 0,0; 0,0; 0,0
"1131 Kriminalforsorg "; 0,0; 0,0; 120,0; 0,0; 0,0; 0,0
"113103 Kriminalforsorgen i anstalter og frihed "; 0,0; 0,0; 55,0; 0,0; 0,0; 0,0
"11310310 Almindelig virksomhed "; 0,0; 0,0; 55,0; 0,0; 0,0; 0,0
"113109 Fængsler og arresthuse m.v. "; 0,0; 0,0; 65,0; 0,0; 0,0; 0,0
"11310910 Kriminalforsorgens ins. og afdelinger "; 0,0; 0,0; 65,0; 0,0; 0,0; 0,0
"12 Forsvarsministeriet "; -0,5; -0,4; -0,4; -0,4; -0,4; -0,4
"121 Fællesudgifter "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"1211 Centralstyrelsen "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"121101 Departementet "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"12110110 Almindelig virksomhed "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"122 Militært forsvar "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"1221 Forsvarskommandoen og Hjemmeværnet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"122101 Forsvarskommandoen "; 0,0; 0,0; -107,0; -14,0; -44,0; -156,0
"12210110 Almindelig virksomhed "; 0,0; 0,0; -107,0; -14,0; -44,0; -156,0
"122102 Materielinvesteringer "; 0,0; 0,0; 107,0; 14,0; 44,0; 156,0
"12210210 Anlæg og materielinvesteringer "; 0,0; 0,0; 107,0; 14,0; 44,0; 156,0
"123 Civil virksomhed "; -0,5; -0,4; -0,7; -0,7; -0,7; -0,7
"1231 Farvandsvæsen m.v. "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"123103 Farvandsvæsenet "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"12310310 Bygge- og anlægsarb. samt materielinvest. "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"1239 Øvrig civil virksomhed "; -0,5; -0,4; -0,4; -0,4; -0,4; -0,4
"123919 Forsvarsministeriets særstatusområder "; -0,5; -0,4; -0,4; -0,4; -0,4; -0,4
"12391940 Særstatus-områder "; -0,5; -0,4; -0,4; -0,4; -0,4; -0,4
"15 Socialministeriet "; -278,7; -232,0; 609,5; -11,7; 223,4; 87,9
"151 Fællesudgifter "; 0,0; 0,0; 287,5; 110,4; 200,3; 153,9
"1511 Centralstyrelsen "; 0,0; 0,0; 102,8; 94,1; 186,8; 149,4
"151179 Reserver og budgetregulering "; 0,0; 0,0; 102,8; 94,1; 186,8; 149,4
"15117920 Det kommunale lov- og cirkulæreprogram "; 0,0; 0,0; 102,8; 94,1; 186,8; 149,4
"1513 Forsknings- og forsøgsvirksomhed m.v. "; 0,0; 0,0; 14,7; 16,3; 13,5; 4,5
"151323 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 10,2; 9,8; 7,0; 2,5
"15132310 Rammebeløb til handicappede m.v. "; 0,0; 0,0; 10,2; 9,8; 7,0; 2,5
"151330 Tilskud til Livslinien "; 0,0; 0,0; 0,0; 2,0; 2,0; 2,0
"15133010 Tilskud til Livslinien "; 0,0; 0,0; 0,0; 2,0; 2,0; 2,0
"151340 Udv. af socialt arbejde og brugerinddragelse "; 2,5; 13,9; 35,3; 15,7; 0,0; 0,0
"15134010 Metodeudvikling og formidling, bedre kvalitet"; 0,4; 3,6; 21,6; 0,0; 0,0; 0,0
"15134020 Social lighed og sundhed "; 2,0; 5,2; 5,3; 0,0; 0,0; 0,0
"15134030 Styrket inddragelse af brugere og pårørende "; 0,1; 5,1; 8,4; 15,7; 0,0; 0,0
"151341 Tilskud til Videnscenter om Alkohol "; 0,0; 0,0; 4,5; 4,5; 4,5; 0,0
"15134110 Tilskud til Videnscenter om Alkohol "; 0,0; 0,0; 4,5; 4,5; 4,5; 0,0
"151344 Bedre kvalitet i den sociale indsats "; -0,4; -3,6; -21,6; 0,0; 0,0; 0,0
"15134410 Bedre kvalitet i den sociale indsats "; -0,4; -3,6; -21,6; 0,0; 0,0; 0,0
"151346 Social lighed og sundhed "; -2,0; -5,2; -5,3; 0,0; 0,0; 0,0
"15134610 Tilskud til lokale metodeudviklingsprojekter "; -2,0; -5,2; -5,3; 0,0; 0,0; 0,0
"151352 Styrket inddragelse af brugere og pårørende "; -0,1; -5,1; -8,4; -15,7; 0,0; 0,0
"15135210 Styrket inddragelse af brugere og pårørende "; -0,1; -5,1; -8,4; -15,7; 0,0; 0,0
"1515 Grundtakstmodel, overgangsordning "; 0,0; 0,0; 170,0; 0,0; 0,0; 0,0
"151501 Refusionsordning ifm. grundtakstmodel "; 0,0; 0,0; 170,0; 0,0; 0,0; 0,0
"15150110 Grundtakstmodel, overgangsordning, refusion "; 0,0; 0,0; 170,0; 0,0; 0,0; 0,0
"152 Børnetilskud "; 0,0; 0,0; 41,0; 44,4; 46,8; 43,3
"1521 Børnetilskud "; 0,0; 0,0; 41,0; 44,4; 46,8; 43,3
"152111 Ordinært børnetilskud "; 0,0; 0,0; 41,0; 44,4; 46,8; 43,3
"15211110 Ordinært børnetilskud "; 0,0; 0,0; 41,0; 44,4; 46,8; 43,3
"153 Individuel boligstøtte "; -278,7; -232,0; -256,6; -253,4; -253,5; -252,3
"1532 Øvrig individuel boligstøtte "; 0,0; 0,0; 3,6; 6,8; 6,7; 7,9
"153201 Boligsikring "; 0,0; 0,0; 3,6; 6,8; 6,7; 7,9
"15320110 Boligsikr., Finansstyrelsen, LB 62 31/1 2001 "; 0,0; 0,0; 3,3; 6,1; 5,6; 6,4
"15320120 Boligsikringslån til førtidspensionister m.fl"; 0,0; 0,0; 0,3; 0,7; 1,1; 1,5
"1533 Boligydelseslån m.v., afdrag/afskrivninger "; -278,7; -232,0; -260,2; -260,2; -260,2; -260,2
"153301 Boligydelseslån m.v. "; -246,1; -206,0; -228,2; -228,2; -228,2; -228,2
"15330110 Boligydelseslån m.v., afdrag/afskrivninger "; -246,1; -206,0; -228,2; -228,2; -228,2; -228,2
"153302 Renteindt. af boligyd.lån, boligsik.lån m.v. "; -32,6; -26,0; -32,0; -32,0; -32,0; -32,0
"15330210 Boligydelseslån m.v., renteindtægter "; -32,6; -26,0; -32,0; -32,0; -32,0; -32,0
"154 Kontanthjælp "; 0,0; 0,0; 3,1; 6,8; 6,8; 6,8
"1544 Udgifter i forbindelse med børns pleje "; 0,0; 0,0; 3,1; 6,8; 6,8; 6,8
"154405 Merudgifter "; 0,0; 0,0; 3,1; 6,8; 6,8; 6,8
"15440510 Merudg. t. forsør. i hjem. af børn u. 18 år "; 0,0; 0,0; 3,1; 6,8; 6,8; 6,8
"156 Bistand og pleje for handicappede "; 0,0; 0,0; 2,2; 2,2; 1,5; 1,5
"1564 Bistand og pleje for handicappede "; 0,0; 0,0; 2,2; 2,2; 1,5; 1,5
"156431 John F. Kennedy Instituttet "; 0,0; 0,0; 2,2; 2,2; 1,5; 1,5
"15643160 Øjengenetik m.v. "; 0,0; 0,0; 2,2; 2,2; 1,5; 1,5
"157 Øvrige bistandsordninger "; 0,0; 0,0; 215,3; 179,9; 183,3; 192,4
"1572 Forsorgshjem "; 0,0; 0,0; 2,8; 2,8; 2,8; 2,8
"157202 Kofoeds Skole "; 0,0; 0,0; 2,8; 2,8; 2,8; 2,8
"15720220 Kofoeds Skole, øvrige driftsudgifter "; 0,0; 0,0; 2,8; 2,8; 2,8; 2,8
"1574 Bistand, psykiatriske patienter "; 0,0; 0,0; 100,0; 100,0; 100,0; 100,0
"157401 Ikke-indlagte psykiatriske patienters forhold "; -18,9; -19,5; -14,6; -14,6; -14,5; -14,5
"15740110 Ikke-indlagte psykiatriske patienters forhold"; -18,9; -19,5; -14,6; -14,6; -14,5; -14,5
"157402 Indsats særligt for sindslidende "; -26,0; -26,4; -27,1; -27,1; -27,1; -27,1
"15740210 Indsats særligt for sindslidende "; -26,0; -26,4; -27,1; -27,1; -27,1; -27,1
"157403 Flere og bedre soc. tilbud til sindslidende "; -91,1; -101,0; 0,0; 0,0; 0,0; 0,0
"15740310 Flere og bedre soc. tilbud til sindslidende "; -45,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15740320 Udbygning af socialpsykiatriske tilbud "; -45,6; -101,0; 0,0; 0,0; 0,0; 0,0
"157404 Tidl. indsats overfor unge skizofrene, forsøg "; -5,0; -5,4; 0,0; 0,0; 0,0; 0,0
"15740410 Tidl. indsats overfor unge skizofrene, forsøg"; -5,0; -5,4; 0,0; 0,0; 0,0; 0,0
"157407 Distriktpsykiatri, pulje til akuttilbud "; -11,1; -10,7; 0,0; 0,0; 0,0; 0,0
"15740710 Distriktpsykiatri, pulje til akuttilbud "; -11,1; -10,7; 0,0; 0,0; 0,0; 0,0
"157410 Sociale tilbud til personer med sindslidelser "; 152,2; 163,0; 141,7; 141,7; 141,6; 141,6
"15741010 Psykiatriaftale 2003-2006 "; 91,1; 101,0; 74,8; 100,0; 100,0; 125,2
"15741011 Reservation til Psykiatriaftalen "; 0,0; 0,0; 25,2; 0,0; 0,0; -25,2
"15741020 Fremrykningspuljen "; 26,0; 26,4; 27,1; 27,1; 27,1; 27,1
"15741030 Sociale tilbud til personer med sindslidelser"; 35,0; 35,6; 14,6; 14,6; 14,5; 14,5
"1575 Særligt udsatte grupper "; 0,0; 0,0; 112,5; 77,1; 80,5; 89,6
"157503 Social indsats for stofmisbrugere "; -67,6; -36,5; -37,9; -36,2; -46,4; -46,4
"15750310 Social indsats for stofmisbrugere "; -67,6; -31,4; -32,7; -36,2; -46,4; -46,4
"15750320 Udv. af behandlingstilb. til yngre misbrugere"; -0,1; -5,1; -5,2; 0,0; 0,0; 0,0
"157509 Rammebeløb til de soc. mest udsatte grupper "; -34,6; -67,5; -18,7; -9,1; -9,1; 0,0
"15750910 Rammebeløb til de soc. mest udsatte grupper "; -34,6; -67,5; -18,7; -9,1; -9,1; 0,0
"157510 Børne- og familiepolitiske område "; 5,3; 22,8; 32,6; 26,6; 21,4; 15,0
"15751010 Børne- og familiepolitiske område "; 0,0; 0,0; 25,4; 21,4; 21,4; 15,0
"15751020 Tilskud til uddannelse og evaluering "; 0,2; 12,6; 2,0; 0,0; 0,0; 0,0
"15751030 Utilpassede unge "; 0,1; 5,1; 0,0; 0,0; 0,0; 0,0
"15751040 Utilpassede børn og unge "; 5,0; 5,1; 5,2; 5,2; 0,0; 0,0
"157511 Tilskud vedrørende ældre "; -23,2; -45,8; -2,2; -2,2; -1,4; 0,0
"15751110 Tilskud vedrørende ældre "; -23,2; -45,8; -2,2; -2,2; -1,4; 0,0
"157512 Særlig støtte til børn og unge "; -0,2; -12,6; -2,0; 0,0; 0,0; 0,0
"15751210 Tilskud til uddannelse og evaluering "; -0,2; -12,6; -2,0; 0,0; 0,0; 0,0
"157513 Handleplan for hjemløse "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15751310 Handleplan for hjemløse "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157516 Center for Rusmiddelforskning "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"15751610 Center for Rusmiddelforskning "; 0,0; 0,0; 1,0; 1,0; 1,0; 1,0
"157520 Behandlingstilbud til utilpassede unge m.v. "; -5,1; -10,2; -5,2; -5,2; 0,0; 0,0
"15752010 Nye behandlingsmetoder "; -0,1; -5,1; 0,0; 0,0; 0,0; 0,0
"15752020 Videreuddannelse "; -5,0; -5,1; -5,2; -5,2; 0,0; 0,0
"157521 Socialfaglig indsats på alkoholområdet "; -11,9; -13,0; -4,6; -4,6; 0,0; 0,0
"15752110 Socialfaglig indsats på alkoholområdet "; -11,9; -13,0; -4,6; -4,6; 0,0; 0,0
"157522 Udviklingsinitiativer på pensionsområdet "; -2,7; -4,1; -4,2; -4,2; 0,0; 0,0
"15752210 Udviklingsinitiativer på pensionsområdet "; -2,7; -4,1; -4,2; -4,2; 0,0; 0,0
"157526 Pulje til socialt udsatte grupper "; 114,1; 117,0; 114,5; 74,8; 83,8; 101,4
"15752610 Pulje til socialt udsatte grupper "; 34,6; 67,5; 61,0; 24,0; 27,4; 45,0
"15752620 Prostitutionsområdet "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"15752630 Kvindekrisecentre "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
